PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,103400985,2794,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=CC=C(C=C5)Cl,Unspecified,,,,44.7,CC50,=,44700,nM,
2,103401148,473691,CCCN=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=CC=C(C=C5)Cl,Unspecified,,,,107,CC50,=,107000,nM,
3,103401509,473666,CCCN=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=CC=C4)C=C1NC5=CC=CC=C5,Unspecified,,,,35.6,CC50,=,35600,nM,
4,103401535,473667,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=CC=C4)C=C1NC5=CC=CC=C5,Unspecified,,,,177,CC50,=,177000,nM,
5,482047769,168269710,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CN=C(C=C4)OC)C=C1NC5=CC=C(C=C5)Cl,Unspecified,,,,51.3,CC50,=,51300,nM,
6,482049336,168270780,C1CC1N=C2C=C3C(=NC4=CC=CC=C4N3C5=CC=C(C=C5)Cl)C=C2NC6=CC=C(C=C6)Cl,Unspecified,,,,267,CC50,>,267000,nM,
7,482049629,168270980,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NCC5=CC=C(C=C5)Cl,Unspecified,,,,16.1,CC50,=,16100,nM,
8,482049888,168271160,COC1CCC(CC1)N=C2C=C3C(=NC4=CC=CC=C4N3C5=CN=C(C=C5)OC)C=C2NC6=CC=C(C=C6)F,Unspecified,,,,51.3,CC50,=,51300,nM,
9,482050209,168271377,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=C(C=C(C=C5)OC)OC,Unspecified,,,,13.52,CC50,=,13520,nM,
10,482052569,167732684,C1=CC=C(C=C1)NC2=CC3=NC4=CC=CC=C4N(C3=CC2=N)C5=CC=C(C=C5)Cl,Active,,,,10,CC50,<,10000,nM,
11,482053760,168273885,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=CN=C(C=C5)OC,Unspecified,,,,267,CC50,>,267000,nM,
12,482057500,125273779,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=CC=CC=C5,Unspecified,,,,154,CC50,=,154000,nM,
13,482058158,168277124,C1=CC=C(C=C1)CNC2=CC3=NC4=CC=CC=C4N(C3=CC2=N)C5=CC=CC=C5,Unspecified,,,Potential missing data,,CC50,,,,ND
14,482058785,168277560,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=CC=C4)C=C1NCC5=CC=C(C=C5)F,Unspecified,,,,29.6,CC50,=,29600,nM,
15,482058914,168277659,COC1=NC=C(C=C1)N2C3=CC=CC=C3N=C4C2=CC(=NC5CC5)C(=C4)NC6=CC=C(C=C6)F,Unspecified,,,,88.9,CC50,=,88900,nM,
16,482059271,168277936,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CN=C(C=C4)OC)C=C1NC5=CC=C(C=C5)OC,Unspecified,,,,17.1,CC50,=,17100,nM,
17,482059331,168277974,COC1=CC=C(C=C1)NC2=CC3=NC4=CC=CC=C4N(C3=CC2=N)C5=CC=C(C=C5)Cl,Unspecified,,,,267,CC50,>,267000,nM,
18,482061581,168279623,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CN=C(C=C4)OC)C=C1NC5=CC=CC=C5,Active,,,,10,CC50,<,10000,nM,
19,482061766,168279752,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)F)C=C1NC5=CC=C(C=C5)Cl,Unspecified,,,,17,CC50,=,17000,nM,
20,482062890,168280577,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=CC=C(C=C5)F,Unspecified,,,,40.6,CC50,=,40600,nM,
21,482063840,168281264,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CN=C(C=C4)OC)C=C1NC5=CC(=CC=C5)F,Unspecified,,,,88.9,CC50,=,88900,nM,
22,482063896,168281309,CCCN=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=CC=C(C=C5)F,Unspecified,,,,14.9,CC50,=,14900,nM,
23,482064228,168281550,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=CC=C(C=C5)OC,Unspecified,,,,88.9,CC50,=,88900,nM,
24,482066455,634909,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)F)C=C1NC5=CC=C(C=C5)F,Unspecified,,,,267,CC50,=,267000,nM,
25,482066925,168283509,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CN=C(C=C4)OC)C=C1NC5=CC=C(C=C5)F,Unspecified,,,,88.9,CC50,=,88900,nM,
26,482071115,168286534,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=CC=C(C=C5)OC(F)(F)F,Unspecified,,,,38.37,CC50,=,38370,nM,
27,482076308,168290316,C1CC1N=C2C=C3C(=NC4=CC=CC=C4N3C5=CC=C(C=C5)Cl)C=C2NC6=CC=C(C=C6)F,Unspecified,,,,16.7,CC50,=,16700,nM,
28,482076613,168290531,CCCN=C1C=C2C(=NC3=CC=CC=C3N2C4=CN=C(C=C4)OC)C=C1NC5=CC=C(C=C5)F,Active,,,,10,CC50,<,10000,nM,
