PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,504778010,172433136,CC(C)[C@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=NC=NC4=C3C=CN4,Unspecified,,,,50,EC50,>,50000,nM,Falls Outside The Dose Series
2,504778010,172433136,CC(C)[C@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=NC=NC4=C3C=CN4,Unspecified,,,,50,EC90,>,50,uM,Falls Outside The Dose Series
3,504778010,172433136,CC(C)[C@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=NC=NC4=C3C=CN4,Unspecified,,,,29.902,EC50,=,29902,nM,
4,504778010,172433136,CC(C)[C@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=NC=NC4=C3C=CN4,Unspecified,,,,50,EC90,>,50,uM,Falls Outside The Dose Series
5,504778011,172433137,CC(C)[C@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=NC=NC4=C3C=C(N4)C(=O)N[C@H]5CCN(C5)C,Unspecified,,,,50,EC50,>,50000,nM,Falls Outside The Dose Series
6,504778011,172433137,CC(C)[C@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=NC=NC4=C3C=C(N4)C(=O)N[C@H]5CCN(C5)C,Unspecified,,,,50,EC90,>,50,uM,Falls Outside The Dose Series
7,504778016,172433142,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C(=O)NC,Unspecified,,,,50,EC50,>,50000,nM,Falls Outside The Dose Series
8,504778016,172433142,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C(=O)NC,Unspecified,,,,50,EC90,>,50,uM,Falls Outside The Dose Series
9,504778027,172433147,CC(C)[C@H](C1=CC2=C(CCNS2(=O)=O)C=C1)NC3=NC=NC4=C3C=C(N4)C5=COC(=C5)CNC,Unspecified,,,,30.695,EC50,=,30695,nM,
10,504778027,172433147,CC(C)[C@H](C1=CC2=C(CCNS2(=O)=O)C=C1)NC3=NC=NC4=C3C=C(N4)C5=COC(=C5)CNC,Unspecified,,,,50,EC90,>,50,uM,Falls Outside The Dose Series
11,504778029,172433149,CC(C)[C@H](C1=CC2=C(C=C1)OCC(=O)N2)NC3=NC=NC4=C3C=CN4,Unspecified,,,,50,EC50,>,50000,nM,Falls Outside The Dose Series
12,504778029,172433149,CC(C)[C@H](C1=CC2=C(C=C1)OCC(=O)N2)NC3=NC=NC4=C3C=CN4,Unspecified,,,,50,EC90,>,50,uM,Falls Outside The Dose Series
13,504778031,172433150,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=C(N(N=C5)C)C#N,Active,,,,5.391,EC50,=,5391,nM,
14,504778031,172433150,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=C(N(N=C5)C)C#N,Active,,,,6.569,EC90,=,6.569,uM,
15,504778031,172433150,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=C(N(N=C5)C)C#N,Unspecified,,,,14.116,EC50,=,14116,nM,
16,504778031,172433150,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=C(N(N=C5)C)C#N,Unspecified,,,,16.2,EC90,=,16.2,uM,
17,504778035,172433153,CC(C)[C@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=NC=NC4=C3C=C(N4)C5=CN(N=C5)C,Active,,,,7.589,EC50,=,7589,nM,
18,504778035,172433153,CC(C)[C@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=NC=NC4=C3C=C(N4)C5=CN(N=C5)C,Unspecified,,,,50,EC90,>,50,uM,Falls Outside The Dose Series
19,504778036,172433154,CC1=NC=C(C=N1)C2=CC3=C(N2)N=CN=C3N[C@@H](C4=CC5=C(C=C4)OCCO5)C(C)C,Unspecified,,,,15.747,EC50,=,15747,nM,
20,504778036,172433154,CC1=NC=C(C=N1)C2=CC3=C(N2)N=CN=C3N[C@@H](C4=CC5=C(C=C4)OCCO5)C(C)C,Unspecified,,,,35.98,EC90,=,35.98,uM,
21,504778037,172433155,CC(C)[C@H](C1=NC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CN(N=C5)CC(=O)N,Unspecified,,,,50,EC50,>,50000,nM,Falls Outside The Dose Series
22,504778037,172433155,CC(C)[C@H](C1=NC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CN(N=C5)CC(=O)N,Unspecified,,,,50,EC90,>,50,uM,Falls Outside The Dose Series
23,504778038,171389897,CC(C)[C@@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=NC=NC4=C3C(=CN4)C(=O)NC,Active,,,,6.74,EC50,=,6740,nM,
24,504778038,171389897,CC(C)[C@@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=NC=NC4=C3C(=CN4)C(=O)NC,Unspecified,,,,50,EC90,>,50,uM,Falls Outside The Dose Series
25,504778039,172433156,CC(C)(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=C(N(N=C5)C)C#N,Active,,,,7.665,EC50,=,7665,nM,
26,504778039,172433156,CC(C)(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=C(N(N=C5)C)C#N,Unspecified,,,,13.36,EC90,=,13.36,uM,
27,504778042,172433158,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=NN(N=C5)C,Unspecified,,,,13.293,EC50,=,13293,nM,
