PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Data Validity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Comment reflecting whether the values for this activity measurement are likely to be correct
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,103169732,2719,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,Active,,,,8.2,EC50,=,8200,nM,
2,103216314,3229,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O,Unspecified,,,,126,EC50,=,126000,nM,Outside typical range
3,381838043,121304016,CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@@H]1[C@H]([C@H]([C@](O1)(C#N)C2=CC=C3N2N=CN=C3N)O)O)OC4=CC=CC=C4,Active,,,,7.3,EC50,=,7300,nM,
4,461563615,155903259,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)[C@H](C(C)(C)C)NC(=O)C(F)(F)F)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C#N)C,Unspecified,,,,14.1,EC50,=,14100,nM,
5,494396055,171343149,COC(=O)C1=C(NC2=C(C1=O)C=CC(=C2)Cl)S(=O)C,Active,,,,9.4,EC50,=,9400,nM,
6,494396368,171343349,C1=CC=C2C(=C1)C(=O)C(=C(N2)NC3=CC(=CC=C3)F)C(=O)O,Active,,,,4,EC50,=,4000,nM,
7,494397561,171344138,CN(C)CCCNC1=C(C(=O)C2=C(N1)C=C(C=C2)Cl)C(=O)O,Unspecified,,,,25,EC50,>,25000,nM,
8,494397981,171344400,C1=CC(=CC(=C1)F)NC2=C(C(=O)C3=C(N2)C=C(C=C3)Cl)C(=O)O,Active,,,,1.5,EC50,=,1500,nM,
9,494400373,171345928,C1=CC(=CC=C1NC2=C(C(=O)C3=C(N2)C=CC(=C3)Cl)C(=O)O)F,Active,,,,2.8,EC50,=,2800,nM,
10,494401166,171346407,CNC(=O)C1=C(NC2=C(C1=O)C=CC(=C2)Cl)NC3=CC(=CC=C3)F,Active,,,,7.9,EC50,=,7900,nM,
11,494403340,171347702,COC1=CC2=C(C=C1)NC(=C(C2=O)C(=O)O)NC3=CC(=CC=C3)F,Active,,,,3.3,EC50,=,3300,nM,
12,494404489,171348414,C1=CC(=CC(=C1)F)NC2=C(C(=O)C3=CC(=C(C=C3N2)F)F)C(=O)O,Active,,,,3.3,EC50,=,3300,nM,
13,494409982,171351679,C1=CC(=CC=C1NC2=C(C(=O)C3=CC(=C(C=C3N2)F)F)C(=O)O)F,Active,,,,3.5,EC50,=,3500,nM,
14,494410914,171352247,C1=CC(=CC(=C1)F)NC2=CC(=O)C3=CC(=C(C=C3N2)F)F,Unspecified,,,,25,EC50,>,25000,nM,
15,494415388,171354677,COC(=O)C1=C(NC2=CC=CC=C2C1=O)S(=O)C,Unspecified,,,,13.4,EC50,=,13400,nM,
16,494415547,171354741,C1=CC(=CC(=C1)F)NC2=C(C(=O)C3=C(N2)C=CC(=C3)Cl)C(=O)O,Active,,,,1.5,EC50,=,1500,nM,
17,494424100,171358573,C1CCC(CC1)NC2=C(C(=O)C3=C(N2)C=C(C=C3)Cl)C(=O)O,Active,,,,4.4,EC50,=,4400,nM,
