PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Data Validity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Comment reflecting whether the values for this activity measurement are likely to be correct
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,482046605,168268909,CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCCN=C(N)N)C(C)C)CCCN=C(N)N)NC(=O)[C@@H]2CCCN2)C(=O)N[C@H](C)C(=O)O)CC(=O)O,Unspecified,,,,35.8,Ki,=,35800,nM,
2,482048376,168270123,CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCCN=C(N)N)C)CCCN=C(N)N)NC(=O)[C@@H]2CCCN2)C(=O)N[C@@H](C)C(=O)O)CC3=CC=C(C=C3)O,Unspecified,,,,966.1,Ki,=,966100,nM,Outside typical range
3,482052674,168273094,CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCCN=C(N)N)C)CCCN=C(N)N)NC(=O)[C@@H]2CCCN2)C(=O)N[C@H](C)C(=O)O)CC(=O)O,Unspecified,,,,69.3,Ki,=,69300,nM,
4,482054098,168274125,CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCCN=C(N)N)C)CCCCN)NC(=O)[C@@H]2CCCN2)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)CC3=CC=C(C=C3)O)[C@@H](C)CC,Unspecified,,,,232.3,Ki,=,232300,nM,Outside typical range
5,482060441,168278784,CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCCN=C(N)N)C)CCCCN)NC(=O)[C@@H]2CCCN2)C(=O)N[C@@H](C)C(=O)O)CC3=CC=C(C=C3)O)[C@@H](C)CC,Unspecified,,,,678.3,Ki,=,678300,nM,Outside typical range
