PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Data Validity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Comment reflecting whether the values for this activity measurement are likely to be correct
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,103682912,2949898,CC1=CC=CC=C1C(=O)NC(C)C2=CC3=CC=CC=C3C=C2,Unspecified,,,,20.1,IC50,=,20100,nM,
2,103768509,46854742,C1CN(CCC1C(=O)NCC2=CC3=C(C=C2)OCO3)CC4=CC=CC5=CC=CC=C54,Unspecified,,,,45,IC50,=,45000,nM,
3,103768558,46854743,C1CN(CCC1C(=O)NCC2=CC3=C(C=C2)OCO3)CC4=CC5=CC=CC=C5C=C4,Unspecified,,,,100,IC50,=,100000,nM,
4,103768559,46854744,CC(C)(C1=CC=CC2=CC=CC=C21)N3CCC(CC3)C(=O)NCC4=CC5=C(C=C4)OCO5,Unspecified,,,,200,IC50,>,200000,nM,Outside typical range
5,103768842,46854594,C[C@H](C1=CC=CC2=CC=CC=C21)N3CCC(CC3)C(=O)NCC4=CC(=CC=C4)OC,Active,,,,0.34,IC50,=,340,nM,
6,103768843,46178485,C[C@H](C1=CC=CC2=CC=CC=C21)N3CCC(CC3)C(=O)NCC4=CC=C(C=C4)OC,Active,,,,0.34,IC50,=,340,nM,
7,103768909,46854595,C[C@H](C1=CC2=CC=CC=C2C=C1)N3CCC(CC3)C(=O)NCC4=CC(=CC=C4)OC,Unspecified,,,,13.2,IC50,=,13200,nM,
8,103768910,46854596,C[C@H](C1=CC2=CC=CC=C2C=C1)N3CCC(CC3)C(=O)NCC4=CC=CC=C4OC,Unspecified,,,,34.8,IC50,=,34800,nM,
9,103769230,46178484,C[C@@H](C1=CC2=CC=CC=C2C=C1)N3CCC(CC3)C(=O)NCC4=CC(=CC=C4)OC,Active,,,,5.8,IC50,=,5800,nM,
10,103769231,49799388,CC(C1=CC2=CC=CC=C2C=C1)N3CCC(CC3)C(=O)NCC4=CC=C(C=C4)OC,Unspecified,,,,100,IC50,>,100000,nM,
11,103769288,46174170,C[C@H](C1=CC=CC2=CC=CC=C21)N3CCC(CC3)C(=O)NCC4=CC5=C(C=C4)OCO5,Active,,,,0.32,IC50,=,320,nM,
12,103769289,46178558,C[C@@H](C1=CC=CC2=CC=CC=C21)N3CCC(CC3)C(=O)NCC4=CC5=C(C=C4)OCO5,Active,,,,0.56,IC50,=,560,nM,
13,103769491,2903358,COC1=CC=C(C=C1)CNC(=O)C2CCN(CC2)CC3=CC=CC4=CC=CC=C43,Unspecified,,,,59.2,IC50,=,59200,nM,
14,103769492,43921113,COC1=CC=CC=C1CNC(=O)C2CCN(CC2)CC3=CC=CC4=CC=CC=C43,Unspecified,,,,116,IC50,=,116000,nM,Outside typical range
15,103769493,46854096,COC1=CC=CC(=C1)CNC(=O)C2CCN(CC2)CC3=CC=CC4=CC=CC=C43,Unspecified,,,,30,IC50,=,30000,nM,
16,103769559,46854593,C[C@H](C1=CC=CC2=CC=CC=C21)N3CCC(CC3)C(=O)NCC4=CC=CC=C4OC,Active,,,,1.21,IC50,=,1210,nM,
