PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Data Validity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Comment reflecting whether the values for this activity measurement are likely to be correct
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,312394094,118737647,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2=CC=CC=C2.[Na+],Active,,,,0.086,IC50,=,86,nM,
2,520005276,177377831,CC1(C=CC2=C(O1)C=CC3=C2OC(=C3)C(=O)N/N=C/C4=CC5=CC=CC=C5N=C4)C,Unspecified,,,,29.7,IC50,=,29700,nM,
3,520005969,177377833,CC1(C=CC2=C(O1)C=CC3=C2OC(=C3)C(=O)N/N=C/C4=C5C=CC=NC5=CC=C4)C,Unspecified,,,,43.1,IC50,=,43100,nM,
4,520006890,177377829,CC1(C=CC2=C(O1)C=CC3=C2OC(=C3)C(=O)N/N=C/C4=NC5=C(C=CC=C5O)C=C4)C,Unspecified,,,,183,IC50,=,183000,nM,Outside typical range
5,520007011,177377834,CC1(C=CC2=C(O1)C=CC3=C2OC(=C3)C(=O)N/N=C/C4=CC5=C(C=C4)N=CC=C5)C,Unspecified,,,,34.1,IC50,=,34100,nM,
6,520009087,177377835,CC1(C=CC2=C(O1)C=CC3=C2OC(=C3)C(=O)N/N=C/C4=CC=CC5=C4N=CC=C5)C,Unspecified,,,,16.1,IC50,=,16100,nM,
7,520009805,177377830,CC1(C=CC2=C(O1)C=CC3=C2OC(=C3)C(=O)N/N=C/C4=NC5=CC=CC=C5C=C4)C,Unspecified,,,,250,IC50,>,250000,nM,Outside typical range
8,520011067,177377832,CC1(C=CC2=C(O1)C=CC3=C2OC(=C3)C(=O)N/N=C/C4=CC=NC5=CC=CC=C45)C,Unspecified,,,,129,IC50,=,129000,nM,Outside typical range
