PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,461563615,155903259,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)[C@H](C(C)(C)C)NC(=O)C(F)(F)F)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C#N)C,Unspecified,,,,100,CC50,>,100000,nM
2,482066804,162442805,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)[C@H](C(C)(C)C)NC(=O)C(F)(F)F)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C(=O)C4=NC5=CC=CC=C5S4)C,Unspecified,,,,100,CC50,>,100000,nM
3,504796785,156907358,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)C3=CC4=C(N3)C=CC=C4OC)C(=O)N[C@@H](C[C@@H]5CCNC5=O)C(=O)C6=NC7=CC=CC=C7S6)C,Unspecified,,,,100,CC50,>,100000,nM
4,504800261,172443493,CC(C)(C)[C@@H](C(=S)N[C@@H](C[C@@H]1CCNC1=O)C(=O)C2=NC3=C(C=CC=C3S2)F)NC(=O)C4=CC5=C(C=CC(=C5N4)F)OC,Unspecified,,,,100,CC50,>,100000,nM
5,504805357,172447011,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)[C@H](C(C)(C)C)NC(=O)C(F)(F)F)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C(=O)C4=NC5=C(S4)C=CC=C5Br)C,Unspecified,,,,100,CC50,>,100000,nM
6,504805484,172447101,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)[C@H](C(C)(C)C)NC(=O)C(F)(F)F)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C(=O)C4=NC5=C(S4)C=CC=C5Cl)C,Unspecified,,,,100,CC50,>,100000,nM
7,504806948,172448142,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)[C@H](C(C)(C)F)NC(=O)C(F)(F)F)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C(=O)C4=NC5=C(C=CC=C5S4)F)C,Unspecified,,,,100,CC50,>,100000,nM
8,504807571,166475684,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)C3=CC4=C(C=CC(=C4N3)F)OC)C(=O)N[C@@H](C[C@@H]5CCNC5=O)C(=O)C6=NC7=C(C=CC=C7S6)F)C,Unspecified,,,,100,CC50,>,100000,nM
9,504808716,172449355,CC(C)(C)[C@@H](C(=O)NC1(CCC(C1)(F)F)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(=O)C3=NC4=C(C=CC=C4S3)F)NC(=O)C(F)(F)F,Unspecified,,,,100,CC50,>,100000,nM
10,504809853,166475685,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)C3=CC4=C(C=CC(=C4N3)F)F)C(=O)N[C@@H](C[C@@H]5CCNC5=O)C(=O)C6=NC7=C(C=CC=C7S6)F)C,Unspecified,,,,100,CC50,>,100000,nM
11,504810954,166157258,CC(C)(C)[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)C2=NC3=CC=CC=C3S2)NC(=O)C4=CC5=C(N4)C=CC=C5OC,Unspecified,,,,100,CC50,>,100000,nM
12,504811367,172451210,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)C2=NC3=C(C=CC=C3S2)F)NC(=O)[C@H](C(C)(C)C)NC(=O)C(F)(F)F,Unspecified,,,,100,CC50,>,100000,nM
13,504813605,164885978,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)[C@H](C(C)(C)C)NC(=O)C(F)(F)F)C(=S)N[C@@H](C[C@@H]3CCNC3=O)C(=O)C4=NC5=C(C=CC=C5S4)F)C,Unspecified,,,,100,CC50,>,100000,nM
14,504825566,172461028,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)[C@H](CCC(F)(F)F)NC(=O)C(F)(F)F)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C(=O)C4=NC5=C(C=CC=C5S4)F)C,Unspecified,,,,100,CC50,>,100000,nM
15,504826847,172461936,CC(C)(C)[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)C2=NC3=C(C=CC=C3S2)F)NC(=O)C4=CC5=C(C=CC(=C5N4)F)OC,Unspecified,,,,100,CC50,>,100000,nM
16,504830239,172464276,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)[C@H](CC(F)(F)F)NC(=O)C(F)(F)F)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C(=O)C4=NC5=C(C=CC=C5S4)F)C,Unspecified,,,,100,CC50,>,100000,nM
17,504836721,166475687,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)[C@H](C(C)(C)C)NC(=O)C(F)(F)F)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C(=O)C4=NC5=C(C=CC=C5S4)F)C,Unspecified,,,,100,CC50,>,100000,nM
18,504836988,172469046,CC(C)(C)[C@@H](C(=O)N1C[C@@H]2CCC[C@@H]2[C@H]1C(=O)N[C@@H](C[C@@H]3CCNC3=O)C(=O)C4=NC5=C(C=CC=C5S4)F)NC(=O)C(F)(F)F,Unspecified,,,,100,CC50,>,100000,nM
