PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Data Validity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Comment reflecting whether the values for this activity measurement are likely to be correct
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,103166463,896,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,Active,,,,0.0002754,Ki,=,0.2754,nM,
2,504798132,172442041,CC(=O)NCCC1=C(NC2=CC=CC=C21)C(C3=CC=C(C=C3)Cl)O,Active,,,,4.46684,Ki,=,4466.84,nM,
3,504799234,172442787,C1=CC=C(C=C1)C(C2=C(C3=CC=CC=C3N2)CCNC(=O)C(F)(F)F)O,Active,,,,2.51189,Ki,=,2511.89,nM,
4,504799329,172442850,COC1=CC=C(C=C1)C(C2=C(C3=C(N2)C=CC(=C3)OC)CCNC(=O)OC)O,Unspecified,,,,109.648,Ki,=,109648,nM,Outside typical range
5,504800850,172443903,CC(=O)NCCC1=C(NC2=C1C=C(C=C2)OC)C(C3=C(C=C(C=C3)OC)F)O,Active,,,,6.76083,Ki,=,6760.83,nM,
6,504805397,172447037,COC(=O)NCCC1=C(NC2=CC=CC=C21)C(C3=CC=C(C=C3)Cl)O,Unspecified,,,,25.1189,Ki,=,25118.9,nM,
7,504809072,172449612,CC(=O)NCCC1=C(NC2=C1C=C(C=C2)OC)C(C3=CC=C(C=C3)Cl)O,Active,,,,0.51286,Ki,=,512.86,nM,
8,504818323,172456019,COC1=CC2=C(C=C1)NC(=C2CCNC(=O)OC)C(C3=C(C=C(C=C3)OC)F)O,Active,,,,2.04174,Ki,=,2041.74,nM,
9,504822505,172458911,COC1=CC2=C(C=C1)NC(=C2CCNC(=O)OC)C(C3=CC=CC=C3)O,Active,,,,0.89125,Ki,=,891.25,nM,
10,504825459,172460955,CC(=O)NCCC1=C(NC2=C1C=C(C=C2)OC)C(C3=CC=C(C=C3)OC)O,Active,,,,7.58578,Ki,=,7585.78,nM,
11,504828581,172463095,COC(=O)NCCC1=C(NC2=CC=CC=C21)C(C3=CC=CC=C3)O,Unspecified,,,,22.9087,Ki,=,22908.7,nM,
12,504829608,172463816,COC1=CC2=C(C=C1)NC(=C2CCNC(=O)OC)C(C3=CC=C(C=C3)F)O,Active,,,,1.8197,Ki,=,1819.7,nM,
13,504833123,172466312,CC(=O)NCCC1=C(NC2=C1C=C(C=C2)OC)C(C3=CC=C(C=C3)F)O,Active,,,,5.37032,Ki,=,5370.32,nM,
14,504834974,172467627,CC(=O)NCCC1=C(NC2=C1C=C(C=C2)OC)C(C3=CC=CC=C3)O,Active,,,,1.25893,Ki,=,1258.93,nM,
15,504835922,172468282,CN1CC(=O)NC(C1=O)CCC2=C(NC3=CC=CC=C32)C(C4=CC=CC=C4N)O,Unspecified,,,,41.6869,Ki,=,41686.9,nM,
16,504837600,172469476,CC(=O)NCCC1=C(NC2=CC=CC=C21)C(C3=CC=CC=C3)O,Active,,,,2.75423,Ki,=,2754.23,nM,
