PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,103163765,4893,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC,Unspecified,,,,20,IC50,>,20000,nM,No. Measurements = 1
2,103163765,4893,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC,Unspecified,,,,19.9526,IC50,>,19952.6,nM,No. Measurements = 1
3,103163782,89594,CN1CCC[C@H]1C2=CN=CC=C2,Unspecified,,,,20,IC50,>,20000,nM,No. Measurements = 1
4,103163782,89594,CN1CCC[C@H]1C2=CN=CC=C2,Unspecified,,,,19.9526,IC50,>,19952.6,nM,No. Measurements = 1
5,103163813,4583,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,Unspecified,,,,20,IC50,>,20000,nM,No. Measurements = 1
6,103163813,4583,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,Unspecified,,,,19.9526,IC50,>,19952.6,nM,No. Measurements = 1
7,103163813,4583,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,Unspecified,,,,20,IC50,>,20000,nM,No. Measurements = 1
8,103163813,4583,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,Unspecified,,,,19.9526,IC50,>,19952.6,nM,No. Measurements = 1
9,103163814,4421,CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O,Unspecified,,,,20,IC50,>,20000,nM,No. Measurements = 1
10,103163814,4421,CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O,Unspecified,,,,19.9526,IC50,>,19952.6,nM,No. Measurements = 1
11,103163840,3715,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,Unspecified,,,,100,IC50,>,100000,nM,No. Measurements = 23
12,103163840,3715,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,Unspecified,,,,100,IC50,>,100000,nM,No. Measurements = 23
13,103163858,130313,CC1([C@@H](N2[C@H](S1(=O)=O)CC2=O)C(=O)O)C,Unspecified,,,,20,IC50,>,20000,nM,No. Measurements = 1
14,103163858,130313,CC1([C@@H](N2[C@H](S1(=O)=O)CC2=O)C(=O)O)C,Unspecified,,,,19.9526,IC50,>,19952.6,nM,No. Measurements = 1
15,103163868,56206,CN1CCN(CC1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4=CC=C(C=C4)F)F,Unspecified,,,,20,IC50,>,20000,nM,No. Measurements = 1
16,103163868,56206,CN1CCN(CC1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4=CC=C(C=C4)F)F,Unspecified,,,,19.9526,IC50,>,19952.6,nM,No. Measurements = 1
17,103163870,123630,C[C@@]1([C@@H](N2[C@H](S1(=O)=O)CC2=O)C(=O)O)CN3C=CN=N3,Unspecified,,,,20,IC50,>,20000,nM,No. Measurements = 1
18,103163870,123630,C[C@@]1([C@@H](N2[C@H](S1(=O)=O)CC2=O)C(=O)O)CN3C=CN=N3,Unspecified,,,,19.9526,IC50,>,19952.6,nM,No. Measurements = 1
19,103163873,3357,CN1CCN(CC1)C2=C(C=C3C(=C2F)N(C=C(C3=O)C(=O)O)CCF)F,Unspecified,,,,20,IC50,>,20000,nM,No. Measurements = 1
20,103163873,3357,CN1CCN(CC1)C2=C(C=C3C(=C2F)N(C=C(C3=O)C(=O)O)CCF)F,Unspecified,,,,19.9526,IC50,>,19952.6,nM,No. Measurements = 1
21,103163900,55492,CNN1C=C(C(=O)C2=CC(=C(C=C21)N3CCN(CC3)C)F)C(=O)O,Unspecified,,,,20,IC50,>,20000,nM,No. Measurements = 1
22,103163900,55492,CNN1C=C(C(=O)C2=CC(=C(C=C21)N3CCN(CC3)C)F)C(=O)O,Unspecified,,,,19.9526,IC50,>,19952.6,nM,No. Measurements = 1
23,103163909,4539,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,Unspecified,,,,20,IC50,>,20000,nM,No. Measurements = 1
24,103163909,4539,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,Unspecified,,,,19.9526,IC50,>,19952.6,nM,No. Measurements = 1
25,103163913,176155,CS(=O)C1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F,Unspecified,,,,20,IC50,>,20000,nM,No. Measurements = 1
26,103163913,176155,CS(=O)C1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F,Unspecified,,,,19.9526,IC50,>,19952.6,nM,No. Measurements = 1
27,103163980,5280953,CC1=NC=CC2=C1NC3=C2C=CC(=C3)OC,Unspecified,,,,20,IC50,>,20000,nM,No. Measurements = 1
28,103163980,5280953,CC1=NC=CC2=C1NC3=C2C=CC(=C3)OC,Unspecified,,,,19.9526,IC50,>,19952.6,nM,No. Measurements = 1
29,103164089,1150,C1=CC=C2C(=C1)C(=CN2)CCN,Unspecified,,,,20,IC50,>,20000,nM,No. Measurements = 1
30,103164089,1150,C1=CC=C2C(=C1)C(=CN2)CCN,Unspecified,,,,19.9526,IC50,>,19952.6,nM,No. Measurements = 1
31,103164089,1150,C1=CC=C2C(=C1)C(=CN2)CCN,Unspecified,,,,20,IC50,>,20000,nM,No. Measurements = 1
32,103164089,1150,C1=CC=C2C(=C1)C(=CN2)CCN,Unspecified,,,,19.9526,IC50,>,19952.6,nM,No. Measurements = 1
