PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,103167345,72968,C1=C([C@H]([C@H]([C@@H]1N2C=NC3=C(N=CN=C32)N)O)O)CO,Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
2,103167345,72968,C1=C([C@H]([C@H]([C@@H]1N2C=NC3=C(N=CN=C32)N)O)O)CO,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
3,103515099,16126689,C1=C([C@H]([C@H]([C@@H]1C2=CNC3=C2N=CN=C3N)O)O)CO,Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
4,103515099,16126689,C1=C([C@H]([C@H]([C@@H]1C2=CNC3=C2N=CN=C3N)O)O)CO,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
5,103515100,135993365,C1=C([C@H]([C@H]([C@@H]1C2=CNC3=C2N=C(NC3=O)N)O)O)CO,Unspecified,,,,100,EC50,>,100000,nM,
6,103515100,135993365,C1=C([C@H]([C@H]([C@@H]1C2=CNC3=C2N=C(NC3=O)N)O)O)CO,Unspecified,,,,100,IC50,>,100000,nM,
7,103515101,44422395,C1=C([C@H]([C@H]([C@@H]1C2=CN=C(NC2=O)N)O)O)CO,Unspecified,,,,100,EC50,>,100000,nM,
8,103515101,44422395,C1=C([C@H]([C@H]([C@@H]1C2=CN=C(NC2=O)N)O)O)CO,Unspecified,,,,100,IC50,>,100000,nM,
9,103515110,44422400,C1=C([C@H]([C@H]([C@@H]1C2=CNC(=O)NC2=O)O)O)CO,Unspecified,,,,49,EC50,=,49000,nM,
10,103515110,44422400,C1=C([C@H]([C@H]([C@@H]1C2=CNC(=O)NC2=O)O)O)CO,Unspecified,,,,100,IC50,>,100000,nM,
