PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Data Validity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Comment reflecting whether the values for this activity measurement are likely to be correct
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,103686053,45269761,CC(C)C[C@@H](C(=O)N[C@@H](CCC(=O)N1CCOCC1)C(=O)C(F)(F)F)NC(=O)[C@H](C(C)C)NC(=O)OCC2=CC=CC=C2,Unspecified,,,,21,Ki,=,21000,nM,
2,103686054,45269762,CCCN(CCC)C(=O)CC[C@@H](C(=O)C(F)(F)F)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)NC(=O)[C@H](C)NC(=O)OCC1=CC=CC=C1,Unspecified,,,,297,Ki,=,297000,nM,Outside typical range
3,103686055,45269763,CCCN(CCC)C(=O)CC[C@@H](C(=O)C(F)(F)F)NC(=O)[C@H](CC(C)C)NC(=O)OCC1=CC=CC=C1,Unspecified,,,,584,Ki,=,584000,nM,Outside typical range
4,103686056,45269764,CC(C)C[C@@H](C(=O)N[C@@H](CCC(=O)N1CCOCC1)C(=O)C2=NC=CS2)NC(=O)[C@H](C(C)C)NC(=O)OCC3=CC=CC=C3,Unspecified,,,,478,Ki,=,478000,nM,Outside typical range
5,103686057,45269765,CC(C)C[C@@H](C(=O)N[C@@H](CCC(=O)C1=NC=CS1)C(=O)C2=NC=CS2)NC(=O)[C@H](C(C)C)NC(=O)OCC3=CC=CC=C3,Unspecified,,,,45.2,Ki,=,45200,nM,
6,103689513,45271412,CCN(CC)C(=O)CC[C@@H](C(=O)C1=NC=CS1)NC(=O)[C@H](CC(C)C)NC(=O)OCC2=CC=CC=C2,Unspecified,,,,462,Ki,=,462000,nM,Outside typical range
7,103691281,16085283,CC(C)C[C@@H](C(=O)N[C@@H](CCC(=O)O)C(=O)C(F)(F)F)NC(=O)[C@H](C(C)C)NC(=O)OCC1=CC=CC=C1,Unspecified,,,,116,Ki,=,116000,nM,Outside typical range
8,103691282,45272299,CCCN(CCC)C(=O)CC[C@@H](C(=O)C(F)(F)F)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)NC(=O)OCC1=CC=CC=C1,Unspecified,,,,363,Ki,=,363000,nM,Outside typical range
9,103691290,45272304,CC(C)C[C@@H](C(=O)N[C@@H](CCC(=O)N(C)CC1=CC=CC=C1)C(=O)C(F)(F)F)NC(=O)[C@H](C(C)C)NC(=O)OCC2=CC=CC=C2,Unspecified,,,,34.1,Ki,=,34100,nM,
10,103691291,45272305,CCN(CC)C(=O)CC[C@@H](C(=O)C1=NC=CS1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)NC(=O)OCC2=CC=CC=C2,Unspecified,,,,112,Ki,=,112000,nM,Outside typical range
11,103691292,45272306,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)C2=NC=CS2)NC(=O)[C@H](C(C)C)NC(=O)OCC3=CC=CC=C3,Active,,,,2.2,Ki,=,2200,nM,
12,103693102,45273174,C[C@@H](C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)C(F)(F)F)NC(=O)OCC1=CC=CC=C1,Unspecified,,,,135,Ki,=,135000,nM,Outside typical range
13,103693112,45273179,CCN(CC)C(=O)CC[C@@H](C(=O)C1=NC=CS1)NC(=O)[C@H](C(C)C)NC(=O)OCC2=CC=CC=C2,Unspecified,,,,614,Ki,=,614000,nM,Outside typical range
14,103693113,45273180,CCN(CC)C(=O)CC[C@@H](C(=O)C1=NC2=CC=CC=C2S1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)NC(=O)OCC3=CC=CC=C3,Unspecified,,,,49.3,Ki,=,49300,nM,
15,103693122,45273184,CCN(CC)C(=O)CC[C@@H](C(=O)C1=NC2=CC=CC=C2S1)NC(=O)[C@H](C(C)C)NC(=O)OCC3=CC=CC=C3,Unspecified,,,,159,Ki,=,159000,nM,Outside typical range
