PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,103180450,72303,C=CCC1=CC(=C(C=C1)O)C2=CC(=C(C=C2)O)CC=C,Unspecified,,,Potential missing data,,IC50,,,,ND
2,242084613,41774,C[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](OC([C@@H]([C@H]3O)O)O)CO)CO)O)O)N[C@H]4C=C([C@H]([C@@H]([C@H]4O)O)O)CO,Unspecified,,,,24.4,IC50,=,24400,nM,
3,482050106,168271303,C=CCC1=CC(=C(C(=C1)C2=CC(=C(C=C2)O)CC=C)O)CSC3=NN=C(O3)C4=CC=C(C=C4)Br,Unspecified,,,Potential missing data,,IC50,,,,ND
4,482050804,168271777,CC1=CC=C(C=C1)C2=NN=C(O2)CSC3=NC4=CC(=CC(=C4O3)C5=CC(=C6C(=C5)N=C(O6)SCC7=NN=C(O7)C8=CC=C(C=C8)C)CC=C)CC=C,Unspecified,,,Potential missing data,,IC50,,,,ND
5,482052839,168273214,CC1=CC=CC=C1C2=NN=C(O2)CSC3=NC4=CC(=CC(=C4O3)C5=CC(=C6C(=C5)N=C(O6)SCC7=NN=C(O7)C8=CC=CC=C8C)CC=C)CC=C,Unspecified,,,,25,IC50,=,25000,nM,
6,482055056,168274843,C=CCC1=CC(=C2C(=C1)N=C(O2)SCC3=NN=C(O3)C4=CC(=CC=C4)Cl)C5=CC(=C6C(=C5)N=C(O6)SCC7=NN=C(O7)C8=CC(=CC=C8)Cl)CC=C,Unspecified,,,Potential missing data,,IC50,,,,ND
7,482056085,168275638,C=CCC1=CC(=C2C(=C1)N=C(O2)SCC3=NN=C(O3)C4=CC(=CC=C4)F)C5=CC(=C6C(=C5)N=C(O6)SCC7=NN=C(O7)C8=CC(=CC=C8)F)CC=C,Unspecified,,,Potential missing data,,IC50,,,,ND
8,482056238,168275746,C=CCC1=CC(=C2C(=C1)N=C(O2)SCC3=NN=C(O3)C4=CC=CC=C4F)C5=CC(=C6C(=C5)N=C(O6)SCC7=NN=C(O7)C8=CC=CC=C8F)CC=C,Unspecified,,,Potential missing data,,IC50,,,,ND
9,482059597,168278168,C=CCC1=CC(=C2C(=C1)N=C(O2)SCC3=NN=C(O3)C4=CC=CC=C4)C5=CC(=C6C(=C5)N=C(O6)SCC7=NN=C(O7)C8=CC=CC=C8)CC=C,Unspecified,,,Potential missing data,,IC50,,,,ND
10,482060659,168278934,C=CCC1=CC(=C(C(=C1)C2=CC(=C(C=C2)O)CC=C)O)CSC3=NN=C(O3)C4=CN=CC=C4,Unspecified,,,Potential missing data,,IC50,,,,ND
11,482060679,168278948,C=CCC1=CC(=C2C(=C1)N=C(O2)SCC3=NN=C(O3)C4=CC(=CC=C4)Br)C5=CC(=C6C(=C5)N=C(O6)SCC7=NN=C(O7)C8=CC(=CC=C8)Br)CC=C,Unspecified,,,Potential missing data,,IC50,,,,ND
12,482061139,168279304,C=CCC1=CC(=C2C(=C1)N=C(O2)SCC3=NN=C(O3)C4=CC=C(C=C4)F)C5=CC(=C6C(=C5)N=C(O6)SCC7=NN=C(O7)C8=CC=C(C=C8)F)CC=C,Unspecified,,,Potential missing data,,IC50,,,,ND
13,482063488,168280989,C=CCC1=CC(=C2C(=C1)N=C(O2)SCC3=NN=C(O3)C4=CC=C(C=C4)Br)C5=CC(=C6C(=C5)N=C(O6)SCC7=NN=C(O7)C8=CC=C(C=C8)Br)CC=C,Unspecified,,,Potential missing data,,IC50,,,,ND
14,482065490,168282464,COC1=CC=C(C=C1)C2=NN=C(O2)CSC3=NC4=CC(=CC(=C4O3)C5=CC(=C6C(=C5)N=C(O6)SCC7=NN=C(O7)C8=CC=C(C=C8)OC)CC=C)CC=C,Unspecified,,,Potential missing data,,IC50,,,,ND
15,482065800,168282706,CC1=CC(=CC=C1)C2=NN=C(O2)SCC3=C(C(=CC(=C3)CC=C)C4=CC(=C(C=C4)O)CC=C)O,Unspecified,,,Potential missing data,,IC50,,,,ND
16,482066285,168283061,COC1=CC=CC(=C1)C2=NN=C(O2)CSC3=NC4=CC(=CC(=C4O3)C5=CC(=C6C(=C5)N=C(O6)SCC7=NN=C(O7)C8=CC(=CC=C8)OC)CC=C)CC=C,Unspecified,,,,24.5,IC50,=,24500,nM,
17,482067848,168284188,C=CCC1=CC(=C2C(=C1)N=C(O2)SCC3=NN=C(O3)C4=CC=C(C=C4)Cl)C5=CC(=C6C(=C5)N=C(O6)SCC7=NN=C(O7)C8=CC=C(C=C8)Cl)CC=C,Unspecified,,,Potential missing data,,IC50,,,,ND
18,482070163,168285857,COC1=CC=CC(=C1)C2=NN=C(O2)SCC3=C(C(=CC(=C3)CC=C)C4=CC(=C(C=C4)O)CC=C)O,Unspecified,,,,52.9,IC50,=,52900,nM,
19,482075964,168290055,COC1=CC=CC=C1C2=NN=C(O2)CSC3=NC4=CC(=CC(=C4O3)C5=CC(=C6C(=C5)N=C(O6)SCC7=NN=C(O7)C8=CC=CC=C8OC)CC=C)CC=C,Unspecified,,,Potential missing data,,IC50,,,,ND
20,482078042,168291597,C=CCC1=CC(=C2C(=C1)N=C(O2)SCC3=NN=C(O3)C4=CC=CC=C4Cl)C5=CC(=C6C(=C5)N=C(O6)SCC7=NN=C(O7)C8=CC=CC=C8Cl)CC=C,Unspecified,,,Potential missing data,,IC50,,,,ND
21,482078963,168292249,C=CCC1=CC(=C(C(=C1)C2=CC(=C(C=C2)O)CC=C)O)CSC3=NN=C(O3)C4=CC=C(C=C4)[N+](=O)[O-],Unspecified,,,Potential missing data,,IC50,,,,ND
