PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,134461025,44602374,C1=CC=C(C=C1)NC(=O)CN2C(=O)C3=CC=CC=C3S2,Active,,,,0.1652,IC50,=,165.2,nM,
2,242331257,480272,C1=CC2=C(C=C1F)SNC2=O,Active,,,,2.293,IC50,=,2293,nM,
3,242422214,5301513,C1=CC=C(C=C1)NC(=O)CN2C(=O)C3=C(S2)C=C(C=C3)F,Active,,,,0.19,IC50,=,190,nM,
4,482047210,168269322,C1=CC=C(C=C1)NC(=O)CN2C(=O)C3=C(N2)C=C(C=C3)F,Unspecified,,,Potential missing data,,IC50,,,,NA
5,482048566,168270259,C1CCC(C1)NC(=O)CN2C(=O)C3=C(S2)C=C(C=C3)F,Active,,,,0.4,IC50,=,400,nM,
6,482049011,168270565,COC1=CC=CC=C1NC(=O)CN2C(=O)C3=C(S2)C=C(C=C3)F,Active,,,,0.18,IC50,=,180,nM,
7,482049503,5301510,C1=CC2=C(C=C1F)SN(C2=O)CC(=O)O,Active,,,,1.5713,IC50,=,1571.3,nM,
8,482050032,138663337,C1=CC=C2C(=C1)C(=O)N(S2)CC3=CC=CO3,Active,,,,0.49,IC50,=,490,nM,
9,482050550,168271604,C1=CC=C(C=C1)NC(=O)CN2C(=O)C3=C(S2)C=CC(=C3)N,Active,,,,0.416,IC50,=,416,nM,
10,482051215,168272064,CC(C)(C)C1=CC=C(C=C1)NC(=O)CN2C(=O)C3=C(S2)C=C(C=C3)F,Active,,,,0.31,IC50,=,310,nM,
11,482051901,168272555,C1CCC(CC1)NC(=O)CN2C(=O)C3=C(S2)C=C(C=C3)F,Active,,,,0.16,IC50,=,160,nM,
12,482052049,5301512,C1=CC(=CC=C1NC(=O)CN2C(=O)C3=C(S2)C=C(C=C3)F)Cl,Active,,,,0.15,IC50,=,150,nM,
13,482052750,168273153,C1=CC=C(C=C1)NC(=O)CN2C(=O)C3=C(C=CC=C3S2)N,Active,,,,1.767,IC50,=,1767,nM,
14,482053855,5301519,C1=CC=C(C=C1)CNC(=O)CN2C(=O)C3=C(S2)C=C(C=C3)F,Active,,,,0.23,IC50,=,230,nM,
15,482055196,168274948,C1=CC(=CC(=C1)Cl)NC(=O)CN2C(=O)C3=C(S2)C=C(C=C3)F,Active,,,,0.14,IC50,=,140,nM,
16,482055522,168275206,C1=CC=C(C=C1)NC(=O)CN2C(=O)C3=C(C=CC=C3S2)C(F)(F)F,Active,,,,0.2242,IC50,=,224.2,nM,
17,482056207,146122314,C1=CC=C(C=C1)NC(=O)CN2C(=O)C3=C(S2(=O)=O)C=C(C=C3)F,Unspecified,,,Potential missing data,,IC50,,,,NA
18,482056843,168276175,C1=CC=C(C(=C1)C(F)(F)F)NC(=O)CN2C(=O)C3=C(S2)C=C(C=C3)F,Active,,,,0.3348,IC50,=,334.8,nM,
19,482058543,5304230,COC1=CC=C(C=C1)NC(=O)CN2C(=O)C3=C(S2)C=C(C=C3)F,Active,,,,0.3,IC50,=,300,nM,
20,482060474,168278809,CC(C)(C)OC(=O)CN1C(=O)C2=C(S1)C=C(C=C2)F,Active,,,,0.2202,IC50,=,220.2,nM,
21,482061120,168279292,C1=CC=C(C=C1)NC(=O)CN2C(=O)C3=C(S2)C=CC(=C3)C(F)(F)F,Active,,,,0.3927,IC50,=,392.7,nM,
22,482061180,168279333,C1=CC=C(C=C1)NC(=O)CN2C(=O)C3=C(S2)C(=CC=C3)N,Unspecified,,,,10.977,IC50,=,10977,nM,
23,482062156,168280032,COC1=CC2=C(C=C1)C(=O)N(S2)CC(=O)NC3=CC=CC=C3,Active,,,,0.2866,IC50,=,286.6,nM,
24,482062490,168280282,COC1=CC2=C(C=C1)SN(C2=O)CC(=O)NC3=CC=CC=C3,Active,,,,0.1531,IC50,=,153.1,nM,
25,482063659,168281123,C1=CC=C(C=C1)NC(=O)CN2C(=O)C3=C([S+]2[O-])C=C(C=C3)F,Unspecified,,,Potential missing data,,IC50,,,,NA
26,482063681,168281140,C1=CC=C(C(=C1)NC(=O)CN2C(=O)C3=C(S2)C=C(C=C3)F)Cl,Active,,,,0.19,IC50,=,190,nM,
27,482064811,163322245,C1=CC=C(C=C1)NC(=O)CN2C(=O)C3=C(C=CC=C3S2)F,Active,,,,0.1168,IC50,=,116.8,nM,
28,482066646,168283317,C1=CC=C(C=C1)NC(=O)CN2C(=O)C3=C(S2)C=CC(=C3)F,Active,,,,0.2867,IC50,=,286.7,nM,
29,482067106,168283642,C1=CC=C(C=C1)NC(=O)N2C(=O)C3=C(S2)C=C(C=C3)F,Active,,,,0.68,IC50,=,680,nM,
30,482070988,5304232,C1=CC2=C(C=C1F)SN(C2=O)CC(=O)NC3=CC(=CC(=C3)Cl)Cl,Active,,,,0.19,IC50,=,190,nM,
31,482072121,168287278,C1=CC=C(C=C1)CCCN2C(=O)C3=C(S2)C=C(C=C3)F,Active,,,,0.5399,IC50,=,539.9,nM,
32,482072917,168287861,C1=CC(=CC=C1C(F)(F)F)NC(=O)CN2C(=O)C3=C(S2)C=C(C=C3)F,Active,,,,0.21,IC50,=,210,nM,
33,482072946,168287880,C1=CC=C(C=C1)NC(=O)CN2C(=O)C3=C(S2)C=C(C=C3)N,Active,,,,0.4431,IC50,=,443.1,nM,
34,482073096,168287984,C1=CC=C(C=C1)NC(=O)CN2C(=O)C3=C(S2)C(=CC=C3)C(F)(F)F,Unspecified,,,Potential missing data,,IC50,,,,NA
35,482073509,168288281,C1=CC=C(C=C1)NC(=O)CN2C(=O)C3=C(S2)C=C(C=C3)C(F)(F)F,Active,,,,0.52402,IC50,=,524.02,nM,
36,482075938,168290033,CC(=O)NCN1C(=O)C2=C(S1)C=C(C=C2)F,Active,,,,0.253,IC50,=,253,nM,
