PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,103516894,4477,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O,Active,,,,0.88,IC50,=,880,nM,
2,103608572,2946791,COC1=C(C=CC(=C1)[N+](=O)[O-])NC(=O)C2=C(C=CC(=C2)Cl)O,Active,,,,3.74,IC50,=,3740,nM,
3,103714614,2946213,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Br)O,Active,,,,0.99,IC50,=,990,nM,
4,136932560,50908294,C1=CC(=C(C=C1Cl)C(=O)NC2=NC=C(S2)[N+](=O)[O-])O,Unspecified,,,,46,IC50,>,46000,nM,
5,160686419,5274059,C1=CC(=CC=C1C(F)(F)F)NC(=O)C2=C(C=CC(=C2)Cl)O,Active,,,,1.38,IC50,=,1380,nM,
6,160697310,487721,C1=CC(=CC=C1NC(=O)C2=C(C=CC(=C2)Cl)O)[N+](=O)[O-],Active,,,,2.1,IC50,=,2100,nM,
7,160707935,24326,C1=CC(=CC=C1NC(=O)C2=C(C=CC(=C2)Cl)O)Cl,Active,,,,3.77,IC50,=,3770,nM,
8,163331894,71459109,CC1=CC(=C(C=C1)O)C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])Cl,Active,,,,2.74,IC50,=,2740,nM,
9,163335362,767789,C1=CC(=C(C=C1N)Cl)NC(=O)C2=C(C=CC(=C2)Cl)O,Unspecified,,,,16.5,IC50,=,16500,nM,
10,164127890,487719,COC1=CC=C(C=C1)NC(=O)C2=C(C=CC(=C2)Cl)O,Active,,,,5.09,IC50,=,5090,nM,
11,164127914,28831172,C1=CC(=C(C=C1NC(=O)C2=C(C=CC(=C2)Cl)O)Cl)F,Active,,,,9.19,IC50,=,9190,nM,
12,164129005,71527595,C1CNCCC1OC2=C(C=C(C=C2)Cl)C(=O)NC3=C(C=C(C=C3)[N+](=O)[O-])Cl,Unspecified,,,,20.1,IC50,=,20100,nM,
13,164136048,3491605,COC1=C(C=C(C=C1)Cl)C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])Cl,Unspecified,,,,46,IC50,>,46000,nM,
14,164136331,487723,C1=CC(=CC=C1NC(=O)C2=C(C=CC(=C2)Cl)O)F,Active,,,,8.32,IC50,=,8320,nM,
15,164139247,2804680,C1=CC(=C(C=C1F)F)NC(=O)C2=C(C=CC(=C2)Cl)O,Active,,,,5.29,IC50,=,5290,nM,
16,164139248,28881701,C1=CC(=C(C(=C1)F)NC(=O)C2=C(C=CC(=C2)Cl)O)F,Unspecified,,,,46,IC50,>,46000,nM,
17,164142017,23281998,C1=CC=C(C(=C1)C(F)(F)F)NC(=O)C2=C(C=CC(=C2)Cl)O,Active,,,,7.6,IC50,=,7600,nM,
18,164144219,3766271,C1=CC=C(C(=C1)NC(=O)C2=C(C=CC(=C2)Cl)O)[N+](=O)[O-],Active,,,,5.85,IC50,=,5850,nM,
19,164144801,71508708,C1=CC(=C(C=C1C(F)(F)F)Cl)NC(=O)C2=C(C=CC(=C2)Cl)O,Active,,,,1.72,IC50,=,1720,nM,
20,164148705,71527596,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)OCCN,Active,,,,8.51,IC50,=,8510,nM,
21,164149867,71720819,CC(=O)NC1=CC(=C(C=C1)NC(=O)C2=C(C=CC(=C2)Cl)O)Cl,Unspecified,,,,16.42,IC50,=,16420,nM,
22,174509506,487718,CC1=CC=C(C=C1)NC(=O)C2=C(C=CC(=C2)Cl)O,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
23,242182737,3101739,C1=CC(=C(C=C1Cl)C(=O)NC2=C(C=C(C=C2Cl)[N+](=O)[O-])Cl)O,Active,,,,4.49,IC50,=,4490,nM,
24,242626761,4617217,C1=CC=C2C(=C1)C=CC(=C2O)C(=O)NC3=C(C=C(C=C3)[N+](=O)[O-])Cl,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
25,312379054,5274057,C1=CC(=CC=C1C(F)(F)F)NC(=O)C2=C(C=CC(=C2)Br)O,Active,,,,2.06,IC50,=,2060,nM,
26,318383764,245914,C1=CC=C(C(=C1)NC(=O)C2=C(C=CC(=C2)Cl)O)Cl,Active,,,,5.08,IC50,=,5080,nM,
27,318383765,352403,C1=CC(=C(C=C1Cl)Cl)NC(=O)C2=C(C=CC(=C2)Cl)O,Active,,,,1.89,IC50,=,1890,nM,
28,318383767,60716160,C1=CC(=C(C(=C1)Cl)NC(=O)C2=C(C=CC(=C2)Cl)O)Cl,Unspecified,,,,46,IC50,>,46000,nM,
29,318383768,28881682,C1=CC(=C(C=C1F)Cl)NC(=O)C2=C(C=CC(=C2)Cl)O,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
30,440142497,71554813,C1=CC(=C(C=C1C#N)Cl)NC(=O)C2=C(C=CC(=C2)Cl)O,Active,,,,2.33,IC50,=,2330,nM,
31,440152661,19027407,C1=CC(=C(C=C1NC(=O)C2=C(C=CC(=C2)Cl)O)Cl)[N+](=O)[O-],Active,,,,2.87,IC50,=,2870,nM,
32,440204246,46836254,C1=CC(=C(C=C1Cl)C(=O)NC2=C(C=NC=C2)Cl)O,Active,,,,5.46,IC50,=,5460,nM,
33,440226191,25217274,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)F)O,Active,,,,1.34,IC50,=,1340,nM,
34,469798470,164608819,CC(C)C1=CN=C(S1)NC(=O)C2=C(C=CC(=C2)Cl)O,Active,,,,4.49,IC50,=,4490,nM,
