PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,504797868,168510327,C1=CC=C2C(=C1)C(=C(N2)SC3=CC=C(C=C3)[N+](=O)[O-])CC(C(=O)O)NC(=O)CCC(CCC(=O)NC(CC4=C(NC5=CC=CC=C54)SC6=CC=C(C=C6)[N+](=O)[O-])C(=O)O)(CCC(=O)NC(CC7=C(NC8=CC=CC=C87)SC9=CC=C(C=C9)[N+](=O)[O-])C(=O)O)NC(=O)CNC(=O)CCOCCOCCN,Unspecified,,,,100,CC50,>,100000,nM,
2,504803555,172445781,C1=CC=C2C(=C1)C(=C(N2)SC3=CC=C(C=C3)[N+](=O)[O-])CC(C(=O)O)NC(=O)CCOCC(COCCC(=O)NC(CC4=C(NC5=CC=CC=C54)SC6=CC=C(C=C6)[N+](=O)[O-])C(=O)O)(COCCC(=O)NC(CC7=C(NC8=CC=CC=C87)SC9=CC=C(C=C9)[N+](=O)[O-])C(=O)O)COCCC(=O)NC(CC1=C(NC2=CC=CC=C21)SC1=CC=C(C=C1)[N+](=O)[O-])C(=O)O,Unspecified,,,,100,CC50,>,100000,nM,
3,504805234,172446926,C1=CC=C2C(=C1)C(=C(N2)C(=O)C3=CC=C(C=C3)[N+](=O)[O-])CC(C(=O)O)NC(=O)CCC(CCC(=O)NC(CC4=C(NC5=CC=CC=C54)C(=O)C6=CC=C(C=C6)[N+](=O)[O-])C(=O)O)(CCC(=O)NC(CC7=C(NC8=CC=CC=C87)C(=O)C9=CC=C(C=C9)[N+](=O)[O-])C(=O)O)NC(=O)CN,Inconclusive,,,Potential missing data,,CC50,,,,Not Determined
4,504806644,172447917,C1=CC=C2C(=C1)C(=C(N2)SC3=CC=C(C=C3)[N+](=O)[O-])CC(C(=O)O)NC(=O)CCC(CCC(=O)NC(CC4=C(NC5=CC=CC=C54)SC6=CC=C(C=C6)[N+](=O)[O-])C(=O)O)(CCC(=O)NC(CC7=C(NC8=CC=CC=C87)SC9=CC=C(C=C9)[N+](=O)[O-])C(=O)O)NC(=O)CNC(=O)CCCCC(=O)O,Unspecified,,,,100,CC50,>,100000,nM,
5,504808161,172448987,CCCCCCCCCC(=O)NCC(=O)NC(CCC(=O)NC(CC1=C(NC2=CC=CC=C21)SC3=CC=C(C=C3)[N+](=O)[O-])C(=O)O)(CCC(=O)NC(CC4=C(NC5=CC=CC=C54)SC6=CC=C(C=C6)[N+](=O)[O-])C(=O)O)CCC(=O)NC(CC7=C(NC8=CC=CC=C87)SC9=CC=C(C=C9)[N+](=O)[O-])C(=O)O,Unspecified,,,,100,CC50,>,100000,nM,
6,504809621,172449997,CS(=O)(=O)C1=CC=C(C=C1)SC2=C(C3=CC=CC=C3N2)CC(C(=O)O)NC(=O)CCC(CCC(=O)NC(CC4=C(NC5=CC=CC=C54)SC6=CC=C(C=C6)S(=O)(=O)C)C(=O)O)(CCC(=O)NC(CC7=C(NC8=CC=CC=C87)SC9=CC=C(C=C9)S(=O)(=O)C)C(=O)O)NC(=O)CN,Unspecified,,,,100,CC50,>,100000,nM,
7,504810048,172450288,CCCCCCCC(=O)NCC(=O)NC(CCC(=O)NC(CC1=C(NC2=CC=CC=C21)SC3=CC=C(C=C3)[N+](=O)[O-])C(=O)O)(CCC(=O)NC(CC4=C(NC5=CC=CC=C54)SC6=CC=C(C=C6)[N+](=O)[O-])C(=O)O)CCC(=O)NC(CC7=C(NC8=CC=CC=C87)SC9=CC=C(C=C9)[N+](=O)[O-])C(=O)O,Unspecified,,,,100,CC50,>,100000,nM,
8,504812116,172451726,CC(=O)C1=CC=C(C=C1)SC2=C(C3=CC=CC=C3N2)CC(C(=O)O)NC(=O)CCC(CCC(=O)NC(CC4=C(NC5=CC=CC=C54)SC6=CC=C(C=C6)C(=O)C)C(=O)O)(CCC(=O)NC(CC7=C(NC8=CC=CC=C87)SC9=CC=C(C=C9)C(=O)C)C(=O)O)NC(=O)CN,Unspecified,,,,100,CC50,>,100000,nM,
9,504815017,172453730,C1=CC=C2C(=C1)C(=C(N2)SC3=CC=C(C=C3)[N+](=O)[O-])CC(C(=O)O)NC(=O)CCC(CCC(=O)NC(CC4=C(NC5=CC=CC=C54)SC6=CC=C(C=C6)[N+](=O)[O-])C(=O)O)(CCC(=O)NC(CC7=C(NC8=CC=CC=C87)SC9=CC=C(C=C9)[N+](=O)[O-])C(=O)O)NC(=O)CNC(=O)CCOCCOCCOCCOCCC(=O)NCC(=O)NC(CCC(=O)NC(CC1=C(NC2=CC=CC=C21)SC1=CC=C(C=C1)[N+](=O)[O-])C(=O)O)(CCC(=O)NC(CC1=C(NC2=CC=CC=C21)SC1=CC=C(C=C1)[N+](=O)[O-])C(=O)O)CCC(=O)NC(CC1=C(NC2=CC=CC=C21)SC1=CC=C(C=C1)[N+](=O)[O-])C(=O)O,Unspecified,,,,100,CC50,>,100000,nM,
10,504815326,172453942,C1=CC=C2C(=C1)C(=C(N2)SC3=CC=C(C=C3)[N+](=O)[O-])CC(C(=O)O)NC(=O)CCC(CCC(=O)NC(CC4=C(NC5=CC=CC=C54)SC6=CC=C(C=C6)[N+](=O)[O-])C(=O)O)(CCC(=O)NC(CC7=C(NC8=CC=CC=C87)SC9=CC=C(C=C9)[N+](=O)[O-])C(=O)O)[N+](=O)[O-],Unspecified,,,,100,CC50,>,100000,nM,
