PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103225313,13511085,CCCCCN1C(=O)C2=CC=CC=C2S1,Active,,,,0.41,IC50,=,410,nM
2,103225315,164981,C1=CC=C(C=C1)N2C(=O)C3=CC=CC=C3S2,Active,,,,0.13,IC50,=,130,nM
3,103311812,9834674,C1=CC=C(C=C1)CN2C(=O)C3=CC=CC=C3S2,Active,,,,0.19,IC50,=,190,nM
4,242434220,22416237,C1=CC=C(C=C1)N2C(=O)C3=C(S2)C=CC(=C3)Br,Active,,,,0.03,IC50,=,30,nM
5,374305749,19595699,CC(C)CCN1C(=O)C2=CC=CC=C2S1,Active,,,,0.32,IC50,=,320,nM
6,494410372,23358010,C1CCC(CC1)CN2C(=O)C3=CC=CC=C3S2,Active,,,,1,IC50,=,1000,nM
7,494414001,171353898,CC(C)CCN1C(=O)C2=C(S1)C=CC(=C2)Br,Active,,,,0.32,IC50,=,320,nM
