PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,103233471,60750,C1=CN(C(=O)N=C1N)[C@H]2C([C@@H]([C@H](O2)CO)O)(F)F,Unspecified,,,,0.0032,EC50,>,3.2,nM,
2,103566848,3652,CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO,Active,,,,8.1,EC50,=,8100,nM,
3,194168035,11169170,C[C@@H](C(=O)OCC1=CC=CC=C1)NP(=O)(OC[C@@H]2[C@H](C([C@@H](O2)N3C=CC(=NC3=O)N)(F)F)O)OC4=CC=CC=C4,Unspecified,,,,0.032,EC50,>,32,nM,
4,381838043,121304016,CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@@H]1[C@H]([C@H]([C@](O1)(C#N)C2=CC=C3N2N=CN=C3N)O)O)OC4=CC=CC=C4,Active,,,,5.8,EC50,=,5800,nM,
5,461526474,23519645,C1=CN(C(=O)N=C1N)[C@H]2C([C@@H]([C@](O2)(CO)F)O)(F)F,Active,,,,0.36,EC50,=,360,nM,
6,461528069,162652514,C[C@@H](C(=O)OCC1=CC=CC=C1)NP(=O)(OC[C@@]2([C@H](C([C@@H](O2)N3C=CC(=NC3=O)N)(F)F)O)F)OC4=CC=CC=C4,Unspecified,,,,2.4,EC50,>=,2400,nM,
7,461540405,162661207,C[C@@H](C(=O)OCC1=CC=CC=C1)NP(=O)(OC[C@@]2([C@H](C([C@@H](O2)N3C=CC(=NC3=O)N)(F)F)O)OC)OC4=CC=CC=C4,Unspecified,,,,100,EC50,>,100000,nM,
8,461550891,162668522,CO[C@]1([C@H](C([C@@H](O1)N2C=CC(=NC2=O)N)(F)F)O)CO,Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
