PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,103689870,24941262,CC1=C(C=C(C=C1)N)C(=O)N[C@H](C)C2=CC=CC3=CC=CC=C32,Active,,,,1.61,IC50,=,1610,nM,
2,475980001,166626275,CC1=C(C=C(C=C1)N(C)C2CNC2)C(=O)N[C@H](CC(=O)NC)C3=CC=CC4=CC=CC=C43,Inactive,,,Potential missing data,,IC50,,,,Not Active
3,475980341,156907312,CC1=C(C=C(C=C1)NC2CNC2)C(=O)N[C@H](C)C3=CC=CC(=C3)C4=CNC=C4,Active,,,,1.8,IC50,=,1800,nM,
4,475981221,156907132,CC1=C(C=C(C=C1)NC2CNC2)C(=O)N[C@H](C)C3=CC=CC4=CC=CC=C43,Active,,,,1.01,IC50,=,1010,nM,
5,475982716,156907160,CC1=C(C=C(C=C1)NC2CN(C2)C)C(=O)N[C@H](C)C3=CC=CC4=CC=CC=C43,Active,,,,4.3,IC50,=,4300,nM,
6,475984257,156907271,C[C@H](C1=CC=CC2=CC=CC=C21)NC(=O)C3=C(C=CC(=C3)N)C=C,Unspecified,,,,10,IC50,>,10000,nM,
7,475984805,156907094,CC1=C(C=C(C=C1)NC(=O)C2CN(C2)C(=O)OC(C)(C)C)C(=O)N[C@H](C)C3=CC=CC4=CC=CC=C43,Active,,,,5.5,IC50,=,5500,nM,
8,475985761,156907317,CC1=C(C=C(C=C1)NC2CNC2)C(=O)N[C@H](C)C3=CC=CC(=C3)C4=CC=C(S4)CNC5CCCC5,Active,,,,0.39,IC50,=,390,nM,
9,475986287,155801617,CC1=C(C=C(C=C1)NC2CNC2)C(=O)N[C@H](C)C3=CC=CC(=C3)C4=CC=C(S4)CN[C@H]5CC[C@H](C5)O,Active,,,,0.113,IC50,=,113,nM,
10,475987293,156907286,CC[C@H](C1=CC=CC2=CC=CC=C21)NC(=O)C3=C(C=CC(=C3)N(C)C4CNC4)C,Unspecified,,,,10,IC50,>,10000,nM,
11,475987592,155801618,CC1=C(C=C(C=C1)NC2CNC2)C(=O)N[C@H](C)C3=CC=CC(=C3)C4=CC=C(S4)CN5CCCC5,Active,,,,0.56,IC50,=,560,nM,
12,475988154,156907262,C[C@H](C1=CC=CC2=CC=CC=C21)NC(=O)C3=C(C=CC(=C3)N)Cl,Active,,,,4.8,IC50,=,4800,nM,
13,475988291,156907305,CC1=C(C=C(C=C1)NC2CNC2)C(=O)N[C@H](C)C3=CSC4=CC=CC=C43,Active,,,,1.9,IC50,=,1900,nM,
14,475988457,156907270,C[C@H](C1=CC=CC2=CC=CC=C21)NC(=O)C3=C(C=CC(=C3)N)C(F)(F)F,Unspecified,,,,10,IC50,>,10000,nM,
15,475989180,156907310,CC1=C(C=C(C=C1)NC2CNC2)C(=O)N[C@H](C)C3=CC=CC(=C3)C4=CC=CS4,Active,,,,0.59,IC50,=,590,nM,
16,475989360,156907307,CC1=C(C=C(C=C1)N(C)C2CNC2)C(=O)N[C@H](C)C3=NC=CC4=CC=CC=C43,Unspecified,,,,56,IC50,=,56000,nM,
17,475989677,156907148,CC1=C(C=C(C=C1)NC2CCNCC2)C(=O)N[C@H](C)C3=CC=CC4=CC=CC=C43,Active,,,,0.6,IC50,=,600,nM,
18,475991216,156907306,CC1=C(C=C(C=C1)NC2CNC2)C(=O)N[C@H](C)C3=C4C5=CC=CC=C5NC4=CC=C3,Active,,,,1.8,IC50,=,1800,nM,
19,475991237,155801621,CC1=C(C=C(C=C1)NC2CNC2)C(=O)N[C@H](C)C3=CC=CC(=C3)C4=CC=C(S4)CN[C@@H]5CC[C@@H](C5)O,Active,,,,0.21,IC50,=,210,nM,
20,475991869,156907298,CC1=C(C=C(C=C1)N(C)C2CNC2)C(=O)NC(C)C3=CC=CC4=C3NC=C4,Active,,,,5.7,IC50,=,5700,nM,
21,475992813,156907339,CC1=C(C=C(C=C1)NC(=O)C)C(=O)N[C@H](C)C2=CC=CC(=C2)C3=CC=C(S3)CN[C@H]4CC[C@H](C4)O,Active,,,,1.4,IC50,=,1400,nM,
22,475992962,156907183,CC1=C(C=C(C=C1)CNCC(=O)O)C(=O)N[C@H](C)C2=CC=CC3=CC=CC=C32,Active,,,,3.9,IC50,=,3900,nM,
23,475993015,156907272,C[C@H](C1=CC=CC2=CC=CC=C21)NC(=O)C3=C(C=CC(=C3)N)Br,Unspecified,,,,21,IC50,=,21000,nM,
24,475993993,156907198,CC1=C(C=C(C=C1)CNC2CNC2)C(=O)N[C@H](C)C3=CC=CC4=CC=CC=C43,Active,,,,1.3,IC50,=,1300,nM,
25,475994001,156907311,CC1=C(C=C(C=C1)NC2CNC2)C(=O)N[C@H](C)C3=CC=CC(=C3)C4=CSC=C4,Active,,,,1.3,IC50,=,1300,nM,
26,475995380,156907248,C[C@H](C1=CC=CC2=CC=CC=C21)NC(=O)C3=C(C=CC(=C3)N)F,Unspecified,,,,100,IC50,>,100000,nM,
27,475996543,155801622,CC1=C(C=C(C=C1)NC2CNC2)C(=O)N[C@H](C)C3=CC=CC(=C3)C4=CC=C(S4)CNC(=O)C,Active,,,,0.37,IC50,=,370,nM,
28,475997788,156907182,CC1=C(C=C(C=C1)N(C)C2CNC2)C(=O)N[C@H](C)C3=CC=CC4=CC=CC=C43,Active,,,,2.4,IC50,=,2400,nM,
29,475998407,156907156,CC1=C(C=C(C=C1)NC(=O)C2CNC2)C(=O)N[C@H](C)C3=CC=CC4=CC=CC=C43,Active,,,,1.2,IC50,=,1200,nM,
30,475998937,156907285,CC1=C(C=C(C=C1)N)C(=O)N[C@H](CCO)C2=CC=CC3=CC=CC=C32,Unspecified,,,,100,IC50,=,100000,nM,
