PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,336874178,127031070,C1CNC(=O)[C@@H]1C[C@@H](C(=O)C(=O)NCC2=CC=CC=C2)NC(=O)[C@H](CC3=CC=CC=C3)NC(=O)/C=C/C4=CC=CC=C4,Active,,,,2,EC50,=,2000,nM,
2,440113207,154732801,C1CCC(C1)C[C@@H](C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(=O)C(=O)NCC3=CC=CC=C3)NC(=O)/C=C/C4=CC=CC=C4,Active,,,,3.6,EC50,=,3600,nM,
3,440116206,155514794,CC(C)(C)OC(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)C(=O)NCC2=CC=CC=C2,Unspecified,,,,40,EC50,>,40000,nM,
4,440117334,145996541,C1CCC(CC1)C[C@@H](C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(=O)C(=O)NCC3=CC=CC=C3)NC(=O)/C=C/C4=CC=CC=C4,Active,,,,1.4,EC50,=,1400,nM,
5,440117736,155515803,C1CNC(=O)[C@@H]1C[C@@H](C(=O)C(=O)NCC2=CC=CC=C2)NC(=O)[C@H](CC3CC3)NC(=O)/C=C/C4=CC=CC=C4,Active,,,,1.9,EC50,=,1900,nM,
6,440142360,155531853,CCCC[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)C(=O)NCC2=CC=CC=C2)NC(=O)/C=C/C3=CC=CC=C3,Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
7,440149653,155536612,C#CC[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)C(=O)NCC2=CC=CC=C2)NC(=O)/C=C/C3=CC=CC=C3,Unspecified,,,,20,EC50,>,20000,nM,
8,440183938,155551329,C1CC(C1)C[C@@H](C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(=O)C(=O)NCC3=CC=CC=C3)NC(=O)/C=C/C4=CC=CC=C4,Active,,,,6.7,EC50,=,6700,nM,
9,440213640,155563103,C1CNC(=O)[C@@H]1C[C@@H](C(=O)C(=O)NCC2=CC=CC=C2)NC(=O)[C@H](CC3=CC=C(C=C3)F)NC(=O)/C=C/C4=CC=CC=C4,Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
10,440227217,155568446,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)C(=O)NCC2=CC=CC=C2)NC(=O)/C=C/C3=CC=CC=C3,Active,,,,7.2,EC50,=,7200,nM,
