PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,461520606,162647313,CC(C)(C)C1=CC=C(C=C1)C[C@@H](C(=O)N2CCC(CC2)CCC#CC3=C4CN(C(=O)C4=CC=C3)C5CCC(=O)NC5=O)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@@H]6CC[C@H]7N6C(=O)[C@H](CN(CC7)CC(F)F)NC(=O)C8=CC9=C(S8)C=CC(=C9)C(F)(F)P(=O)(O)O,Active,,,,0.25,DC50,<,0.25,uM
2,461531926,155144976,CCN1CC[C@H]2CC[C@H](N2C(=O)[C@H](C1)NC(=O)C3=CC4=C(S3)C=CC(=C4)C(F)(F)P(=O)(O)O)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC5=CC=C(C=C5)NS(=O)(=O)C6=CC=C(C=C6)C)C(=O)N7CCC(CC7)CCC#CC8=C9CN(C(=O)C9=CC=C8)C1CCC(=O)NC1=O,Active,,,,0.25,DC50,=,0.25,uM
3,461536718,162658615,CCN1CC[C@H]2CC[C@H](N2C(=O)[C@H](C1)NC(=O)C3=CC4=C(S3)C=CC(=C4)C(F)(F)P(=O)(O)O)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC5=CC=C(C=C5)S(=O)(=O)C6=CC=CC=C6)C(=O)N7CCC(CC7)CCC#CC8=C9CN(C(=O)C9=CC=C8)C1CCC(=O)NC1=O,Active,,,,0.25,DC50,=,0.25,uM
4,461541261,162661783,CC(C)(C)C1=CC=C(C=C1)C[C@@H](C(=O)N2CCC(CC2)CCC#CC3=C4CN(C(=O)C4=CC=C3)C5CCC(=O)NC5=O)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@@H]6CC[C@H]7N6C(=O)[C@H](CN(CC7)C(=O)OC)NC(=O)C8=CC9=C(S8)C=CC(=C9)C(F)(F)P(=O)(O)O,Active,,,,0.25,DC50,=,0.25,uM
5,461548619,155144981,CCN1CC[C@H]2CC[C@H](N2C(=O)[C@H](C1)NC(=O)C3=CC4=C(S3)C=CC(=C4)C(F)(F)P(=O)(O)O)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC5=CC=C(C=C5)S(=O)(=O)C6CC6)C(=O)N7CCC(CC7)CCC#CC8=C9CN(C(=O)C9=CC=C8)C1CCC(=O)NC1=O,Active,,,,0.5,DC50,=,0.5,uM
6,461551738,162669117,CCN1CC[C@H]2CC[C@H](N2C(=O)[C@H](C1)NC(=O)C3=CC4=C(S3)C=CC(=C4)C(F)(F)P(=O)(O)O)C(=O)N[C@@H](CNC(=O)N)C(=O)N[C@@H](CC5=CC=C(C=C5)C(C)(C)C)C(=O)N6CCC(CC6)CCC#CC7=C8CN(C(=O)C8=CC=C7)C9CCC(=O)NC9=O,Unspecified,,,,1,DC50,>,1,uM
