PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,312394094,118737647,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2=CC=CC=C2.[Na+],Active,,,,3.15,EC50,=,3150,nM,
2,469823068,164626236,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O)NC(=O)OCC2=CC(=CC=C2)F,Active,,,,5.28,EC50,=,5280,nM,
3,475977881,166625304,[2H]C([2H])(C1=C(C(=C(C(=C1F)F)F)F)F)OC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C=O,Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
4,475979203,166625885,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2=CC=CC=C2F.[Na+],Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
5,475979757,166626154,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OC(C)(C)C2CCC(CC2)(F)F.[Na+],Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
6,475979838,162641715,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OC(C2CCC(CC2)(F)F)C3=CC=CC=C3.[Na+],Active,,,,1.45,EC50,=,1450,nM,
7,475979991,166626268,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O)NC(=O)OCC2=C(C(=C(C(=C2F)F)F)F)F,Active,,,,3.27,EC50,=,3270,nM,
8,475980051,166626302,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OC2CCC(CC2)C3=CC=CC=C3.[Na+],Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
9,475980125,166626348,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OC(C)C2CCC(CC2)(F)F.[Na+],Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
10,475980229,166626398,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O)NC(=O)OCC2=CC=C(C=C2)F,Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
11,475980369,166626468,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OC(CC2=CC=CC=C2)C3CCC(CC3)(F)F.[Na+],Active,,,,3.5,EC50,=,3500,nM,
12,475981283,166626917,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OC2CCC(CC2)(C)C.[Na+],Active,,,,1.67,EC50,=,1670,nM,
13,475981304,166626929,CCCC(C1=CC=CC=C1)OC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(O)S(=O)(=O)[O-].[Na+],Active,,,,3.72,EC50,=,3720,nM,
14,475981796,166627171,CCCC(C1=CC=CC=C1)OC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C=O,Active,,,,2.39,EC50,=,2390,nM,
15,475981822,166627187,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O)NC(=O)OCC2CCC(CC2)C(F)(F)F,Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
16,475982171,166627355,[2H]C([2H])(C1CCC(CC1)(F)F)OC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(O)S(=O)(=O)[O-].[Na+],Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
17,475983065,166627807,[2H]C([2H])(C1CCC(CC1)CCC)OC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C=O,Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
18,475983898,166628234,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OC2CCC(CC2)C(C)C.[Na+],Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
19,475983957,166628262,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)C(F)(F)F.[Na+],Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
20,475985432,154699461,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O)NC(=O)OCC2CCC(CC2)(F)F,Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
21,475985733,156884227,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O)NC(=O)OC(CC2=CC=CC=C2)C3=CC=CC=C3,Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
22,475986059,166629342,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O)NC(=O)OCC2=CC=CC=C2F,Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
23,475986248,166629440,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2=CC=C(C=C2)F.[Na+],Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
24,475986489,166629560,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O)NC(=O)OC2CCC(CC2)C(C)C,Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
