PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,381838043,121304016,CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@@H]1[C@H]([C@H]([C@](O1)(C#N)C2=CC=C3N2N=CN=C3N)O)O)OC4=CC=CC=C4,Unspecified,,,,25,IC50,=,25000,nM,
2,520003072,177641322,C[C@]12CCCC([C@@H]1CC[C@@]3([C@@H]2C[C@H](O3)C4=CC(=O)OC4O)CO)(C)C,Inactive,,,Potential missing data,,IC50,,,,Not Active
3,520005605,177642493,CC(=O)OC[C@@]12CC[C@@H]3[C@@]([C@H]1C[C@H](O2)C4=CC(=O)OC4O)(CCCC3(C)C)C,Inactive,,,Potential missing data,,IC50,,,,Not Active
4,520008591,10315886,C[C@]12CCCC([C@@H]1CC[C@]34[C@@H]2C[C@H](O3)C5(CC(=O)O[C@H]5O)OC4)(C)C,Inactive,,,Potential missing data,,IC50,,,,Not Active
5,520009973,177644501,C[C@]12CCCC([C@@H]1CC[C@]3([C@@H]2C[C@H](O3)C4=CC(=O)OC4O)CO)(C)C,Active,,,,6.3,IC50,=,6300,nM,
6,520010810,177644895,C[C@]12CCCC([C@@H]1CC[C@]3([C@@H]2CC(OC3)([C@H](CC(=O)O)O)O)O)(C)C,Inactive,,,Potential missing data,,IC50,,,,Not Active
7,520011421,177645167,C[C@]12CCCC([C@@H]1CC[C@]34[C@@H]2C[C@H](O3)C5=CC(=O)O[C@H]5OC4)(C)C,Unspecified,,,,93.5,IC50,=,93500,nM,
