PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Data Validity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Comment reflecting whether the values for this activity measurement are likely to be correct
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,103689870,24941262,CC1=C(C=C(C=C1)N)C(=O)N[C@H](C)C2=CC=CC3=CC=CC=C32,Active,,,,1.7,IC50,=,1700,nM,
2,519996102,177374146,CC1=C(C=C(C=C1)C2=NOC(=N2)C(C)C3=CC(=CC=C3)C(C4=CC=CC=C4)O)NCC5=CC=C(S5)C(=O)O,Unspecified,,,,11.1,IC50,=,11100,nM,
3,519997050,176209882,CC1=C(C=C(C=C1)NCC2=CC(=CC=C2)C(=O)O)C3=NOC(=N3)C(C)C4=CC=CC5=CC=CC=C54,Unspecified,,,,11.1,IC50,=,11100,nM,
4,519998871,176209890,CC1=C(C=C(C=C1)NCC2=CC=C(C=C2)C(=O)OC)C3=NOC(=N3)C(C)C4=CC=CC5=CC=CC=C54,Unspecified,,,,200,IC50,>,200000,nM,Outside typical range
5,520004157,177374136,CC(C1=CC=CC2=CC=CC=C21)C3=NOC(=N3)C4=CC=C(C=C4)C5=CC=C(S5)C#N,Unspecified,,,,31.4,IC50,=,31400,nM,
