PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Data Validity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Comment reflecting whether the values for this activity measurement are likely to be correct
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,103611720,741598,CC1=CC=CC=C1NC2=CC(=NC3=NC=NN23)C,Unspecified,,,,250,Kd,=,250000,nM,
2,242155060,3155094,CC1=C(C(=CC=C1)NC2=CC(=NC3=NC=NN23)C)C,Unspecified,,,,350,Kd,=,350000,nM,
3,242205041,16013674,CC1=NC2=NN=CN2C(=C1)NCC3=CC=CC=C3Cl,Unspecified,,,,660,Kd,=,660000,nM,
4,242469849,16013917,CC1=CC(=C(C=C1)NC2=CC(=NC3=NN=CN23)C)C,Unspecified,,,,330,Kd,=,330000,nM,
5,520002969,856074,COC1=C(C=C(C=C1)Cl)N2C=NN=N2,Unspecified,,,,400,Kd,=,400000,nM,Outside typical range
6,520006377,4904282,CC(C)C1=CC(=O)N2C(=N1)C(=CN2)C3=CC=CC=C3,Unspecified,,,,500,Kd,=,500000,nM,Outside typical range
7,520007817,219781,CN1C2=NC=NC(=C2C=N1)NC3=CC=CC=C3Cl,Unspecified,,,,450,Kd,=,450000,nM,Outside typical range
8,520008493,43816949,C#CCNC1=C2CCCC2=NC3=NC=NN13,Unspecified,,,,280,Kd,=,280000,nM,Outside typical range
9,520008977,895854,CC1=CC(=CC=C1)NC(=S)NCCN(C)C,Unspecified,,,,300,Kd,=,300000,nM,Outside typical range
10,520011704,223736,CC1=CC(=C(C=C1)C)NC2=C3C=NN(C3=NC=N2)C,Unspecified,,,,380,Kd,=,380000,nM,Outside typical range
