PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,103163840,3715,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,Unspecified,,,,100,CC50,>,100000,nM,No. Measurements = 13
2,103163840,3715,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,Unspecified,,,,,pCC50,<,4,,No. Measurements = 13
3,103164483,5288209,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)NC2=CC=C(C=C2)O)/C)/C,Unspecified,,,,5.01,CC50,,5010,nM,No. Measurements = 2
4,103164483,5288209,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)NC2=CC=C(C=C2)O)/C)/C,Unspecified,,,,,pCC50,,5.3,,No. Measurements = 2
5,103164619,2801,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl,Unspecified,,,,16,CC50,,16000,nM,No. Measurements = 2
6,103164619,2801,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl,Unspecified,,,,,pCC50,,4.8,,No. Measurements = 2
7,103164917,5566,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F,Unspecified,,,,7.94,CC50,,7940,nM,No. Measurements = 2
8,103164917,5566,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F,Unspecified,,,,,pCC50,,5.1,,No. Measurements = 2
9,103165766,4543,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,Unspecified,,,,24,CC50,,24000,nM,No. Measurements = 1
10,103165766,4543,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,Unspecified,,,,,pCC50,,4.62,,No. Measurements = 1
11,103167143,4534,CC(CC1=CC(=C(C=C1)O)O)C(C)CC2=CC(=C(C=C2)O)O,Unspecified,,,,37.2,CC50,,37200,nM,No. Measurements = 1
12,103167143,4534,CC(CC1=CC(=C(C=C1)O)O)C(C)CC2=CC(=C(C=C2)O)O,Unspecified,,,,,pCC50,,4.43,,No. Measurements = 1
13,103167959,5265,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(=O)C4=CC=C(C=C4)F,Unspecified,,,,81.3,CC50,~,81300,nM,No. Measurements = 1
14,103167959,5265,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(=O)C4=CC=C(C=C4)F,Unspecified,,,,,pCC50,~,4.09,,No. Measurements = 1
15,103169151,5452,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC,Unspecified,,,,6.38,CC50,~,6380,nM,No. Measurements = 2
16,103169151,5452,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC,Unspecified,,,,,pCC50,~,5.2,,No. Measurements = 2
17,103169732,2719,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,Unspecified,,,,38.7,CC50,~,38700,nM,No. Measurements = 13
18,103169732,2719,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,Unspecified,,,,,pCC50,~,4.41,,No. Measurements = 13
19,103170479,68859,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)NC(=O)COC2=CC=C(C=C2)Cl)Cl,Unspecified,,,,2.85,CC50,,2850,nM,No. Measurements = 2
20,103170479,68859,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)NC(=O)COC2=CC=C(C=C2)Cl)Cl,Unspecified,,,,,pCC50,,5.55,,No. Measurements = 2
21,103175665,4615,C1CN(CCN1CCCN2C3=CC=CC=C3NC2=O)C(C4=CC=CC=C4)C5=CC=CC=C5,Unspecified,,,,12.6,CC50,~,12600,nM,No. Measurements = 2
22,103175665,4615,C1CN(CCN1CCCN2C3=CC=CC=C3NC2=O)C(C4=CC=CC=C4)C5=CC=CC=C5,Unspecified,,,,,pCC50,~,4.9,,No. Measurements = 2
23,103175695,5329099,CC1=C(NC(=C1CCC(=O)O)C)/C=C\2/C3=CC=CC=C3NC2=O,Unspecified,,,,25.1,CC50,>,25100,nM,No. Measurements = 3
24,103175695,5329099,CC1=C(NC(=C1CCC(=O)O)C)/C=C\2/C3=CC=CC=C3NC2=O,Unspecified,,,,,pCC50,<,4.6,,No. Measurements = 3
25,103178920,4926,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31,Unspecified,,,,25.7,CC50,,25700,nM,No. Measurements = 1
26,103178920,4926,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31,Unspecified,,,,,pCC50,,4.59,,No. Measurements = 1
27,103179606,441243,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@H]([C@H](CC3=CC=CC=C3)NC(=O)[C@H](CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O,Unspecified,,,,18.2,CC50,,18200,nM,No. Measurements = 1
28,103179606,441243,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@H]([C@H](CC3=CC=CC=C3)NC(=O)[C@H](CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O,Unspecified,,,,,pCC50,,4.74,,No. Measurements = 1
29,103181781,5405,CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,Unspecified,,,,5.13,CC50,~,5130,nM,No. Measurements = 2
30,103181781,5405,CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,Unspecified,,,,,pCC50,~,5.29,,No. Measurements = 2
