PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103208914,2354,C1=CC(=CC=C1C(=N)N)NN=NC2=CC=C(C=C2)C(=N)N,Active,,,,5.42,Ki,=,5420,nM
2,103232711,10315612,C1=CC(=CC(=C1)OC2=CC=C(C=C2)C(=N)N)OC3=CC=C(C=C3)C(=N)N,Active,,,,0.1,Ki,=,100,nM
3,482047282,168269383,C1[C@H]([C@@H](C[C@@H]([C@H]1N=C(N)N)OC2=NC=C(C=C2)C(=N)N)OC3=NC=C(C=C3)C(=N)N)N=C(N)N,Active,,,,0.02,Ki,=,20,nM
4,482049068,141736786,CC1=C(C=CC(=C1)O[C@@H]2C[C@@H]([C@H](C[C@H]2N=C(N)N)N=C(N)N)OC3=CC(=C(C=C3)C(=N)N)C)C(=N)N,Active,,,,0.01,Ki,=,10,nM
5,482054821,168274672,C1CC(CC(C1)OC2=CC=C(C=C2)C(=N)N)OC3=CC=C(C=C3)C(=N)N,Active,,,,1,Ki,=,1000,nM
6,482058540,141736798,C1[C@H]([C@@H](C[C@@H]([C@H]1N=C(N)N)OC2=CC=C(C=C2)C(=N)N)OC3=CC=C(C=C3)C(=N)N)N=C(N)N,Active,,,,0.002,Ki,=,2,nM
7,482058823,168277590,C1[C@H]([C@@H](C[C@@H]([C@H]1N=C(N)N)OC2=C(C=C(C=C2)C(=N)N)C(=N)N)OC3=C(C=C(C=C3)C(=N)N)C(=N)N)N=C(N)N,Active,,,,0.1,Ki,=,100,nM
8,482062472,141736787,C1[C@H]([C@@H](C[C@@H]([C@H]1N=C(N)N)OC2=CC=C(C3=CC=CC=C32)C(=N)N)OC4=CC=C(C5=CC=CC=C54)C(=N)N)N=C(N)N,Active,,,,0.05,Ki,=,50,nM
9,482076885,141736794,C1[C@H]([C@@H](C[C@@H]([C@H]1N=C(N)N)OC2=C(C=C(C=C2)C(=N)N)Cl)OC3=C(C=C(C=C3)C(=N)N)Cl)N=C(N)N,Active,,,,0.005,Ki,=,5,nM
