PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Data Validity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Comment reflecting whether the values for this activity measurement are likely to be correct
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,103400985,2794,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=CC=C(C=C5)Cl,Active,,,,10,EC50,=,10000,nM,
2,103401148,473691,CCCN=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=CC=C(C=C5)Cl,Unspecified,,,,39.3,EC50,=,39300,nM,
3,103401509,473666,CCCN=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=CC=C4)C=C1NC5=CC=CC=C5,Active,,,,10,EC50,<,10000,nM,
4,103401535,473667,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=CC=C4)C=C1NC5=CC=CC=C5,Unspecified,,,,17.2,EC50,=,17200,nM,
5,482047769,168269710,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CN=C(C=C4)OC)C=C1NC5=CC=C(C=C5)Cl,Active,,,,10,EC50,<,10000,nM,
