PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Data Validity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Comment reflecting whether the values for this activity measurement are likely to be correct
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,381872429,137655537,CC(C)C[C@@H](C(=O)N[C@@H](CCC1=CC=CC=C1)/C=C/C(=O)C)NC(=O)OCC2=CC=C(C=C2)[N+](=O)[O-],Unspecified,,,,157,IC50,=,157000,nM,Outside typical range
2,461560021,145343771,C1CCC(CC1)C[C@@H](C(=O)N[C@@H](C[C@@H]2CCNC2=O)C=O)NC(=O)C3=CC4=CC=CC=C4N3,Unspecified,,,,,Inhibition,>,90,%,
3,461563615,155903259,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)[C@H](C(C)(C)C)NC(=O)C(F)(F)F)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C#N)C,Unspecified,,,,,Inhibition,>,90,%,
4,494407119,171349996,CC(=O)/C=C/[C@H](CCC1=CC=CC=C1)NC(=O)[C@H](CC2CCCCC2)NC(=O)C3=CC=C(C=C3)F,Unspecified,,,,47.2,IC50,=,47200,nM,
5,504796032,172440552,CC(C)(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)/C=C/C(=O)OC)NC(=O)OCC2=CC=CC=C2,Unspecified,,,,,Inhibition,=,50,%,
6,504797630,166642415,CCCC[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)/C=C/C(=O)C)NC(=O)OCC2=CC=CC=C2,Unspecified,,,,,Inhibition,>,90,%,
7,504801007,172444016,CCC[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)/C=C/C(=O)C)NC(=O)OCC2=CC=CC=C2,Unspecified,,,,,Inhibition,>,90,%,
8,504807502,172448519,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)/C=C/C(=O)C)NC(=O)OCC2=CC=CC=C2,Unspecified,,,,,Inhibition,>,90,%,
9,504809499,172449914,CC(=O)/C=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](C(C)(C)C)NC(=O)OCC2=CC=CC=C2,Unspecified,,,,,Inhibition,=,33,%,
10,504818922,166642414,CC(=O)/C=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC2CC2)NC(=O)OCC3=CC=CC=C3,Unspecified,,,,,Inhibition,>,90,%,
11,504829127,172463472,COC(=O)/C=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC2CCCCC2)NC(=O)OCC3=CC=CC=C3,Unspecified,,,,,Inhibition,=,47,%,
12,504829851,172464004,CCCC[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)/C=C/C(=O)OC)NC(=O)OCC2=CC=CC=C2,Unspecified,,,,,Inhibition,=,29,%,
13,504834805,166642416,CC(=O)/C=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC2CCCCC2)NC(=O)OCC3=CC=CC=C3,Unspecified,,,,,Inhibition,>,90,%,
14,504835724,172468141,CC(=O)/C=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC(C)(C)C)NC(=O)OCC2=CC=CC=C2,Unspecified,,,,,Inhibition,>,90,%,
