PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Data Validity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Comment reflecting whether the values for this activity measurement are likely to be correct
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,494405334,171348921,C1COCCN1C2=C(N=C3C(N(C(=O)C3=C2)CC4=CC=CO4)C5=CC=CO5)CC6=CC=CC=C6,Unspecified,,,,276.09,IC50,=,276090,nM,Outside typical range
2,494409754,171351542,C1CC(OC1)C2C3=NC(=C(C=C3C(=O)N2CC4=CC=CO4)N5CCOCC5)CC6=CC=CC=C6,Unspecified,,,,612.26,IC50,=,612260,nM,Outside typical range
3,494410112,171351765,C1COCCN1C2=C(N=C3C(N(C(=O)C3=C2)CC4=CC=CO4)C5=CC=CO5)CC6=CC=C(C=C6)O,Unspecified,,,,153.01,IC50,=,153010,nM,Outside typical range
4,494414754,171354268,C1COCCN1C2=C(N=C3C(N(C(=O)C3=C2)CC4=CC=CO4)C5=COC=C5)CC6=CC=CC=C6,Unspecified,,,,85.06,IC50,=,85060,nM,
5,494418783,171356529,C1CC(OC1)CN2C(C3=NC(=C(C=C3C2=O)N4CCOCC4)CC5=CC=CC=C5)C6=CC=CO6,Unspecified,,,,76.9,IC50,=,76900,nM,
6,494421010,171357781,C1CC(OC1)CN2C(C3=NC(=C(C=C3C2=O)N4CCOCC4)CC5=CC=CC=C5)C6=COC=C6,Unspecified,,,,289.81,IC50,=,289810,nM,Outside typical range
