PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,103189283,2130,C1C2CC3CC1CC(C2)(C3)N,Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
2,103512718,492405,C1=C(N=C(C(=O)N1)C(=O)N)F,Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
3,103619997,37542,C1=NC(=NN1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N,Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
4,163318010,197020,C1=CN(C(=O)N=C1NO)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Unspecified,,,,16.5,EC50,>,16500,nM,
5,381838043,121304016,CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@@H]1[C@H]([C@H]([C@](O1)(C#N)C2=CC=C3N2N=CN=C3N)O)O)OC4=CC=CC=C4,Unspecified,,,,11.1,EC50,=,11100,nM,
6,442046298,145996610,CC(C)C(=O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC(=NC2=O)NO)O)O,Unspecified,,,,11.8,EC50,=,11800,nM,
7,494394423,171342105,CCOC(=O)[C@H](C)NC1=NC(=O)N(C=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Unspecified,,,,100,EC50,>,100000,nM,
8,494395145,171342573,C1=CN(C(=O)N=C1NN)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O.Cl,Unspecified,,,,100,EC50,>,100000,nM,
9,494395878,171343034,CCOC(=O)CNC1=NC(=O)N(C=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Unspecified,,,,100,EC50,>,100000,nM,
10,494396415,171343381,CCOC(=O)[C@H](CC1=CC=CC=C1)NC2=NC(=O)N(C=C2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Unspecified,,,,100,EC50,>,100000,nM,
11,494402436,167279415,CC(C)C(=O)ONC1=NC(=O)N(C=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Active,,,,3.5,EC50,=,3500,nM,
12,494403783,171347956,CCOC(=O)[C@H](CC(C)C)NC1=NC(=O)N(C=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Unspecified,,,,100,EC50,>,100000,nM,
13,494423417,169173350,C1=CN(C(=O)N=C1NCCO)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Unspecified,,,,100,EC50,>,100000,nM,
14,494424088,171358565,CC(C)(C)OC(=O)NNC1=NC(=O)N(C=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Unspecified,,,,100,EC50,>,100000,nM,
