PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,103167026,5281605,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)O)O,Inactive,,,,20,IC50 relative,>,20,uM,Inactive
2,103167143,4534,CC(CC1=CC(=C(C=C1)O)O)C(C)CC2=CC(=C(C=C2)O)O,Inactive,,,,20,IC50 relative,>,20,uM,Inactive
3,103169156,3883,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F,Inactive,,,,20,IC50 relative,>,20,uM,Inactive
4,103181569,4055,CC1=CC(=O)C2=CC=CC=C2C1=O,Inactive,,,,20,IC50 relative,>,20,uM,Inactive
5,103192812,4124851,CN1C(=O)N(C(=O)S1)CC2=CC=CC=C2,Active,,,,0.02,IC50 relative,<,0.02,uM,Active
6,103215707,707055,C1=CC=C(C=C1)NC2=NNC(=S)S2,Inactive,,,,20,IC50 relative,>,20,uM,Inactive
7,103225315,164981,C1=CC=C(C=C1)N2C(=O)C3=CC=CC=C3S2,Active,,,,0.02,IC50 relative,<,0.02,uM,Active
8,103236346,2302435,C1=CC=C2C(=C1)C(=O)N(S2(=O)=O)CCl,Inactive,,,,20,IC50 relative,>,20,uM,Inactive
9,103241624,2346,C1=CC=C(C=C1)CN=C=S,Inactive,,,,20,IC50 relative,>,20,uM,Inactive
10,103252042,439647,CC1=CC=C(C=C1)S(=O)(=O)N[C@@H](CC2=CC=CC=C2)C(=O)CCl,Active,,,,0.8389,IC50 relative,=,0.8389,uM,Active
11,103255895,462382,CC(C)C[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCC1=CC=CC=C1,Inactive,,,,20,IC50 relative,>,20,uM,Inactive
12,103258907,5281672,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,Active,,,,0.2594,IC50 relative,=,0.2594,uM,Active
13,103259617,135403797,C1=CC2=CC(=C(C(=C2C(=O)C(=C1)O)O)O)O,Inactive,,,,20,IC50 relative,>,20,uM,Inactive
14,103321621,10757,C1=CC=C(C=C1)C(=O)CCl,Active,,,,0.2459,IC50 relative,=,0.2459,uM,Active
15,103327147,533728,CCN(CC)C(=S)[S-].[Na+],Inactive,,,,20,IC50 relative,>,20,uM,Inactive
16,103330429,107794,C1=C(C(=CC(=C1O)O)O)CC(C(=O)O)N,Inactive,,,,20,IC50 relative,>,20,uM,Inactive
17,103456480,160254,C[C@H]1COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C,Inactive,,,,14.84,IC50 relative,=,14.84,uM,Inactive
18,103462665,8371,C1(=C(C(=O)C(=C(C1=O)Cl)Cl)Cl)Cl,Active,,,,0.1831,IC50 relative,=,0.1831,uM,Active
19,103500897,10324367,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)[C@H](C(C)(C)C)NC(=O)NC(C)(C)C)C(=O)NC(CC3CCC3)C(=O)C(=O)N)C,Inactive,,,,20,IC50 relative,>,20,uM,Inactive
20,103520325,690730,C1=CC=C(C=C1)N2C(=S)N=NN2,Inactive,,,,20,IC50 relative,>,20,uM,Inactive
21,103527751,2941638,C1=CC(=CC=C1NC(=O)CC2C(=O)N3C(=NC=N3)S2)Br,Inactive,,,,20,IC50 relative,>,20,uM,Inactive
22,103556054,24768261,C1C[C@H]([C@@H](C1)C(=O)O)C(=O)C2=CC=C(C=C2)C3=CC=C(C=C3)NC(=O)NC4=CC=CC=C4,Inactive,,,,20,IC50 relative,>,20,uM,Inactive
23,103557049,4594,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,Inactive,,,,20,IC50 relative,>,20,uM,Inactive
24,103566093,665449,CC(C)(C)OC(=O)NCCC1=NN=C(O1)S(=O)(=O)CC2=C(C=C(C=C2)Cl)Cl,Inactive,,,,7.291,IC50 relative,=,7.291,uM,Inactive
25,103590513,2577,CCCCCCNC(=O)N1C=C(C(=O)NC1=O)F,Active,,,,0.3543,IC50 relative,=,0.3543,uM,Active
26,103611913,8447,C1=CC=C2C(=C1)N=C(S2)SSC3=NC4=CC=CC=C4S3,Active,,,,0.5375,IC50 relative,=,0.5375,uM,Active
27,103645028,313619,C1=CC=[N+](C(=C1)SC2=CC=C(C3=NON=C23)[N+](=O)[O-])[O-],Active,,,,0.5299,IC50 relative,=,0.5299,uM,Active
28,103672854,147514,C1CNCC(C2=CC(=C(C=C21)O)O)C3=CC=CC=C3.Cl,Inactive,,,,20,IC50 relative,>,20,uM,Inactive
29,103699403,674768,CCOC(=O)C1=C(SC(=C1C)C2=CC=CC=C2)N,Active,,,,3.607,IC50 relative,=,3.607,uM,Active
30,103700519,573747,C1=CSC(=C1)C(=O)C2=NO[N+](=C2C(=O)C3=CC=CS3)[O-],Inactive,,,,20,IC50 relative,>,20,uM,Inactive
31,103770695,9409,CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N=NC3=C(C4=C(C=C3)C(=CC(=C4N)S(=O)(=O)[O-])S(=O)(=O)[O-])O)C)N=NC5=C(C6=C(C=C5)C(=CC(=C6N)S(=O)(=O)[O-])S(=O)(=O)[O-])O.[Na+].[Na+].[Na+].[Na+],Active,,,,0.0219,IC50 relative,=,0.0219,uM,Active
32,103771056,2724354,[C@@H]([C@@H](C(=O)O)S)(C(=O)O)S,Active,,,,0.0836,IC50 relative,=,0.0836,uM,Active
33,104253094,25167777,COC1=C(C=C(C=N1)C2=CC3=C(C=CN=C3C=C2)C4=CN=NC=C4)NS(=O)(=O)C5=C(C=C(C=C5)F)F,Inactive,,,,20,IC50 relative,>,20,uM,Inactive
