PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Data Validity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Comment reflecting whether the values for this activity measurement are likely to be correct
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,103169732,2719,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,Unspecified,,,,24.98,IC50,=,24980,nM,
2,103512718,492405,C1=C(N=C(C(=O)N1)C(=O)N)F,Unspecified,,,,1382,IC50,=,1.382e+06,nM,Outside typical range
3,103566848,3652,CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO,Unspecified,,,,36.92,IC50,=,36920,nM,
4,520002568,177641073,CN1C[C@H]([C@]2([C@]13C4=CC=CC=C4NC3=O)CN(C/C(=C\C5=CC=CC=C5)/C2=O)P(=O)(CO)CO)C6=CC=C(C=C6)OC,Unspecified,,,,35.21,IC50,=,35210,nM,
5,520003280,177641415,CN1C[C@H]([C@]2([C@]13C4=C(C=CC(=C4)Cl)NC3=O)CN(C/C(=C\C5=CC=CC=C5)/C2=O)P(=O)(CO)CO)C6=CC=CS6,Unspecified,,,,578.4,IC50,=,578400,nM,Outside typical range
6,520005687,177371077,CN1C[C@H]([C@]2([C@]13C4=C(C=CC(=C4)Cl)NC3=O)CN(C/C(=C\C5=CC=CC=C5)/C2=O)P(=O)(CO)CO)C6=CC=CC=C6,Unspecified,,,,10.39,IC50,=,10390,nM,
7,520005693,177371078,CN1C[C@H]([C@]2([C@]13C4=C(C=CC(=C4)Cl)NC3=O)CN(C/C(=C\C5=CC=CC=C5)/C2=O)P(=O)(CO)CO)C6=CC=C(C=C6)F,Unspecified,,,,13.53,IC50,=,13530,nM,
8,520006734,177643017,CN1C[C@H]([C@]2([C@]13C4=C(C=CC(=C4)Cl)NC3=O)CN(C/C(=C\C5=CC=CC=C5)/C2=O)P(=O)(CO)CO)C6=CC=C(C=C6)Cl,Active,,,,7.26,IC50,=,7260,nM,
9,520006785,177643039,CN1C[C@H]([C@]2([C@]13C4=C(C=CC(=C4)Cl)NC3=O)CN(C/C(=C\C5=CC=CC=C5)/C2=O)P(=O)(CO)CO)C6=CC=C(C=C6)Br,Unspecified,,,,46.74,IC50,=,46740,nM,
10,520007394,177643331,CN1C[C@H]([C@]2([C@]13C4=CC=CC=C4NC3=O)CN(C/C(=C\C5=CC=CC=C5)/C2=O)P(=O)(CO)CO)C6=CC=CC=C6,Unspecified,,,,88.61,IC50,=,88610,nM,
11,520008709,177643906,CN1C[C@H]([C@]2([C@]13C4=C(C=CC(=C4)Cl)NC3=O)CN(C/C(=C\C5=CC=CC=C5)/C2=O)P(=O)(CO)CO)C6=CC=C(C=C6)OC,Unspecified,,,,21.66,IC50,=,21660,nM,
12,520008767,177643926,CN1C[C@H]([C@]2([C@]13C4=CC=CC=C4NC3=O)CN(C/C(=C\C5=CC=CC=C5)/C2=O)P(=O)(CO)CO)C6=CC=C(C=C6)F,Unspecified,,,,85.84,IC50,=,85840,nM,
13,520009495,177644285,CN1C[C@H]([C@]2([C@]13C4=CC=CC=C4NC3=O)CN(C/C(=C\C5=CC=CC=C5)/C2=O)P(=O)(CO)CO)C6=CC=CS6,Unspecified,,,,106.1,IC50,=,106100,nM,Outside typical range
14,520010131,177644576,CN1C[C@H]([C@]2([C@]13C4=CC=CC=C4NC3=O)CN(C/C(=C\C5=CC=CC=C5)/C2=O)P(=O)(CO)CO)C6=CC=C(C=C6)Cl,Unspecified,,,,340,IC50,=,340000,nM,Outside typical range
15,520010980,177371079,CN1C[C@H]([C@]2([C@]13C4=CC=CC=C4NC3=O)CN(C/C(=C\C5=CC=CC=C5)/C2=O)P(=O)(CO)CO)C6=CC=C(C=C6)Br,Active,,,,8.88,IC50,=,8880,nM,
