PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,381838043,121304016,CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@@H]1[C@H]([C@H]([C@](O1)(C#N)C2=CC=C3N2N=CN=C3N)O)O)OC4=CC=CC=C4,Active,,,,1.56,IC50,=,1560,nM,
2,469798656,164608947,C1=CC(=C(C=C1CNC(=O)CSC2=CNC3=C2C=CC(=C3)Br)Cl)Cl,Active,,,,8.71,IC50,=,8710,nM,
3,469798847,164609074,COC1=CC=CC=C1CNC(=O)CSC2=CNC3=C2C=CC=C3C4=CC=CC=C4,Unspecified,,,Potential missing data,,Inhibition,,,%,Dose-Dependent Effect
4,469799919,164609837,CCOC1=CC=CC=C1CN(C(=O)CSC2=CNC3=C2C(=CC=C3)Br)OC,Unspecified,,,Potential missing data,,Inhibition,,,%,Dose-Dependent Effect
5,469801054,164610660,COC1=CC=CC=C1CNC(=O)CSC2=CNC3=C2C=CC(=C3)Br,Unspecified,,,,10.01,IC50,=,10010,nM,
6,469801767,164611183,CN1C=C(C2=CC=CC=C21)SCC(=O)NCC3=CC=CC=C3OC,Active,,,,9.82,IC50,=,9820,nM,
7,469802897,164612005,CN1C=C(C2=CC=CC=C21)SCC(=O)NCC3=CC(=C(C=C3)Cl)Cl,Active,,,,7.5,IC50,=,7500,nM,
8,469803350,164612331,COC1=CC=CC=C1CNC(=O)CSC2=CNC3=C2C=C(C=C3)Br,Unspecified,,,,10.72,IC50,=,10720,nM,
9,469804207,164612967,CN(C)CCOC1=CC=C(C=C1)CNC(=O)CSC2=CNC3=CC=CC=C32,Active,,,,9.08,IC50,=,9080,nM,
10,469805757,164614044,CN(CC1=CC=CC=C1)C(=O)CSC2=CNC3=C2C=CC=C3Br,Unspecified,,,,20.89,IC50,=,20890,nM,
11,469806678,164614701,COC1=CC=CC=C1CNC(=O)CSC2=CNC3=C2C(=CC=C3)Br,Active,,,,8.71,IC50,=,8710,nM,
12,469807027,164614965,CN1C=C(C2=CC=CC=C21)SCC(=O)NCC3=CC=C(C=C3)OCCN(C)C,Active,,,,8.91,IC50,=,8910,nM,
13,469807973,164615643,CN(CC1=CC=CC=C1OC)C(=O)CSC2=CNC3=CC=CC=C32,Active,,,,7.64,IC50,=,7640,nM,
14,469811149,4652615,C1=CC=C(C=C1)CNC(=O)CSC2=CNC3=CC=CC=C32,Active,,,,6.81,IC50,=,6810,nM,
15,469811632,5061348,CN1C=C(C2=CC=CC=C21)SCC(=O)NCC3=CC=CC=C3,Unspecified,,,,26.92,IC50,=,26920,nM,
16,469811931,164618518,C1=CC=C(C=C1)CN(CC2=CC=CC=C2)C(=O)CSC3=CNC4=C3C(=CC=C4)Br,Unspecified,,,Potential missing data,,Inhibition,,,%,Dose-Dependent Effect
17,469812834,164619177,C1=CC=C2C(=C1)C(=CN2)SCC(=O)NCC3=CC=C(C=C3)C(F)(F)F,Active,,,,7.94,IC50,=,7940,nM,
18,469814115,164620091,CN(CC1=CC=CC=C1)C(=O)CSC2=CNC3=C2C(=CC=C3)Br,Active,,,,4.73,IC50,=,4730,nM,
19,469816289,164621676,C1=CC2=C(C(=C1)Br)NC=C2SCC(=O)NCC3=CC(=C(C=C3)Cl)Cl,Active,,,,4.55,IC50,=,4550,nM,
20,469816373,164621728,CN1C=C(C2=CC=CC=C21)SCC(=O)N(CC3=CC=CC=C3)CC4=CC=CC=C4,Unspecified,,,,12.3,IC50,=,12300,nM,
21,469821224,164625229,C1=CC=C(C=C1)CN(CC2=CC=CC=C2)C(=O)CSC3=CNC4=CC=CC=C43,Unspecified,,,Potential missing data,,Inhibition,,,%,Dose-Dependent Effect
22,469821226,164625230,C1=CC2=C(C(=C1)Br)C(=CN2)SCC(=O)NCC3=CC(=C(C=C3)Cl)Cl,Active,,,,7.21,IC50,=,7210,nM,
23,469822114,164625792,C[C@H](C1=CC=CC=C1)NC(=O)CSC2=CNC3=CC=CC=C32,Active,,,,6.68,IC50,=,6680,nM,
24,469823429,164626388,CN(CC1=CC=CC=C1)C(=O)CSC2=CNC3=CC=CC=C32,Unspecified,,,Potential missing data,,Inhibition,,,%,Dose-Dependent Effect
25,469824252,164626780,C1=CC(=C(C=C1CNC(=O)CSC2=CNC3=C2C=C(C=C3)Br)Cl)Cl,Active,,,,9.77,IC50,=,9770,nM,
26,469824698,164626986,C1=CC=C(C=C1)CN(CC2=CC=CC=C2)C(=O)CSC3=CNC4=C3C=CC=C4Br,Active,,,,7.08,IC50,=,7080,nM,
27,469827670,164628593,CN1C=C(C2=CC=CC=C21)SCC(=O)NCC3=CC=C(C=C3)C(F)(F)F,Inactive,,,Potential missing data,,IC50,,,,Not Active
28,469828817,164629085,COC1=CC=CC=C1CNC(=O)CSC2=CNC3=C2C=CC=C3Br,Active,,,,7.08,IC50,=,7080,nM,
