PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,103166463,896,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,Active,,,,6.31e-05,EC50,=,0.0631,nM,
2,504798132,172442041,CC(=O)NCCC1=C(NC2=CC=CC=C21)C(C3=CC=C(C=C3)Cl)O,Inactive,,,Potential missing data,,Activity,,,,Not Active
3,504799329,172442850,COC1=CC=C(C=C1)C(C2=C(C3=C(N2)C=CC(=C3)OC)CCNC(=O)OC)O,Inactive,,,Potential missing data,,Activity,,,,Not Active
4,504800850,172443903,CC(=O)NCCC1=C(NC2=C1C=C(C=C2)OC)C(C3=C(C=C(C=C3)OC)F)O,Inactive,,,Potential missing data,,Activity,,,,Not Active
5,504805397,172447037,COC(=O)NCCC1=C(NC2=CC=CC=C21)C(C3=CC=C(C=C3)Cl)O,Inactive,,,Potential missing data,,Activity,,,,Not Active
6,504809072,172449612,CC(=O)NCCC1=C(NC2=C1C=C(C=C2)OC)C(C3=CC=C(C=C3)Cl)O,Inactive,,,Potential missing data,,Activity,,,,Not Active
7,504825459,172460955,CC(=O)NCCC1=C(NC2=C1C=C(C=C2)OC)C(C3=CC=C(C=C3)OC)O,Inactive,,,Potential missing data,,Activity,,,,Not Active
8,504828581,172463095,COC(=O)NCCC1=C(NC2=CC=CC=C21)C(C3=CC=CC=C3)O,Inactive,,,Potential missing data,,Activity,,,,Not Active
9,504835922,172468282,CN1CC(=O)NC(C1=O)CCC2=C(NC3=CC=CC=C32)C(C4=CC=CC=C4N)O,Inactive,,,Potential missing data,,Activity,,,,Not Active
10,504837600,172469476,CC(=O)NCCC1=C(NC2=CC=CC=C21)C(C3=CC=CC=C3)O,Inactive,,,Potential missing data,,Activity,,,,Not Active
