PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,160667005,44468216,C1=C2C(=NC=NN2C(=C1)[C@]3([C@@H]([C@@H]([C@H](O3)CO)O)O)C#N)N,Active,,,,0.89,EC50,=,890,nM
2,318371965,122178064,CC1=CC(=NC2=NC(=NN12)NC(=O)C3=CC=C(C=C3)OC)C4=CC=CC=C4,Unspecified,,,,100,EC50,>,100000,nM
3,318371966,122178065,CCCOC1=CC=C(C=C1)C(=O)NC2=NN3C(=CC(=NC3=N2)C4=CC=CC=C4)C,Unspecified,,,,65.35,EC50,=,65350,nM
4,469801318,155924415,CC1=CC(=NC2=NC(=NN12)NC(=O)C3=CC=C(C=C3)[N+](=O)[O-])C4=CC=CC=C4,Unspecified,,,,100,EC50,>,100000,nM
5,469803033,155925677,CC1=CC(=NC2=NC(=NN12)NC(=O)C3=CC=CC=C3F)C4=CC=CC=C4,Unspecified,,,,30.61,EC50,=,30610,nM
6,469809657,155924424,CC1=CC(=NC2=NC(=NN12)NC(=O)C3=CC=C(C=C3)N)C4=CC=CC=C4,Unspecified,,,,43.96,EC50,=,43960,nM
7,469815218,155925678,CC1=CC(=NC2=NC(=NN12)NC(=O)C3=CC(=C(C=C3)O)O)C4=CC=CC=C4,Unspecified,,,,100,EC50,>,100000,nM
8,469827048,164628243,CC1=CC(=NC2=NC(=NN12)C(=O)NC3=CC=CC=C3F)C4=CC=CC=C4,Unspecified,,,,34.47,EC50,=,34470,nM
