PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Data Validity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Comment reflecting whether the values for this activity measurement are likely to be correct
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,242179726,827719,CC12CN(CC(C1=O)(CN(C2)CC3=CC=CC=C3)C)CC4=CC=CC=C4,Unspecified,,,,359,IC50,=,359000,nM,Outside typical range
2,242268255,580199,CC(=O)N1CC2(CN(CC(C1)(C2=O)C)C(=O)C)C,Unspecified,,,,1000,IC50,>,1e+06,nM,Outside typical range
3,469946668,823176,CC12CN(CC(C1=O)(CN(C2)CC#N)C)CC#N,Unspecified,,,,700,IC50,>,700000,nM,Outside typical range
4,475978890,166625734,CC12CC(CN(C1)C(=O)OC(C)(C)C)(CN(C2)C(=O)OC(C)(C)C)C,Unspecified,,,,302,IC50,=,302000,nM,Outside typical range
5,475979709,166626129,CC12CN(CC(C1=O)(CN(C2)C(=O)C#C)C)C(=O)C#C,Unspecified,,,,57.3,IC50,=,57300,nM,
6,475980067,27378854,CC12CC(CN(C1)C(=O)C=C)(CN(C2)C(=O)C=C)C,Unspecified,,,,1000,IC50,>,1e+06,nM,Outside typical range
