PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Data Validity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Comment reflecting whether the values for this activity measurement are likely to be correct
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,103488948,2821293,CN1C(=CC(=N1)C2=CC=C(S2)C3=NC(=NC=C3)SCC(=O)NC4=CC=C(C=C4)Cl)C(F)(F)F,Active,,,,10,IC50,=,10000,nM,
2,103488948,2821293,CN1C(=CC(=N1)C2=CC=C(S2)C3=NC(=NC=C3)SCC(=O)NC4=CC=C(C=C4)Cl)C(F)(F)F,Active,,,,10,IC50,=,10000,nM,
3,103488949,2820912,CC1=CSC(=N1)C2=C(C(=C(S2)SC)C3=NC(=NC=C3)SCC(=O)NC4=CC=C(C=C4)Cl)C,Unspecified,,,,11.2202,IC50,=,11220.2,nM,
4,103488949,2820912,CC1=CSC(=N1)C2=C(C(=C(S2)SC)C3=NC(=NC=C3)SCC(=O)NC4=CC=C(C=C4)Cl)C,Unspecified,,,,11,IC50,=,11000,nM,
5,103489099,2744846,CC1=NC(=CS1)C2=NC(=CS2)C3=NC(=NC=C3)SCC(=O)NC4=CC=C(C=C4)Cl,Unspecified,,,,14.1254,IC50,=,14125.4,nM,
