PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Data Validity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Comment reflecting whether the values for this activity measurement are likely to be correct
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,312478858,118737648,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)O)NC(=O)OCC2=CC=CC=C2,Active,,,,0.00024,IC50,=,0.24,nM,
2,504797094,172441308,CC(C)[C@@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C[C@@H]2CCNC2=O)C=O)OC(C)(C)C)NC(=O)OC(C)(C)C,Active,,,,0.026,IC50,=,26,nM,
3,504800216,172443461,C[C@H]1C[C@H](N(C1)C(=O)[C@H](C(C)C)NC(=O)OC(C)(C)C)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C=O,Active,,,,0.00233,IC50,=,2.33,nM,
4,504801346,172444255,CC(C)[C@@H](C(=O)N1C[C@@H]2CCC[C@@H]2[C@H]1C(=O)N[C@@H](C[C@@H]3CCNC3=O)C=O)NC(=O)OC(C)(C)C,Active,,,,0.1434,IC50,=,143.4,nM,
5,504805304,172446975,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O)NC(=O)[C@H](C(C)C)NC(=O)OC(C)(C)C,Active,,,,2e-05,IC50,=,0.02,nM,
6,504806518,172447845,CC(C)[C@@H](C(=O)N1C[C@H](C[C@H]1C(=O)N[C@@H](C[C@@H]2CCNC2=O)C=O)OC)NC(=O)OC(C)(C)C,Active,,,,7e-06,IC50,=,0.007,nM,Outside typical range
7,504834949,172467607,CC([C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](C[C@@H]2CCNC2=O)C=O)NC(=O)OC(C)(C)C)OC(C)(C)C,Active,,,,2.2e-05,IC50,=,0.022,nM,
8,504838646,170690120,CC(C)[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](C[C@@H]2CCNC2=O)C=O)NC(=O)OC(C)(C)C,Active,,,,2e-05,IC50,=,0.02,nM,
