PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,103165116,5280443,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,Active,,,,3.02,IC50,=,3020,nM,Dtt Insensitive
2,103167026,5281605,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)O)O,Active,,,,0.02,IC50,=,20,nM,Dtt Insensitive
3,103167143,4534,CC(CC1=CC(=C(C=C1)O)O)C(C)CC2=CC(=C(C=C2)O)O,Active,,,,2.59,IC50,=,2590,nM,Dtt Insensitive
4,103168678,54747,CC(=O)N(C(=O)NC)OC(=O)NC,Active,,,,1.33,IC50,=,1330,nM,Dtt Insensitive
5,103169156,3883,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F,Active,,,,0.39,IC50,=,390,nM,Dtt Insensitive
6,103169156,3883,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F,Active,,,,1.6,IC50,=,1600,nM,Dtt Insensitive
7,103192812,4124851,CN1C(=O)N(C(=O)S1)CC2=CC=CC=C2,Active,,,,0.14,IC50,=,140,nM,Dtt Insensitive
8,103209798,1242,C1CNCC(C2=CC(=C(C=C21)O)O)C3=CC=CC=C3,Active,,,,2.8,IC50,=,2800,nM,Dtt Insensitive
9,103215707,707055,C1=CC=C(C=C1)NC2=NNC(=S)S2,Active,,,,0.39,IC50,=,390,nM,Dtt Insensitive
10,103226312,65064,C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,Active,,,,1.58,IC50,=,1580,nM,Dtt Insensitive
11,103226312,65064,C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,Active,,,,0.72,IC50,=,720,nM,Dtt Insensitive
12,103233114,3194,C1=CC=C(C=C1)N2C(=O)C3=CC=CC=C3[Se]2,Active,,,,0.03,IC50,=,30,nM,Dtt Insensitive
13,103242188,441386,CC(C)NC1=C(N=CC=C1)N2CCN(CC2)C(=O)C3=CC4=C(N3)C=CC(=C4)NS(=O)(=O)C.CS(=O)(=O)O,Active,,,,3.99,IC50,=,3990,nM,Dtt Insensitive
14,103244999,7099,C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N,Active,,,,0.36,IC50,=,360,nM,Dtt Insensitive
15,103250959,3117,CCN(CC)C(=S)SSC(=S)N(CC)CC,Active,,,,0.22,IC50,=,220,nM,Dtt Insensitive
16,103252042,439647,CC1=CC=C(C=C1)S(=O)(=O)N[C@@H](CC2=CC=CC=C2)C(=O)CCl,Active,,,,1.37,IC50,=,1370,nM,Dtt Insensitive
17,103258907,5281672,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,Active,,,,0.22,IC50,=,220,nM,Dtt Insensitive
18,103258907,5281672,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,Active,,,,0.4,IC50,=,400,nM,Dtt Insensitive
19,103259617,135403797,C1=CC2=CC(=C(C(=C2C(=O)C(=C1)O)O)O)O,Active,,,,4.58,IC50,=,4580,nM,Dtt Insensitive
20,103315611,40399,C1=CC(=C(C(=C1C(=O)C2=CC(=C(C(=C2)O)O)O)O)O)O,Active,,,,4.38,IC50,=,4380,nM,Dtt Insensitive
21,103321621,10757,C1=CC=C(C=C1)C(=O)CCl,Active,,,,0.19,IC50,=,190,nM,Dtt Insensitive
22,103333777,697993,C1=CC=C2C(=C1)NC(=S)S2,Active,,,,1.74,IC50,=,1740,nM,Dtt Insensitive
23,103341569,5281792,C1=CC(=C(C=C1C[C@H](C(=O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O)O,Active,,,,3.86,IC50,=,3860,nM,Dtt Insensitive
24,103348690,5455,CN(C)C(=S)SSC(=S)N(C)C,Active,,,,0.05,IC50,=,50,nM,Dtt Insensitive
25,103361206,123810,C1=CC(=CC=C1CCCCCCCCCCCCCCC(=O)O)I,Active,,,,2.25,IC50,=,2250,nM,Dtt Insensitive
26,103403059,3799,C=CC(=O)C1=CC2=CC=CC=C2C=C1,Active,,,,1.24,IC50,=,1240,nM,Dtt Insensitive
27,103427368,6842,C[N+]1=C2C=C(C=CC2=CC3=C1C=C(C=C3)N)N.[Cl-],Active,,,,4.98,IC50,=,4980,nM,Dtt Insensitive
28,103443363,47318,CC1=C(SSC1=S)C2=NC=CN=C2,Active,,,,0.21,IC50,=,210,nM,Dtt Insensitive
29,103443363,47318,CC1=C(SSC1=S)C2=NC=CN=C2,Active,,,,0.62,IC50,=,620,nM,Dtt Insensitive
30,103456913,11393719,CCN1C2=C(C=NC=C2CNC3CCNCC3)N=C1C4=NON=C4N,Active,,,,2.07,IC50,=,2070,nM,Dtt Insensitive
31,103462665,8371,C1(=C(C(=O)C(=C(C1=O)Cl)Cl)Cl)Cl,Active,,,,0.02,IC50,<,20,nM,Dtt Insensitive
32,103512862,5388906,CN(C)CC[C@@](C1=CC=CC2=CC=CC=C21)([C@H](C3=CC=CC=C3)C4=C(N=C5C=CC(=CC5=C4)Br)OC)O,Active,,,,4.36,IC50,=,4360,nM,Dtt Insensitive
33,103520325,690730,C1=CC=C(C=C1)N2C(=S)N=NN2,Active,,,,2.36,IC50,=,2360,nM,Dtt Insensitive
34,103526767,8606,C1C=CCC2C1C(=O)N(C2=O)SC(Cl)(Cl)Cl,Active,,,,0.67,IC50,=,670,nM,Dtt Insensitive
