PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,242422214,5301513,C1=CC=C(C=C1)NC(=O)CN2C(=O)C3=C(S2)C=C(C=C3)F,Active,,,,6.4,IC50,=,6400,nM,
2,482051901,168272555,C1CCC(CC1)NC(=O)CN2C(=O)C3=C(S2)C=C(C=C3)F,Active,,,,7.9,IC50,=,7900,nM,
3,482053855,5301519,C1=CC=C(C=C1)CNC(=O)CN2C(=O)C3=C(S2)C=C(C=C3)F,Unspecified,,,Potential missing data,,IC50,,,,NA
4,482067106,168283642,C1=CC=C(C=C1)NC(=O)N2C(=O)C3=C(S2)C=C(C=C3)F,Unspecified,,,,15.3,IC50,=,15300,nM,
5,482070988,5304232,C1=CC2=C(C=C1F)SN(C2=O)CC(=O)NC3=CC(=CC(=C3)Cl)Cl,Unspecified,,,Potential missing data,,IC50,,,,NA
6,482072917,168287861,C1=CC(=CC=C1C(F)(F)F)NC(=O)CN2C(=O)C3=C(S2)C=C(C=C3)F,Unspecified,,,Potential missing data,,IC50,,,,NA
7,482075938,168290033,CC(=O)NCN1C(=O)C2=C(S1)C=C(C=C2)F,Unspecified,,,Potential missing data,,IC50,,,,NA
8,482077642,168291287,COC1=CC(=CC(=C1)NC(=O)CN2C(=O)C3=C(S2)C=C(C=C3)F)OC,Unspecified,,,Potential missing data,,IC50,,,,NA
