PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,103178476,31593,C1=CC=C(C=C1)CNC(=O)CN2C=CN=C2[N+](=O)[O-],Active,,,,4,EC50,=,4000,nM,
2,103304672,9851116,CN1CCN(CC1)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](CCC3=CC=CC=C3)/C=C/S(=O)(=O)C4=CC=CC=C4,Active,,,,0.04,EC50,=,40,nM,
3,103361822,455772,C1=CC=C(C=C1)C[C@@H](C=O)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)OCC3=CC=CC=C3,Active,,,,0.5,EC50,=,500,nM,
4,475980556,166626565,CC(C)OC1[C@H](CC2=CC=CC=C2O1)NC(=O)[C@H](CC3=CC=CC=C3)NC(=O)N4CCN(CC4)C,Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
5,475981095,166626831,C1[C@@H](C(OC2=CC=CC=C21)O)NC(=O)[C@H](CC3=CC=CC=C3)NC(=O)OCC4=CC=CC=C4,Active,,,,2.9,EC50,=,2900,nM,
6,475982253,166627397,C1[C@@H](C(OC2=C1C=C(C=C2)F)O)NC(=O)[C@H](CC3=CC=CC=C3)NC(=O)OCC4=CC=CC=C4,Active,,,,3.5,EC50,=,3500,nM,
7,475983734,166628151,COC(=O)C1=CC2=C(C=C1)OC([C@H](C2)NC(=O)[C@H](CC3=CC=CC=C3)NC(=O)OCC4=CC=CC=C4)O,Active,,,,3.5,EC50,=,3500,nM,
8,475983838,166628200,C1[C@@H](C(OC2=C1C=C(C=C2)Cl)O)NC(=O)[C@H](CC3=CC=CC=C3)NC(=O)OCC4=CC=CC=C4,Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
9,475984299,166628431,CCOC1[C@H](CC2=CC=CC=C2O1)NC(=O)[C@H](CC3=CC=CC=C3)NC(=O)N4CCN(CC4)C,Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
10,475984427,166628494,CC(C)C(=O)OC1[C@H](CC2=CC=CC=C2O1)NC(=O)[C@H](CC3=CC=CC=C3)NC(=O)N4CCN(CC4)C,Active,,,,10,EC50,=,10000,nM,
11,475985328,166628973,COC1=CC2=C(C=C1)OC([C@H](C2)NC(=O)[C@H](CC3=CC=CC=C3)NC(=O)OCC4=CC=CC=C4)O,Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
12,475992514,166632525,CN1CCN(CC1)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@H]3CC4=CC=CC=C4OC3O,Unspecified,,,,20,EC50,>,20000,nM,
13,475992834,166632684,CC1=CC2=C(C=C1)OC([C@H](C2)NC(=O)[C@H](CC3=CC=CC=C3)NC(=O)OCC4=CC=CC=C4)O,Active,,,,5.7,EC50,=,5700,nM,
14,475995670,166634099,CCC(=O)OC1[C@H](CC2=CC=CC=C2O1)NC(=O)[C@H](CC3=CC=CC=C3)NC(=O)N4CCN(CC4)C,Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
15,475998409,166635462,CC(=O)OC1[C@H](CC2=CC=CC=C2O1)NC(=O)[C@H](CC3=CC=CC=C3)NC(=O)N4CCN(CC4)C,Unspecified,,,,13,EC50,=,13000,nM,
