PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,381838043,121304016,CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@@H]1[C@H]([C@H]([C@](O1)(C#N)C2=CC=C3N2N=CN=C3N)O)O)OC4=CC=CC=C4,Active,,,,4.9,CC50,=,4900,nM
2,404670079,132135039,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C=O)NC(=O)[C@H](CC2=CC=CC3=CC=CC=C32)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,42.4,CC50,=,42400,nM
3,404671283,132135023,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCCNC1=O)/C=C(\C#N)/C(=O)N)NC(=O)[C@H](CC2=CC=CC3=CC=CC=C32)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,100,CC50,>,100000,nM
4,461563615,155903259,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)[C@H](C(C)(C)C)NC(=O)C(F)(F)F)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C#N)C,Unspecified,,,,100,CC50,>,100000,nM
5,519998228,155369599,CC1=CC(=NO1)C(=O)N[C@@H](CC2=CC=CC3=CC=CC=C32)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]4CCCNC4=O)C=O,Unspecified,,,,30.9,CC50,=,30900,nM
6,520015757,155369691,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C=O)NC(=O)[C@H](CC2=CC=CC3=CC=CC=C32)NC(=O)C4=NOC(=C4)C(F)(F)F,Unspecified,,,,49.9,CC50,=,49900,nM
7,520018864,132135020,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C=O)NC(=O)[C@H](CC2=CC=C(C=C2)F)NC(=O)OCC3=CC=CC=C3,Unspecified,,,,100,CC50,>,100000,nM
8,520021874,155369710,CC1=C(SC=C1)C(=O)N[C@@H](CC2=CC=CC3=CC=CC=C32)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]4CCCNC4=O)C=O,Unspecified,,,,51.5,CC50,=,51500,nM
9,520022449,177650011,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C#N)NC(=O)[C@H](CC2=CC=CC3=CC=CC=C32)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,100,CC50,>,100000,nM
10,520022549,177650058,CC(C)C[C@@H](C(=O)N[C@@H](CN1C=CN=N1)C=O)NC(=O)[C@H](CC2=CC=CC3=CC=CC=C32)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,35.7,CC50,=,35700,nM
11,520023095,177650327,CC(C)C[C@@H](C(=O)N[C@@H](CNC(=O)N1CCC1)C=O)NC(=O)[C@H](CC2=CC=CC3=CC=CC=C32)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,100,CC50,>,100000,nM
12,520023104,177650330,CC1=CC(=NO1)C(=O)N[C@@H](CC2=CC=CC3=CC=CC=C32)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]4CCCNC4=O)C(C(=O)NC5CC5)O,Unspecified,,,,100,CC50,>,100000,nM
13,520063429,132135047,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C=O)NC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)OCC3=CC=CC=C3,Unspecified,,,,100,CC50,>,100000,nM
14,520065492,155470263,CCOC(=O)/C=C/[C@H](C[C@@H]1CCCNC1=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC2=CC=CC3=CC=CC=C32)NC(=O)C4=NOC(=C4)C,Unspecified,,,,100,CC50,>,100000,nM
15,520067533,177661248,CC1=CC(=NO1)C(=O)N[C@@H](CC2=CC=CC3=CC=CC=C32)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]4CCCNC4=O)C(O)S(=O)(=O)[O-].[Na+],Unspecified,,,,58.6,CC50,=,58600,nM
