PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Data Validity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Comment reflecting whether the values for this activity measurement are likely to be correct
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,103174500,3672,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,Unspecified,,,,500,IC50,>,500000,nM,Outside typical range
2,103233114,3194,C1=CC=C(C=C1)N2C(=O)C3=CC=CC=C3[Se]2,Active,,,,1.7,IC50,=,1700,nM,
3,103250959,3117,CCN(CC)C(=S)SSC(=S)N(CC)CC,Active,,,,6.1,IC50,=,6100,nM,
4,242179726,827719,CC12CN(CC(C1=O)(CN(C2)CC3=CC=CC=C3)C)CC4=CC=CC=C4,Active,,,,0.9,IC50,=,900,nM,
5,242268255,580199,CC(=O)N1CC2(CN(CC(C1)(C2=O)C)C(=O)C)C,Unspecified,,,,18.5,IC50,=,18500,nM,
6,469946668,823176,CC12CN(CC(C1=O)(CN(C2)CC#N)C)CC#N,Active,,,,5.5,IC50,=,5500,nM,
7,475978890,166625734,CC12CC(CN(C1)C(=O)OC(C)(C)C)(CN(C2)C(=O)OC(C)(C)C)C,Unspecified,,,,17.9,IC50,=,17900,nM,
