PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,520003476,171088162,C1CNC(=O)[C@@H]1C[C@@H](C=O)NC(=O)[C@@H]2CC(CN2C(=O)C3=CC4=CC=CC=C4N3)(F)F,Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
2,520003966,171088254,C[C@H](C1CCCCC1)C(=O)N2C[C@H]3[C@@H]([C@H]2C(=O)N[C@@H](C[C@@H]4CCNC4=O)C=O)C3(C)C,Active,,,,0.3,EC50,=,300,nM,
3,520004861,166964235,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)C3=CC4=CC=CC=C4N3)C(=O)N[C@@H](C[C@@H]5CCNC5=O)C=O)C,Active,,,,2.5,EC50,=,2500,nM,
4,520006939,171088036,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)C3=CC4=C(N3)C(=CC=C4)C(F)(F)F)C(=O)N[C@@H](C[C@@H]5CCNC5=O)C=O)C,Active,,,,0.24,EC50,=,240,nM,
5,520008341,177383312,C1C[C@H](N(C1)C(=O)C2=CC3=CC=CC=C3N2)C(=O)N[C@@H](C[C@@H]4CCNC4=O)C=O,Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
6,520009572,171088170,C[C@@H](C1CCCCC1)C(=O)N2C[C@H]3[C@@H]([C@H]2C(=O)N[C@@H](C[C@@H]4CCNC4=O)C=O)C3(C)C,Active,,,,0.47,EC50,=,470,nM,
7,520041209,171088199,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)C3=CC4=C(N3)C=CC(=C4)F)C(=O)N[C@@H](C[C@@H]5CCNC5=O)C=O)C,Active,,,,4,EC50,=,4000,nM,
8,520041241,171088041,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)C3=CC4=C(N3)C(=CC=C4)F)C(=O)N[C@@H](C[C@@H]5CCNC5=O)C=O)C,Active,,,,0.72,EC50,=,720,nM,
9,520041380,171088286,CC1CC(C1)C(=O)N2C[C@H]3[C@@H]([C@H]2C(=O)N[C@@H](C[C@@H]4CCNC4=O)C=O)C3(C)C,Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
10,520041402,169085816,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)C3=CC4=C(N3)C=CC=C4OC)C(=O)N[C@@H](C[C@@H]5CCNC5=O)C=O)C,Active,,,,8.8,EC50,=,8800,nM,
11,520041508,171088026,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)C(C)(C)C3=CC=CC=C3)C(=O)N[C@@H](C[C@@H]4CCNC4=O)C=O)C,Active,,,,0.343,EC50,=,343,nM,
12,520041834,171088045,CC(C)OC1=CC=CC2=C1C=C(N2)C(=O)N3C[C@H]4[C@@H]([C@H]3C(=O)N[C@@H](C[C@@H]5CCNC5=O)C=O)C4(C)C,Active,,,,0.25,EC50,=,250,nM,
13,520042342,171088334,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)C3=CC4=C(C=CC=C4N3)C#N)C(=O)N[C@@H](C[C@@H]5CCNC5=O)C=O)C,Active,,,,8.5,EC50,=,8500,nM,
14,520042376,171088028,C[C@@H](C1=CC=CC=C1)C(=O)N2C[C@H]3[C@@H]([C@H]2C(=O)N[C@@H](C[C@@H]4CCNC4=O)C=O)C3(C)C,Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
15,520043937,171088039,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)C3(CCCC3)C4=CC=CC=C4)C(=O)N[C@@H](C[C@@H]5CCNC5=O)C=O)C,Active,,,,0.11,EC50,=,110,nM,
16,520044176,171088179,CC(C)C1=C2C=C(NC2=C(C=C1)F)C(=O)N3C[C@H]4[C@@H]([C@H]3C(=O)N[C@@H](C[C@@H]5CCNC5=O)C=O)C4(C)C,Active,,,,0.12,EC50,=,120,nM,
17,520045150,171088359,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)C3=CC4=C(N3)C(=CC=C4)OC)C(=O)N[C@@H](C[C@@H]5CCNC5=O)C=O)C,Active,,,,1.3,EC50,=,1300,nM,
18,520046224,171088085,CC1=C2C(=CC=C1)C=C(N2)C(=O)N3C[C@H]4[C@@H]([C@H]3C(=O)N[C@@H](C[C@@H]5CCNC5=O)C=O)C4(C)C,Active,,,,1.3,EC50,=,1300,nM,
19,520046354,171088120,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)CC3=CC=CC=C3)C(=O)N[C@@H](C[C@@H]4CCNC4=O)C=O)C,Active,,,,0.53,EC50,=,530,nM,
20,520047511,171088064,C[C@H](C1=CC=CC=C1)C(=O)N2C[C@H]3[C@@H]([C@H]2C(=O)N[C@@H](C[C@@H]4CCNC4=O)C=O)C3(C)C,Active,,,,0.3,EC50,=,300,nM,
21,520047966,171088299,CC(C)C1=C2C=C(NC2=C(C=C1)Cl)C(=O)N3C[C@H]4[C@@H]([C@H]3C(=O)N[C@@H](C[C@@H]5CCNC5=O)C=O)C4(C)C,Active,,,,0.27,EC50,=,270,nM,
22,520048305,171088365,CC1CCC(CC1)CC(=O)N2C[C@H]3[C@@H]([C@H]2C(=O)N[C@@H](C[C@@H]4CCNC4=O)C=O)C3(C)C,Active,,,,0.16,EC50,=,160,nM,
23,520048390,171088279,CC1=C2C=C(NC2=CC=C1)C(=O)N3C[C@H]4[C@@H]([C@H]3C(=O)N[C@@H](C[C@@H]5CCNC5=O)C=O)C4(C)C,Active,,,,1.4,EC50,=,1400,nM,
24,520048400,171088035,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)C3(CC3)C4=CC=CC=C4)C(=O)N[C@@H](C[C@@H]5CCNC5=O)C=O)C,Active,,,,0.196,EC50,=,196,nM,
