PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,103165116,5280443,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,Unspecified,,,,10,IC50,>,10000,nM,Ic50 Mers 3Cl-Pro
2,103167026,5281605,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)O)O,Unspecified,,,,10,IC50,>,10000,nM,Ic50 Mers 3Cl-Pro
3,103167143,4534,CC(CC1=CC(=C(C=C1)O)O)C(C)CC2=CC(=C(C=C2)O)O,Unspecified,,,,10,IC50,>,10000,nM,Ic50 Mers 3Cl-Pro
4,103168678,54747,CC(=O)N(C(=O)NC)OC(=O)NC,Unspecified,,,,10,IC50,>,10000,nM,Ic50 Mers 3Cl-Pro
5,103169156,3883,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F,Unspecified,,,,10,IC50,>,10000,nM,Ic50 Mers 3Cl-Pro
6,103226312,65064,C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,Unspecified,,,,10,IC50,>,10000,nM,Ic50 Mers 3Cl-Pro
7,103226312,65064,C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,Unspecified,,,,10,IC50,>,10000,nM,Ic50 Mers 3Cl-Pro
8,103233114,3194,C1=CC=C(C=C1)N2C(=O)C3=CC=CC=C3[Se]2,Unspecified,,,,10,IC50,>,10000,nM,Ic50 Mers 3Cl-Pro
9,103242188,441386,CC(C)NC1=C(N=CC=C1)N2CCN(CC2)C(=O)C3=CC4=C(N3)C=CC(=C4)NS(=O)(=O)C.CS(=O)(=O)O,Unspecified,,,,10,IC50,>,10000,nM,Ic50 Mers 3Cl-Pro
10,103244999,7099,C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N,Unspecified,,,,10,IC50,>,10000,nM,Ic50 Mers 3Cl-Pro
11,103250959,3117,CCN(CC)C(=S)SSC(=S)N(CC)CC,Unspecified,,,,26.8,IC50,=,26800,nM,Ic50 Mers 3Cl-Pro
12,103258907,5281672,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,Unspecified,,,,10,IC50,>,10000,nM,Ic50 Mers 3Cl-Pro
13,103264620,667639,C1=CC(=C(C=C1/C=C/C2=CC(=CC(=C2)O)O)O)O,Unspecified,,,,10,IC50,>,10000,nM,Ic50 Mers 3Cl-Pro
14,103290984,17534,C1=CC=C2C(=C1)C=CC3=C2C=C(C4=CC=CC=C34)N,Unspecified,,,,10,IC50,>,10000,nM,Ic50 Mers 3Cl-Pro
15,103303757,2161,CC(C)C1=CC2=C(C=C1)OC3=NC(=C(C=C3C2=O)C(=O)O)N,Unspecified,,,,10,IC50,>,10000,nM,Ic50 Mers 3Cl-Pro
16,103315611,40399,C1=CC(=C(C(=C1C(=O)C2=CC(=C(C(=C2)O)O)O)O)O)O,Unspecified,,,,10,IC50,>,10000,nM,Ic50 Mers 3Cl-Pro
17,103333777,697993,C1=CC=C2C(=C1)NC(=S)S2,Unspecified,,,,10,IC50,>,10000,nM,Ic50 Mers 3Cl-Pro
18,103341569,5281792,C1=CC(=C(C=C1C[C@H](C(=O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O)O,Unspecified,,,,10,IC50,>,10000,nM,Ic50 Mers 3Cl-Pro
19,103348690,5455,CN(C)C(=S)SSC(=S)N(C)C,Unspecified,,,,10,IC50,>,10000,nM,Ic50 Mers 3Cl-Pro
20,103361206,123810,C1=CC(=CC=C1CCCCCCCCCCCCCCC(=O)O)I,Unspecified,,,,10,IC50,>,10000,nM,Ic50 Mers 3Cl-Pro
21,103403059,3799,C=CC(=O)C1=CC2=CC=CC=C2C=C1,Unspecified,,,,10,IC50,>,10000,nM,Ic50 Mers 3Cl-Pro
22,103443363,47318,CC1=C(SSC1=S)C2=NC=CN=C2,Unspecified,,,,10,IC50,>,10000,nM,Ic50 Mers 3Cl-Pro
23,103443363,47318,CC1=C(SSC1=S)C2=NC=CN=C2,Unspecified,,,,10,IC50,>,10000,nM,Ic50 Mers 3Cl-Pro
24,103526767,8606,C1C=CCC2C1C(=O)N(C2=O)SC(Cl)(Cl)Cl,Unspecified,,,,10,IC50,>,10000,nM,Ic50 Mers 3Cl-Pro
25,103564705,219104,CCC(C)SSC1=NC=CN1,Active,,,,7.6,IC50,=,7600,nM,Ic50 Mers 3Cl-Pro
26,103574750,5353431,CC1=CC=C(C=C1)S(=O)(=O)/C=C/C#N,Unspecified,,,,10,IC50,>,10000,nM,Ic50 Mers 3Cl-Pro
27,103575124,3906779,C1=CC=C(C=C1)S(=O)C2=NN3C(=NN=N3)C=C2,Unspecified,,,,10.1,IC50,=,10100,nM,Ic50 Mers 3Cl-Pro
28,103577988,5353432,CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)/C=C/C#N,Unspecified,,,,10,IC50,>,10000,nM,Ic50 Mers 3Cl-Pro
29,103582308,,,Unspecified,,,,10,IC50,>,10000,nM,Ic50 Mers 3Cl-Pro
30,103586761,10224714,CC[C@H](CO)NC1=NC(=C2C(=N1)N(C=N2)C(C)C)NCC3=CC=C(C=C3)C4=CC=CC=N4,Unspecified,,,,10,IC50,>,10000,nM,Ic50 Mers 3Cl-Pro
31,103590358,30623,CC(CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2,Unspecified,,,,10,IC50,>,10000,nM,Ic50 Mers 3Cl-Pro
