PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,461563615,155903259,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)[C@H](C(C)(C)C)NC(=O)C(F)(F)F)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C#N)C,Active,,,,0.38,EC50,=,380,nM,
2,482056164,164946686,C1CN([C@@H](CN1C(=O)C2=CN=CC=C2)C(=O)NCC3=CC=CS3)C4=CC(=C(C=C4)Cl)Cl,Active,,,,1.3,EC50,=,1300,nM,
3,504795123,172439914,COC1=C(C=NC=C1)C(=O)N2CCN([C@@H](C2)C(=O)NCC3=CC=C(S3)F)C4=CC(=C(C=C4)Cl)Cl.Cl,Active,,,,1.4,EC50,=,1400,nM,
4,504798027,172441968,C1CN([C@@H](CN1C(=O)C2=CN=CC=C2)C(=O)NS(=O)(=O)C3=CC=CS3)C4=CC(=C(C=C4)Cl)Cl,Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
5,504802610,172445110,CN(CC1=CC=CS1)C(=O)[C@@H]2CN(CCN2C3=CC(=C(C=C3)Cl)Cl)C(=O)C4=CN=CC=C4,Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
6,504804619,172446528,C1CN([C@@H](CN1C(=O)C2=CC(=CN=C2)F)C(=O)NCC3=CC=CS3)C4=CC(=C(C=C4)Cl)Cl,Active,,,,1.5,EC50,=,1500,nM,
7,504807455,172448488,C1CN([C@@H](CN1C(=O)C2=C(C=CN=C2)Cl)C(=O)NCC3=CC=CS3)C4=CC(=C(C=C4)Cl)Cl,Active,,,,3.1,EC50,=,3100,nM,
8,504808781,172449400,COC1=C(C=NC=C1)C(=O)N2CCN([C@@H](C2)C(=O)NCC3=CC=CS3)C4=CC(=C(C=C4)Cl)Cl.Cl,Active,,,,0.53,EC50,=,530,nM,
9,504809382,172449828,C1CN([C@@H](CN1C(=O)C2=CN=CC=C2)C(=O)NCC3=CC=C(S3)F)C4=CC(=C(C=C4)Cl)Cl,Active,,,,1.5,EC50,=,1500,nM,
10,504810742,172450760,C1CN([C@@H](CN1C(=O)C2=CC(=CN=C2)O)C(=O)NCC3=CC=CS3)C4=CC(=C(C=C4)Cl)Cl,Unspecified,,,,15,EC50,=,15000,nM,
11,504810926,172450899,C1CN([C@@H](CN1C(=O)C2=CN=CC=C2)C(=O)NCC3=CC=C(S3)Br)C4=CC(=C(C=C4)Cl)Cl,Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
12,504815609,172454142,COC1=C(C=NC=C1)C(=O)N2CCN([C@@H](C2)C(=O)NC3=CC=C(C=C3)OC(F)F)C4=CC(=C(C=C4)Cl)Cl,Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
13,504824037,172459989,C1CN([C@@H](CN1C(=O)C2=CC(=O)NC3=CC=CC=C32)C(=O)NCC4=CC=CS4)C5=CC(=C(C=C5)Cl)Cl,Active,,,,5.4,EC50,=,5400,nM,
14,504824348,169449362,COC1=C(C=NC=C1)C(=O)N2CCN([C@@H](C2)C(=O)NCC3=CC=CS3)C4=CC(=C(C=C4)Cl)Cl,Active,,,,0.78,EC50,=,780,nM,
15,504826980,172439915,COC1=C(C=NC=C1)C(=O)N2CCN([C@@H](C2)C(=O)NCC3=CC=C(S3)F)C4=CC(=C(C=C4)Cl)Cl,Active,,,,1.5,EC50,=,1500,nM,
16,504827342,172462264,C1CN([C@@H](CN1C(=O)C2=C3C(=CN=C2)C=CN3)C(=O)NCC4=CC=CS4)C5=CC(=C(C=C5)Cl)Cl.Cl,Active,,,,0.53,EC50,=,530,nM,
17,504831263,172464972,COC1=CC=C(C=C1)NC(=O)[C@@H]2CN(CCN2C3=CC(=C(C=C3)Cl)Cl)C(=O)C4=CN=CC=C4,Active,,,,0.74,EC50,=,740,nM,
18,504832237,172465659,COC1=C(C=NC=C1)C(=O)N2CCN([C@@H](C2)C(=O)NC3=CC(=C(C(=C3)F)OC)F)C4=CC(=C(C=C4)Cl)Cl,Active,,,,3.1,EC50,=,3100,nM,
19,504833680,172466703,COC1=C(C=NC=C1)C(=O)N2CCN([C@@H](C2)C(=O)NC3=CC(=C(C=C3OC)OC)F)C4=CC(=C(C=C4)Cl)Cl,Active,,,,1.5,EC50,=,1500,nM,
20,504837231,169494153,COC1=CC=C(C=C1)NC(=O)[C@@H]2CN(CCN2C3=CC(=C(C=C3)Cl)Cl)C(=O)C4=C(C=CN=C4)OC.Cl,Active,,,,0.4,EC50,=,400,nM,
21,504838065,169494154,COC1=CC=C(C=C1)NC(=O)[C@@H]2CN(CCN2C3=CC(=C(C=C3)Cl)Cl)C(=O)C4=C(C=CN=C4)OC,Active,,,,0.62,EC50,=,620,nM,
22,504839505,172462265,C1CN([C@@H](CN1C(=O)C2=C3C(=CN=C2)C=CN3)C(=O)NCC4=CC=CS4)C5=CC(=C(C=C5)Cl)Cl,Active,,,,0.54,EC50,=,540,nM,
