PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Data Validity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Comment reflecting whether the values for this activity measurement are likely to be correct
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,103196897,11199915,CC(C)[C@@H](C(=O)NC(CC1=CC=CC=C1)C=O)NC(=O)OCC2=CC=CC=C2,Active,,,,0.0025,IC50,=,2.5,nM,
2,103304672,9851116,CN1CCN(CC1)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](CCC3=CC=CC=C3)/C=C/S(=O)(=O)C4=CC=CC=C4,Active,,,,0.00068,IC50,=,0.68,nM,
3,103565462,23631927,CC(C)(C)OC(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)NNC(=O)OCC(=O)N3CCCC4=CC=CC=C43,Active,,,,0.0069,IC50,=,6.9,nM,
4,103565628,16725315,CCC1=CC=CC=C1NC(=O)CSC(=O)NNC(=O)[C@H](CC2=CNC3=CC=CC=C32)NC(=O)OC(C)(C)C,Active,,,,0.056,IC50,=,56,nM,
5,103570663,5375570,C/C(=N/NC(=S)N)/C1=CC=CS1,Active,,,,5.33,IC50,=,5330,nM,
6,103724215,2536,CN(C)C(=O)COC(=O)CC1=CC=C(C=C1)OC(=O)C2=CC=C(C=C2)N=C(N)N,Active,,,,10,IC50,=,10000,nM,
7,461553528,162670362,CC(C)(C)[C@@H](C(=O)N[C@@H](CCON=C(N)N)C(=O)NCC1=CC=C(C=C1)C(=N)N)NC(=O)[C@H](CCON=C(N)N)NC(=O)CC2=CC=C(C=C2)CN=C(N)N,Unspecified,,,,,IC50,=,0,nM,Outside typical range
8,494397967,171344389,CCCCCCCCCCC(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@H](C(C)C)C(=O)N[C@H](CCCCN)C(=C)N[C@@H](CCCN=C(N)N)C(=O)Cl,Unspecified,,,,75,IC50,=,75000,nM,
