PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,103242514,159516,CC1=C(C(=O)C=C2C1=CC=C3[C@]2(CC[C@@]4([C@@]3(CC[C@@]5([C@H]4C[C@](CC5)(C)C(=O)OC)C)C)C)C)O,Active,,,,3.1,Ki,=,3100,nM,
2,103242606,101520,C[C@@H]1C[C@@H]2[C@@](CC[C@]3([C@]2(CC[C@@]4(C3=CC=C5C4=CC(=O)C(=C5C)O)C)C)C)(CC1=O)C,Active,,,,4,Ki,=,4000,nM,
3,103242969,122724,CC1=C(C(=O)C=C2C1=CC=C3[C@]2(CC[C@@]4([C@@]3(CC[C@@]5([C@H]4C[C@](CC5)(C)C(=O)O)C)C)C)C)O,Active,,,,4.2,Ki,=,4200,nM,
4,103340697,,,Inconclusive,,,Potential missing data,,Ki,,,,Not Determined
5,103741907,46881919,CC1=CC[C@@]2(CC[C@@]3(C4=CC=C5C(=C(C(=O)C=C5[C@@]4(CC[C@]3([C@@H]2C1)C)C)O)C)C)C,Active,,,,0.8,Ki,=,800,nM,
6,103741908,10411574,CC1=C2CC=C3[C@](C2=CC(=C1O)O)(CC[C@@]4([C@@]3(CC[C@@]5([C@H]4C[C@](CC5)(C)C(=O)O)C)C)C)C,Inconclusive,,,Potential missing data,,Ki,,,,Not Determined
