PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103169732,2719,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,Active,,,,8,IC50,=,8000,nM
2,103725610,6227694,C1=CC=C(C=C1)CN2/C(=C(\C3=CC=CC=C3)/O)/C(=O)C4=CC=CC=C4S2(=O)=O,Unspecified,,,,25,IC50,>,25000,nM
3,381838043,121304016,CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@@H]1[C@H]([C@H]([C@](O1)(C#N)C2=CC=C3N2N=CN=C3N)O)O)OC4=CC=CC=C4,Active,,,,7.01,IC50,=,7010,nM
4,461514650,162643094,C1=CC=C2C(=C1)C(=O)/C(=C(/C3=CC=C(C=C3)C#N)\O)/N(S2(=O)=O)CC(=O)C4=CC(=C(C=C4)F)Cl,Unspecified,,,,25,IC50,>,25000,nM
5,461518991,162646173,C1=CC=C2C(=C1)C(=O)/C(=C(/C3=CC=C(C=C3)F)\O)/N(S2(=O)=O)CC(=O)NC4=CC(=CC=C4)F,Unspecified,,,,15.3,IC50,=,15300,nM
6,461519165,162646301,C1=CC(=CC(=C1)OC(F)(F)F)NC(=O)CN2/C(=C(\C3=CC(=C(C=C3)F)Cl)/O)/C(=O)C4=C(S2(=O)=O)C=C(C=C4)F,Active,,,,3.1,IC50,=,3100,nM
7,461521440,162647894,COC1=CC=C(C=C1)/C(=C\2/C(=O)C3=CC=CC=C3S(=O)(=O)N2CC(=O)NC4=CC=C(C=C4)C(F)(F)F)/O,Active,,,,8.6,IC50,=,8600,nM
8,461525425,162650674,C1=CC=C2C(=C1)C(=O)/C(=C(/C3=CC(=C(C=C3)F)Cl)\O)/N(S2(=O)=O)/C=C/C(=O)NC4=CC(=CC=C4)OC(F)(F)F,Active,,,,6.6,IC50,=,6600,nM
9,461525440,162650685,C1=CC=C2C(=C1)C(=O)/C(=C(/C3=CC(=CC=C3)Cl)\O)/N(S2(=O)=O)CC(=O)NC4=CC=C(C=C4)C(F)(F)F,Active,,,,4.1,IC50,=,4100,nM
10,461526553,162651441,CNC1=CC2=C(C=C1)C(=O)/C(=C(/C3=CC(=C(C=C3)F)Cl)\O)/N(S2(=O)=O)CC(=O)NC4=CC=C(C=C4)C(F)(F)F,Unspecified,,,,13.8,IC50,=,13800,nM
11,461526687,162651529,C1=CC=C2C(=C1)C(=O)/C(=C(/C3=CC=C(C=C3)C#N)\O)/N(S2(=O)=O)CC(=O)NC4=CC=C(C=C4)C(F)(F)F,Active,,,,9.3,IC50,=,9300,nM
12,461527263,162651929,COC1=CC=C(C=C1)/C(=C\2/C(=O)C3=CC=CC=C3S(=O)(=O)N2CC(=O)NC4=CC(=CC=C4)OC(F)(F)F)/O,Unspecified,,,,11.6,IC50,=,11600,nM
13,461530766,162654413,C1=CC=C2C(=C1)C(=O)/C(=C(/C3=CC=CC(=C3)C#N)\O)/N(S2(=O)=O)CC(=O)NC4=CC(=CC=C4)OC(F)(F)F,Unspecified,,,,14.3,IC50,=,14300,nM
14,461531795,162655135,C1=CC=C2C(=C1)C(=O)/C(=C(/C3=CC=C(C=C3)F)\O)/N(S2(=O)=O)CC(=O)NC4=CC=C(C=C4)C(F)(F)F,Active,,,,5.3,IC50,=,5300,nM
15,461533430,162656269,C1=CC=C(C=C1)NC(=O)CN2/C(=C(\C3=CC=C(C=C3)F)/O)/C(=O)C4=CC=CC=C4S2(=O)=O,Unspecified,,,,25,IC50,>,25000,nM
16,461533924,162656610,C1=CC(=CC(=C1)Cl)NC(=O)CN2/C(=C(\C3=CC(=C(C=C3)F)Cl)/O)/C(=O)C4=C(S2(=O)=O)C=C(C=C4)F,Active,,,,2.2,IC50,=,2200,nM
17,461533941,162656623,C1=CC=C(C=C1)/C(=C\2/C(=O)C3=CC=CC=C3S(=O)(=O)N2CC(=O)NC4=CC(=CC=C4)OC(F)(F)F)/O,Unspecified,,,,11.5,IC50,=,11500,nM
18,461535802,162657945,C1=CC=C2C(=C1)C(=O)/C(=C(/C3=CC(=C(C=C3)F)Cl)\O)/N(S2(=O)=O)CC(=O)NC4=CC=C(C=C4)C(F)(F)F,Active,,,,2.5,IC50,=,2500,nM
19,461536363,162658359,C1=CC=C2C(=C1)C(=O)/C(=C(/C3=CC=CC(=C3)C#N)\O)/N(S2(=O)=O)CC(=O)C4=CC(=C(C=C4)F)Cl,Unspecified,,,,25,IC50,>,25000,nM
20,461536786,162658665,C1=CC=C2C(=C1)C(=O)/C(=C(/C3=CC=C(C=C3)C#N)\O)/N(S2(=O)=O)CC(=O)NC4=CC(=CC=C4)OC(F)(F)F,Unspecified,,,,14.3,IC50,=,14300,nM
21,461537106,162658868,C1=CC(=CC=C1C(F)(F)F)NC(=O)CN2/C(=C(\C3=CC(=C(C=C3)F)Cl)/O)/C(=O)C4=C(S2(=O)=O)C=C(C=C4)F,Active,,,,0.88,IC50,=,880,nM
22,461537684,162659284,C1=CC=C2C(=C1)C(=O)/C(=C(/C3=CC=C(C=C3)F)\O)/N(S2(=O)=O)CC(=O)NC4=CC(=CC=C4)OC(F)(F)F,Active,,,,8.9,IC50,=,8900,nM
23,461539978,162660933,C1=CC=C2C(=C1)C(=O)/C(=C(/C3=CC=CC(=C3)C#N)\O)/N(S2(=O)=O)CC(=O)NC4=CC=C(C=C4)C(F)(F)F,Unspecified,,,,10.7,IC50,=,10700,nM
24,461540060,162660986,C1=CC=C2C(=C1)C(=O)/C(=C(/C3=CC=C(C=C3)Cl)\O)/N(S2(=O)=O)CC(=O)NC4=CC=C(C=C4)C(F)(F)F,Active,,,,4,IC50,=,4000,nM
25,461540557,162661291,CC(C)C(=O)C1=C(C2=CC=CC=C2S(=O)(=O)N1CC(=O)NC3=CC=C(C=C3)C(F)(F)F)O,Active,,,,7.3,IC50,=,7300,nM
26,461541887,50993035,C1CCC(CC1)NC(=O)CN2/C(=C(\C3=CC=CC=C3)/O)/C(=O)C4=CC=CC=C4S2(=O)=O,Unspecified,,,,25,IC50,>,25000,nM
27,461542794,162662838,CC(C)C(=O)C1=C(C2=CC=CC=C2S(=O)(=O)N1CC(=O)NC3=CC(=CC=C3)OC(F)(F)F)O,Unspecified,,,,10.8,IC50,=,10800,nM
28,461545481,50993036,CCNC(=O)CN1/C(=C(\C2=CC=CC=C2)/O)/C(=O)C3=CC=CC=C3S1(=O)=O,Unspecified,,,,25,IC50,>,25000,nM
29,461547410,162666082,C1=CC=C2C(=C1)C(=O)/C(=C(/C3=CC=C(C=C3)Cl)\O)/N(S2(=O)=O)CC(=O)NC4=CC(=CC=C4)OC(F)(F)F,Active,,,,8.5,IC50,=,8500,nM
30,461548077,162666554,C1=CC=C2C(=C1)C(=O)/C(=C(/C3=CC(=CC=C3)F)\O)/N(S2(=O)=O)CC(=O)NC4=CC=C(C=C4)C(F)(F)F,Active,,,,7,IC50,=,7000,nM
31,461549845,162667784,C1=CC=C2C(=C1)C(=O)/C(=C(/C3=CC(=CC=C3)F)\O)/N(S2(=O)=O)CC(=O)NC4=CC(=CC=C4)OC(F)(F)F,Unspecified,,,,10.1,IC50,=,10100,nM
32,461550294,162668089,C1=CC=C2C(=C1)C(=O)/C(=C(/C3=CC(=C(C=C3)F)Cl)\O)/N(S2(=O)=O)/C=C/C(=O)O,Unspecified,,,,25,IC50,>,25000,nM
33,461550584,162668290,C1=CC=C2C(=C1)C(=O)/C(=C(/C3=CC(=C(C=C3)F)Cl)\O)/N(S2(=O)=O)CC(=O)NC4=CC(=CC=C4)OC(F)(F)F,Active,,,,9.2,IC50,=,9200,nM
34,461550758,162668425,CN1CCN(CC1)C2=CC3=C(C=C2)C(=O)/C(=C(/C4=CC(=C(C=C4)F)Cl)\O)/N(S3(=O)=O)CC(=O)NC5=CC=C(C=C5)C(F)(F)F,Unspecified,,,,14,IC50,=,14000,nM
35,461555050,162671438,C1=CC=C2C(=C1)C(=O)/C(=C(/C3=CC=C(C=C3)F)\O)/N(S2(=O)=O)CC(=O)NC4=CC=CC=C4Cl,Unspecified,,,,25,IC50,>,25000,nM
36,461556864,162672756,C1=CC=C2C(=C1)C(=O)/C(=C(/C3=CC(=CC=C3)Cl)\O)/N(S2(=O)=O)CC(=O)NC4=CC(=CC=C4)OC(F)(F)F,Unspecified,,,,11.9,IC50,=,11900,nM
