PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Data Validity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Comment reflecting whether the values for this activity measurement are likely to be correct
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,103525156,93003,C1=NC2=C(C(=N1)Cl)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Unspecified,,,,48.7,IC50,=,48700,nM,
2,103525157,44427289,C1=CC=C(C=C1)COC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3N=CN=C4Cl)O)O,Unspecified,,,,108,IC50,=,108000,nM,Outside typical range
3,103525158,10446489,COC1=NC=NC2=C1N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Unspecified,,,,300,IC50,>,300000,nM,Outside typical range
4,103525159,9570,CSC1=NC=NC2=C1N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Unspecified,,,,300,IC50,>,300000,nM,Outside typical range
5,103525161,102197,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=C(N=C2Cl)N,Unspecified,,,,300,IC50,>,300000,nM,Outside typical range
6,103525162,10849690,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=CN=C3Cl)CO)O,Unspecified,,,,300,IC50,>,300000,nM,Outside typical range
7,103525163,11207977,C1[C@H](O[C@H]([C@@H]1O)N2C=NC3=C2N=CN=C3Cl)CO,Unspecified,,,,300,IC50,>,300000,nM,Outside typical range
8,103525164,44427291,C1=NC2=C(C(=N1)Cl)N=CN2CCC(CO)CO,Unspecified,,,,300,IC50,>,300000,nM,Outside typical range
9,103525166,44427293,C1=CC=C(C=C1)COCC(CCN2C=NC3=C2N=CN=C3Cl)CO,Unspecified,,,,300,IC50,>,300000,nM,Outside typical range
10,103525167,21624270,C1C(C(C1N2C=NC3=C2N=CN=C3Cl)CO)CO,Unspecified,,,,300,IC50,>,300000,nM,Outside typical range
11,103525169,44427295,C1C(C(C1N2C=NC3=C2N=CN=C3Cl)CO)COCC4=CC=CC=C4,Unspecified,,,,14.5,IC50,=,14500,nM,
12,103525173,104762,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)O)C(=O)N,Unspecified,,,,13.5,IC50,=,13500,nM,
13,103619997,37542,C1=NC(=NN1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N,Unspecified,,,,82,IC50,=,82000,nM,
