PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,103183976,5475158,CN(C)CCCSC1=CC=CC=C1NC(=O)/C=C/C2=CC=CC=C2,Active,,,,5,IC50,=,5000,nM,
2,164136186,71717908,CC1=CC=C(C=C1)C2=CC=C(C2)C(=C)CC3=CC=CC(=C3)C,Unspecified,,,,13,IC50,=,13000,nM,
3,174489203,56973498,C1=CC=C2C(=C1)N=NN2CC(=O)N(CC3=CSC=C3)C4=CC=C(C=C4)C5=CC=NC=C5,Active,,,,2,IC50,=,2000,nM,
4,174489204,56932136,C1=CC=C(C=C1)CNC2=CC=C(C=C2)N(CC3=CSC=C3)C(=O)CN4C5=CC=CC=C5N=N4,Active,,,,1.5,IC50,=,1500,nM,
5,174489205,46861529,CC(C)(C)C(=O)NC1=CC=C(C=C1)N(CC2=CSC=C2)C(=O)CN3C4=CC=CC=C4N=N3,Unspecified,,,,13.3,IC50,=,13300,nM,
6,174489207,46861520,CC(C)(C)NC(=O)C(C1=CSC=C1)N(C2=CC=C(C=C2)NC(=O)C3=CC=CC=C3)C(=O)CN4C5=CC=CC=C5N=N4,Inactive,,,Potential missing data,,IC50,,,,Not Active
7,174489208,45382022,CC(=O)NC1=CC=C(C=C1)N(C(C2=CSC=C2)C(=O)NC(C)(C)C)C(=O)CN3C4=CC=CC=C4N=N3,Active,,,,7.72,IC50,=,7720,nM,
8,174494265,56973495,C1=CC=C2C(=C1)N=NN2CC(=O)N(CC3=CSC=C3)C4=CC=C(C=C4)C5=CN=CC=C5,Active,,,,0.97,IC50,=,970,nM,
9,174499403,46861534,CC(C)COC(=O)NC1=CC=C(C=C1)N(CC2=CSC=C2)C(=O)CN3C4=CC=CC=C4N=N3,Unspecified,,,,10.3,IC50,=,10300,nM,
10,174499404,73349603,CC(C1=CSC=C1)N(C2=CC=C(C=C2)NC(=O)CCOC)C(=O)CN3C4=CC=CC=C4N=N3,Active,,,,3.4,IC50,=,3400,nM,
11,174499405,46861533,CC(C)C(=O)NC1=CC=C(C=C1)N(CC2=CSC=C2)C(=O)CN3C4=CC=CC=C4N=N3,Active,,,,3.6,IC50,=,3600,nM,
12,174504651,46861526,CC(C)COC(=O)NC1=CC=C(C=C1)N(C(C2=CSC=C2)C(=O)NC(C)(C)C)C(=O)CN3C4=CC=CC=C4N=N3,Inactive,,,Potential missing data,,IC50,,,,Not Active
13,174504652,46861522,CC(C)(C)NC(=O)C(C1=CSC=C1)N(C2=CC=C(C=C2)NC(=O)C3CC3)C(=O)CN4C5=CC=CC=C5N=N4,Active,,,,9.1,IC50,=,9100,nM,
14,174504653,46861521,CC(C)(C)C(=O)NC1=CC=C(C=C1)N(C(C2=CSC=C2)C(=O)NC(C)(C)C)C(=O)CN3C4=CC=CC=C4N=N3,Unspecified,,,,22.5,IC50,=,22500,nM,
15,174504654,45382031,CCC(=O)NC1=CC=C(C=C1)N(C(C2=CSC=C2)C(=O)NC(C)(C)C)C(=O)CN3C4=CC=CC=C4N=N3,Active,,,,6.9,IC50,=,6900,nM,
16,174504655,46861530,C1CC1C(=O)NC2=CC=C(C=C2)N(CC3=CSC=C3)C(=O)CN4C5=CC=CC=C5N=N4,Active,,,,4.1,IC50,=,4100,nM,
17,174509777,46861532,C1CCC(CC1)C(=O)NC2=CC=C(C=C2)N(CC3=CSC=C3)C(=O)CN4C5=CC=CC=C5N=N4,Unspecified,,,,22.1,IC50,=,22100,nM,
18,174509778,46861531,C1CC(C1)C(=O)NC2=CC=C(C=C2)N(CC3=CSC=C3)C(=O)CN4C5=CC=CC=C5N=N4,Active,,,,8.1,IC50,=,8100,nM,
19,174509779,46861523,CC(C)(C)NC(=O)C(C1=CSC=C1)N(C2=CC=C(C=C2)NC(=O)C3CCC3)C(=O)CN4C5=CC=CC=C5N=N4,Active,,,,3.8,IC50,=,3800,nM,
20,174509780,45382033,CC(C)(C)NC(=O)C(C1=CSC=C1)N(C2=CC=C(C=C2)N)C(=O)CN3C4=CC=CC=C4N=N3,Unspecified,,,,20,IC50,>,20000,nM,
21,174509781,73352633,CCC(C)(C)NC(=O)[C@@H](C1=CN(C=C1)C)N(C2=CC=C(C=C2)NC(=O)C)C(=O)CN3C4=CC=CC=C4N=N3,Active,,,,6.2,IC50,=,6200,nM,
22,174514938,56973488,COC1=NC=C(C=N1)C2=CC=C(C=C2)N(CC3=CSC=C3)C(=O)CN4C5=CC=CC=C5N=N4,Unspecified,,,,12.5,IC50,=,12500,nM,
23,174514939,56973497,COC1=C(C=CC=N1)C2=CC=C(C=C2)N(CC3=CSC=C3)C(=O)CN4C5=CC=CC=C5N=N4,Active,,,,0.7,IC50,=,700,nM,
24,174514940,56973489,C1=CC=C(C=C1)C2=CC=C(C=C2)N(CC3=CSC=C3)C(=O)CN4C5=CC=CC=C5N=N4,Active,,,,0.051,IC50,=,51,nM,
25,174514941,46861525,CC(C)(C)NC(=O)C(C1=CSC=C1)N(C2=CC=C(C=C2)NC(=O)C3=CC=NO3)C(=O)CN4C5=CC=CC=C5N=N4,Unspecified,,,,26,IC50,=,26000,nM,
26,174514942,45382032,CC(C)C(=O)NC1=CC=C(C=C1)N(C(C2=CSC=C2)C(=O)NC(C)(C)C)C(=O)CN3C4=CC=CC=C4N=N3,Active,,,,4.1,IC50,=,4100,nM,
27,174514943,45382030,CC(C)(C)NC(=O)C(C1=CSC=C1)N(C2=CC=C(C=C2)NS(=O)(=O)C)C(=O)CN3C4=CC=CC=C4N=N3,Unspecified,,,,25.3,IC50,=,25300,nM,
28,174514944,53488299,CC(=O)NC1=CC=C(C=C1)N(C(C2=CSC=C2)C(=O)NC(C)(C)C)C(=O)CN3C=C(N=N3)C4=CC=CC=C4,Unspecified,,,,11,IC50,=,11000,nM,
