PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,103321270,44334030,C1=CC(=CC=C1[C@H]2[C@@H](C3=C4[C@H]([C@@H](OC4=CC(=C3)O)C5=CC=C(C=C5)O)C6=C2C(=CC(=C6)O)O)[C@H]7[C@@H](C8=C(C=C(C=C8O)O)[C@H]9[C@@H](OC1=CC(=CC7=C91)O)C1=CC=C(C=C1)O)C1=CC=C(C=C1)O)O,Active,,,,0.25,IC50,=,250,nM,
2,381847219,118434635,CC1=C(C=CC=C1C2=CC3=C(C=C2)OCCO3)COC4=C(C=C(C(=C4)OCC5=CC(=CC=C5)C#N)CN6C[C@@H](C[C@@H]6C(=O)O)O)Cl,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
3,494403759,171347941,CC1=C(C(CCC1)(C)C)CC[C@]2(C=CC3=C(C(=CC(=C3O2)OC)OC(=O)C)C4=C5C=C[C@@](OC5=C(C=C4OC(=O)C)OC)(C)CCC6=C(CCCC6(C)C)C)C,Active,,,,7.3,IC50,=,7300,nM,
4,494408265,171350641,CC1=C(C(CCC1)(C)C)CC[C@]2(C=CC3=C(C(=CC(=C3O2)OC)O)C4=C5C=C[C@@](OC5=C(C=C4O)OC)(C)CCC6=C(CCCC6(C)C)C)C,Active,,,,1,IC50,=,1000,nM,
5,494411262,171352461,CC1=C(C(CCC1)(C)C)CC[C@@]2(C=CC3=C(C(=CC(=C3O2)OC)OC(=O)C)C4=C5C=C[C@@](OC5=C(C=C4OC(=O)C)OC)(C)CCC6=C(CCCC6(C)C)C)C,Unspecified,,,,65,IC50,=,65000,nM,
6,494415624,171354790,CC1=C(C(CCC1)(C)C)CCC2(C=CC3=C(O2)C(=CC(=C3)OC(=O)C)OC)C,Unspecified,,,,63,IC50,=,63000,nM,
