PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Data Validity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Comment reflecting whether the values for this activity measurement are likely to be correct
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,103200240,135445761,C[N+]1=CC=CC=C1/C=N/O.[Cl-],Unspecified,,,,996,IC50,=,996000,nM,Outside typical range
2,103724587,135891055,CS(=O)(=O)[O-].CS(=O)(=O)[O-].C1=C[N+](=CC=C1/C=N/O)COC[N+]2=CC=C(C=C2)/C=N/O,Unspecified,,,,2169,IC50,=,2.169e+06,nM,Outside typical range
3,461527293,162651953,CC1=CC(=C(C(=C1)/C=N/O)O)CN2CCN(CC2)C3=CC=NC=C3,Unspecified,,,,484,IC50,=,484000,nM,Outside typical range
4,461527397,162652022,C1=CN(N=C1)C2=CC=C(C=C2)NCC3=C(C(=CC(=C3)Cl)/C=N/O)O,Unspecified,,,,3035,IC50,=,3.035e+06,nM,Outside typical range
5,461528487,162652805,CC1=CC(=C(C(=C1)/C=N/O)O)CNC2=CC=C(C=C2)CN3C=NC=N3,Unspecified,,,,3255,IC50,=,3.255e+06,nM,Outside typical range
6,461528867,162653071,C1=CC=C(C=C1)COC2=C(N=CC=C2)NCC3=C(C(=CC(=C3)Cl)/C=N/O)O,Unspecified,,,,826,IC50,=,826000,nM,Outside typical range
7,461529407,162653463,CC1=CC(=C(C(=C1)/C=N/O)O)CNC2=CC=C(C=C2)N(C)CC(C3=CC=C(C=C3)OC)C4(CCCCC4)O,Unspecified,,,,1256,IC50,=,1.256e+06,nM,Outside typical range
8,461529461,162653500,CC1=CC(=C(C(=C1)/C=N/O)O)CNC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3,Unspecified,,,,5149,IC50,=,5.149e+06,nM,Outside typical range
9,461530428,162654179,C1COCC(=O)N1C2=CC=C(C=C2)NCC3=C(C(=CC(=C3)Cl)/C=N/O)O,Unspecified,,,,4177,IC50,=,4.177e+06,nM,Outside typical range
10,461534804,162657251,C1CN(CCN1CC2=C(C(=CC(=C2)Cl)/C=N/O)O)C3=CC=NC=C3,Unspecified,,,,262,IC50,=,262000,nM,Outside typical range
11,461538929,162660193,C1COCCN1C2=C(C=C(C=C2)NCC3=C(C(=CC(=C3)Cl)/C=N/O)O)F,Unspecified,,,,5917,IC50,=,5.917e+06,nM,Outside typical range
12,461540032,162660970,C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CC4=C(C(=CC(=C4)Cl)/C=N/O)O,Unspecified,,,,4148,IC50,=,4.148e+06,nM,Outside typical range
13,461541579,162662013,CC1=CC(=C(C(=C1)/C=N/O)O)CNC2=CC=C(C=C2)N3CCOCC3=O,Unspecified,,,,5305,IC50,=,5.305e+06,nM,Outside typical range
14,461544010,162663691,CC1=CC(=C(C(=C1)/C=N/O)O)CNC2=C(C=CC=N2)OCC3=CC=CC=C3,Unspecified,,,,96.7,IC50,=,96700,nM,
15,461546265,162665303,CC1=CC(=C(C(=C1)/C=N/O)O)CN2CCC(CC2)N3C4=C(C=C(C=C4)Cl)NC3=O,Unspecified,,,,1905,IC50,=,1.905e+06,nM,Outside typical range
16,461547379,162666065,CN(CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O)C3=CC=C(C=C3)NCC4=C(C(=CC(=C4)Cl)/C=N/O)O,Unspecified,,,,2505,IC50,=,2.505e+06,nM,Outside typical range
17,461547533,162666161,CC1=CC(=C(C(=C1)/C=N/O)O)CNC2=CC(=C(C=C2)N3CCOCC3)F,Unspecified,,,,3269,IC50,=,3.269e+06,nM,Outside typical range
18,461554479,135490237,CS(=O)(=O)[O-].CS(=O)(=O)[O-].C1=CC=[N+](C(=C1)/C=N/O)COC[N+]2=CC=C(C=C2)C(=O)N,Unspecified,,,,636,IC50,=,636000,nM,Outside typical range
19,461557145,162672958,C1=CC(=CC=C1NCC2=C(C(=CC(=C2)Cl)/C=N/O)O)S(=O)(=O)NC3=NC=CS3,Unspecified,,,,4275,IC50,=,4.275e+06,nM,Outside typical range
20,461559010,162674243,CC1=CC(=C(C(=C1)/C=N/O)O)CNC2=CC=C(C=C2)N3C=CC=N3,Unspecified,,,,3183,IC50,=,3.183e+06,nM,Outside typical range
