SMILES,isStarter,molFormula,molWeight,numHeavyAtoms
O=S(=O)(O)O,False,H2O4S,97.9674,5
O=S(O)O,False,H2O3S,81.9725,4
O,False,H2O,18.0106,1
Oc1cc2cc3ccc(cc3)nc1o2,False,C11H7NO2,185.0477,14
COC1=CC(=Cc2ccc(N)cc2)OC1=O,False,C12H11NO3,217.0739,16
CNc1ccc(C=C2C=C(O)C(=O)O2)cc1,False,C12H11NO3,217.0739,16
CC(C)=CCc1cc(C=C2C=C(O)C(=O)O2)ccc1N,False,C16H17NO3,271.1208,20
CC(C)=CCc1cc(N)ccc1C=C1C=C(O)C(=O)O1,False,C16H17NO3,271.1208,20
CC(=O)Nc1ccc(C=C2C=C(O)C(=O)O2)cc1,False,C13H11NO4,245.0688,18
CC(=O)OC1=CC(=Cc2ccc(N)cc2)OC1=O,False,C13H11NO4,245.0688,18
Nc1ccc(C(C(=O)O)=C2C=C(O)C(=O)O2)cc1,False,C12H9NO5,247.0481,18
Nc1ccc(C=C2C=C(O)C(=O)O2)cc1C(=O)O,False,C12H9NO5,247.0481,18
Nc1ccc(C=C2C=C(O)C(=O)O2)c(C(=O)O)c1,False,C12H9NO5,247.0481,18
Nc1ccc(C(O)=C2C=C(O)C(=O)O2)cc1,False,C11H9NO4,219.0532,16
Nc1ccc(C=C2C=C(O)C(=O)O2)cc1O,False,C11H9NO4,219.0532,16
Nc1ccc(C=C2C=C(O)C(=O)O2)c(O)c1,False,C11H9NO4,219.0532,16
NC1(O)C=CC(C=C2C=C(O)C(=O)O2)=CC1O,False,C11H11NO5,237.0637,17
NC1=CC=C(C=C2C=C(O)C(=O)O2)C(O)C1O,False,C11H11NO5,237.0637,17
NC1=CC(O)C(O)(C=C2C=C(O)C(=O)O2)C=C1,False,C11H11NO5,237.0637,17
NC1=CC2OC2(C=C2C=C(O)C(=O)O2)C=C1,False,C11H9NO4,219.0532,16
NC1=CC=C(C=C2C=C(O)C(=O)O2)C2OC12,False,C11H9NO4,219.0532,16
NC12C=CC(C=C3C=C(O)C(=O)O3)=CC1O2,False,C11H9NO4,219.0532,16
Nc1ccc(C(O)C2C=C(O)C(=O)O2)cc1,False,C11H11NO4,221.0688,16
C=C1C=C(O)C(=O)O1,False,C5H4O3,112.016,8
Nc1ccc(O)cc1,False,C6H7NO,109.0528,8
Nc1ccc(CC(=O)C=C(O)C(=O)O)cc1,False,C11H11NO4,221.0688,16
O=P(O)(O)Oc1cc2cc3ccc(cc3)nc1o2,False,C11H8NO5P,265.014,18
O=S(=O)(O)Oc1cc2cc3ccc(cc3)nc1o2,False,C11H7NO5S,265.0045,18
COc1cc2cc3ccc(cc3)nc1o2,False,C12H9NO2,199.0633,15
CC(C)=CCc1cc2ccc1nc1oc(cc1O)c2,False,C16H15NO2,253.1103,19
CC(C)=CCc1cc2ccc1cc1cc(O)c(n2)o1,False,C16H15NO2,253.1103,19
CC(=O)Oc1cc2cc3ccc(cc3)nc1o2,False,C13H9NO3,227.0582,17
O=C(O)c1cc2ccc1nc1oc(cc1O)c2,False,C12H7NO4,229.0375,17
O=C(O)c1cc2ccc1cc1cc(O)c(n2)o1,False,C12H7NO4,229.0375,17
Oc1cc2ccc1nc1oc(cc1O)c2,False,C11H7NO3,201.0426,15
Oc1cc2ccc1cc1cc(O)c(n2)o1,False,C11H7NO3,201.0426,15
Oc1cc2oc1=NC1(O)C=CC(=CC1O)C=2,False,C11H9NO4,219.0532,16
Oc1cc2cc3ccc(nc1o2)C(O)C3O,False,C11H9NO4,219.0532,16
Oc1cc2oc1=NC1=CC(O)C(O)(C=C1)C=2,False,C11H9NO4,219.0532,16
Oc1cc2oc1=NC1=CC3OC3(C=C1)C=2,False,C11H7NO3,201.0426,15
Oc1cc2cc3ccc(nc1o2)C1OC31,False,C11H7NO3,201.0426,15
Oc1cc2oc1=NC13C=CC(=CC1O3)C=2,False,C11H7NO3,201.0426,15
CNc1ccc(C=C2C=C(OC)C(=O)O2)cc1,False,C13H13NO3,231.0895,17
COC1=CC(=Cc2ccc(N)cc2CC=C(C)C)OC1=O,False,C17H19NO3,285.1365,21
COC1=CC(=Cc2ccc(N)c(CC=C(C)C)c2)OC1=O,False,C17H19NO3,285.1365,21
COC1=CC(=Cc2ccc(NC(C)=O)cc2)OC1=O,False,C14H13NO4,259.0845,19
COC1=CC(=C(C(=O)O)c2ccc(N)cc2)OC1=O,False,C13H11NO5,261.0637,19
COC1=CC(=Cc2ccc(N)cc2C(=O)O)OC1=O,False,C13H11NO5,261.0637,19
COC1=CC(=Cc2ccc(N)c(C(=O)O)c2)OC1=O,False,C13H11NO5,261.0637,19
COC1=CC(=C(O)c2ccc(N)cc2)OC1=O,False,C12H11NO4,233.0688,17
COC1=CC(=Cc2ccc(N)cc2O)OC1=O,False,C12H11NO4,233.0688,17
COC1=CC(=Cc2ccc(N)c(O)c2)OC1=O,False,C12H11NO4,233.0688,17
COC1=CC(=CC2(O)C=CC(N)=CC2O)OC1=O,False,C12H13NO5,251.0794,18
COC1=CC(=CC2=CC=C(N)C(O)C2O)OC1=O,False,C12H13NO5,251.0794,18
COC1=CC(=CC2=CC(O)C(N)(O)C=C2)OC1=O,False,C12H13NO5,251.0794,18
C=O,False,CH2O,30.0106,2
COC1=CC(=CC2=CC3OC3(N)C=C2)OC1=O,False,C12H11NO4,233.0688,17
COC1=CC(=CC2=CC=C(N)C3OC23)OC1=O,False,C12H11NO4,233.0688,17
COC1=CC(=CC23C=CC(N)=CC2O3)OC1=O,False,C12H11NO4,233.0688,17
CO,False,CH4O,32.0262,2
COC1=CC(C(O)c2ccc(N)cc2)OC1=O,False,C12H13NO4,235.0845,17
C=C1C=C(OC)C(=O)O1,False,C6H6O3,126.0317,9
COC(=CC(=O)Cc1ccc(N)cc1)C(=O)O,False,C12H13NO4,235.0845,17
Nc1ccc(C=C2C=C(OC=O)C(=O)O2)cc1,False,C12H9NO4,231.0532,17
CN(C)c1ccc(C=C2C=C(O)C(=O)O2)cc1,False,C13H13NO3,231.0895,17
CNc1ccc(C=C2C=C(O)C(=O)O2)cc1CC=C(C)C,False,C17H19NO3,285.1365,21
CNc1ccc(C=C2C=C(O)C(=O)O2)c(CC=C(C)C)c1,False,C17H19NO3,285.1365,21
CC(=O)N(C)c1ccc(C=C2C=C(O)C(=O)O2)cc1,False,C14H13NO4,259.0845,19
CNc1ccc(C=C2C=C(OC(C)=O)C(=O)O2)cc1,False,C14H13NO4,259.0845,19
CNc1ccc(C(C(=O)O)=C2C=C(O)C(=O)O2)cc1,False,C13H11NO5,261.0637,19
CNc1ccc(C=C2C=C(O)C(=O)O2)cc1C(=O)O,False,C13H11NO5,261.0637,19
CNc1ccc(C=C2C=C(O)C(=O)O2)c(C(=O)O)c1,False,C13H11NO5,261.0637,19
CNc1ccc(C(O)=C2C=C(O)C(=O)O2)cc1,False,C12H11NO4,233.0688,17
CNc1ccc(C=C2C=C(O)C(=O)O2)cc1O,False,C12H11NO4,233.0688,17
CNc1ccc(C=C2C=C(O)C(=O)O2)c(O)c1,False,C12H11NO4,233.0688,17
CNC1(O)C=CC(C=C2C=C(O)C(=O)O2)=CC1O,False,C12H13NO5,251.0794,18
CNC1=CC=C(C=C2C=C(O)C(=O)O2)C(O)C1O,False,C12H13NO5,251.0794,18
CNC1=CC(O)C(O)(C=C2C=C(O)C(=O)O2)C=C1,False,C12H13NO5,251.0794,18
CNC1=CC2OC2(C=C2C=C(O)C(=O)O2)C=C1,False,C12H11NO4,233.0688,17
CNC1=CC=C(C=C2C=C(O)C(=O)O2)C2OC12,False,C12H11NO4,233.0688,17
CNC12C=CC(C=C3C=C(O)C(=O)O3)=CC1O2,False,C12H11NO4,233.0688,17
CNc1ccc(C(O)C2C=C(O)C(=O)O2)cc1,False,C12H13NO4,235.0845,17
CNc1ccc(O)cc1,False,C7H9NO,123.0684,9
CNc1ccc(CC(=O)C=C(O)C(=O)O)cc1,False,C12H13NO4,235.0845,17
CC=CC(C)c1cc(C=C2C=C(O)C(=O)O2)ccc1N,False,C16H17NO3,271.1208,20
CC(C)=Cc1cc(C=C2C=C(O)C(=O)O2)cc(C)c1N,False,C16H17NO3,271.1208,20
CC=CCc1cc(C=C2C=C(O)C(=O)O2)cc(C)c1N,False,C16H17NO3,271.1208,20
CC(C)=Cc1cc(N)c(C)cc1C=C1C=C(O)C(=O)O1,False,C16H17NO3,271.1208,20
CC=CCc1cc(C=C2C=C(O)C(=O)O2)c(C)cc1N,False,C16H17NO3,271.1208,20
CC(C)=CC(=C1C=C(O)C(=O)O1)c1ccc(N)c(C)c1,False,C16H17NO3,271.1208,20
CC=CCc1cc(C(C)=C2C=C(O)C(=O)O2)ccc1N,False,C16H17NO3,271.1208,20
CC(C)=CC1=C(O)C(=O)OC1=Cc1ccc(N)c(C)c1,False,C16H17NO3,271.1208,20
CC=CCc1cc(C=C2OC(=O)C(O)=C2C)ccc1N,False,C16H17NO3,271.1208,20
CC=C(C)Cc1cc(C=C2C=C(O)C(=O)O2)ccc1N,False,C16H17NO3,271.1208,20
CCC=CCc1cc(C=C2C=C(O)C(=O)O2)ccc1N,False,C16H17NO3,271.1208,20
CC(C)C=Cc1cc(C=C2C=C(O)C(=O)O2)ccc1N,False,C16H17NO3,271.1208,20
C=C(C)CCc1cc(C=C2C=C(O)C(=O)O2)ccc1N,False,C16H17NO3,271.1208,20
CC(C)CCc1cc(C=C2C=C(O)C(=O)O2)ccc1N,False,C16H19NO3,273.1365,20
CC(C)=CC(C)c1cc(C=C2C=C(O)C(=O)O2)ccc1N,False,C17H19NO3,285.1365,21
CC(C)=C(C)Cc1cc(C=C2C=C(O)C(=O)O2)ccc1N,False,C17H19NO3,285.1365,21
CCC(C)=CCc1cc(C=C2C=C(O)C(=O)O2)ccc1N,False,C17H19NO3,285.1365,21
CC(C)=C(Cc1cc(C=C2C=C(O)C(=O)O2)ccc1N)C(=O)O,False,C17H17NO5,315.1107,23
CC(C)=CC(C(=O)O)c1cc(C=C2C=C(O)C(=O)O2)ccc1N,False,C17H17NO5,315.1107,23
CC(C)=CCc1cc(C(C(=O)O)=C2C=C(O)C(=O)O2)ccc1N,False,C17H17NO5,315.1107,23
CC(C)=CCc1c(N)ccc(C=C2C=C(O)C(=O)O2)c1C(=O)O,False,C17H17NO5,315.1107,23
CC(C)=CCc1cc(C=C2C=C(O)C(=O)O2)cc(C(=O)O)c1N,False,C17H17NO5,315.1107,23
CC(C)=CCc1cc(C=C2C=C(O)C(=O)O2)c(C(=O)O)cc1N,False,C17H17NO5,315.1107,23
CC(=CCc1cc(C=C2C=C(O)C(=O)O2)ccc1N)CC(=O)O,False,C17H17NO5,315.1107,23
CC(C)=CC(O)c1cc(C=C2C=C(O)C(=O)O2)ccc1N,False,C16H17NO4,287.1158,21
CC(C)=CCc1cc(C(O)=C2C=C(O)C(=O)O2)ccc1N,False,C16H17NO4,287.1158,21
CC(C)=CCc1c(N)ccc(C=C2C=C(O)C(=O)O2)c1O,False,C16H17NO4,287.1158,21
CC(C)=CCc1cc(C=C2C=C(O)C(=O)O2)cc(O)c1N,False,C16H17NO4,287.1158,21
CC(C)=CCc1cc(C=C2C=C(O)C(=O)O2)c(O)cc1N,False,C16H17NO4,287.1158,21
CC(C)=C(O)Cc1cc(C=C2C=C(O)C(=O)O2)ccc1N,False,C16H17NO4,287.1158,21
CC(=CCc1cc(C=C2C=C(O)C(=O)O2)ccc1N)CO,False,C16H17NO4,287.1158,21
CC1(C)OC1Cc1cc(C=C2C=C(O)C(=O)O2)ccc1N,False,C16H17NO4,287.1158,21
CC(C)=CCC1(O)C(N)=CC=C(C=C2C=C(O)C(=O)O2)C1O,False,C16H19NO5,305.1263,22
CC(C)=CCC1(O)C=C(C=C2C=C(O)C(=O)O2)C=CC1(N)O,False,C16H19NO5,305.1263,22
CC(C)=CCC1=CC(C=C2C=C(O)C(=O)O2)=CC(O)C1(N)O,False,C16H19NO5,305.1263,22
CC(C)=CCC1=C(N)C=CC(O)(C=C2C=C(O)C(=O)O2)C1O,False,C16H19NO5,305.1263,22
CC(C)=CCC1=C(N)C(O)C(O)C(C=C2C=C(O)C(=O)O2)=C1,False,C16H19NO5,305.1263,22
CC(C)=CCC1=CC(O)(C=C2C=C(O)C(=O)O2)C(O)C=C1N,False,C16H19NO5,305.1263,22
CC(C)=CCC1=C(N)C2OC2C(C=C2C=C(O)C(=O)O2)=C1,False,C16H17NO4,287.1158,21
CC(C)=CCC1=CC2(C=C3C=C(O)C(=O)O3)OC2C=C1N,False,C16H17NO4,287.1158,21
CC(C)=CCC1=C(N)C=CC2(C=C3C=C(O)C(=O)O3)OC12,False,C16H17NO4,287.1158,21
CC(C)=CCC1=CC(C=C2C=C(O)C(=O)O2)=CC2OC12N,False,C16H17NO4,287.1158,21
CC(C)=CCC12OC1C(C=C1C=C(O)C(=O)O1)=CC=C2N,False,C16H17NO4,287.1158,21
CC(C)=CCC12C=C(C=C3C=C(O)C(=O)O3)C=CC1(N)O2,False,C16H17NO4,287.1158,21
CC(C)=CCc1cc(C(O)C2C=C(O)C(=O)O2)ccc1N,False,C16H19NO4,289.1314,21
CC(C)(O)CCc1cc(C=C2C=C(O)C(=O)O2)ccc1N,False,C16H19NO4,289.1314,21
CC(C)C(O)Cc1cc(C=C2C=C(O)C(=O)O2)ccc1N,False,C16H19NO4,289.1314,21
CC(C)=CC(O)c1cc(C=C2C=C(O)C(O)O2)ccc1N,False,C16H19NO4,289.1314,21
CC(C)=C(O)Cc1cc(C=C2C=C(O)C(O)O2)ccc1N,False,C16H19NO4,289.1314,21
CC(=CCc1cc(C=C2C=C(O)C(O)O2)ccc1N)CO,False,C16H19NO4,289.1314,21
CC=C(C)C,False,C5H10,70.0783,5
CC(C)=CCc1cc(O)ccc1N,False,C11H15NO,177.1154,13
CC(C)=CCc1cc(CC(=O)C=C(O)C(=O)O)ccc1N,False,C16H19NO4,289.1314,21
CC=CCc1cc(C=C2C=C(O)C(=O)O2)ccc1N,False,C15H15NO3,257.1052,19
CC(C)=CCc1c(N)ccc(C=C2C=C(O)C(=O)O2)c1C,False,C17H19NO3,285.1365,21
CC(C)=CCc1cc(C=C2C=C(O)C(=O)O2)cc(C)c1N,False,C17H19NO3,285.1365,21
CC(C)=CCc1cc(C=C2C=C(O)C(=O)O2)c(C)cc1N,False,C17H19NO3,285.1365,21
CC(C)=CCc1cc(C(C)=C2C=C(O)C(=O)O2)ccc1N,False,C17H19NO3,285.1365,21
CC(C)=CCc1cc(C=C2OC(=O)C(O)=C2C)ccc1N,False,C17H19NO3,285.1365,21
CC=CC(C)c1cc(N)ccc1C=C1C=C(O)C(=O)O1,False,C16H17NO3,271.1208,20
CC(C)=CC(=C1C=C(O)C(=O)O1)c1ccc(N)cc1C,False,C16H17NO3,271.1208,20
CC=CCc1cc(N)ccc1C(C)=C1C=C(O)C(=O)O1,False,C16H17NO3,271.1208,20
CC(C)=Cc1cc(N)cc(C)c1C=C1C=C(O)C(=O)O1,False,C16H17NO3,271.1208,20
CC=CCc1cc(N)cc(C)c1C=C1C=C(O)C(=O)O1,False,C16H17NO3,271.1208,20
CC(C)=Cc1cc(C=C2C=C(O)C(=O)O2)c(C)cc1N,False,C16H17NO3,271.1208,20
CC=CCc1cc(N)c(C)cc1C=C1C=C(O)C(=O)O1,False,C16H17NO3,271.1208,20
CC(C)=CC1=C(O)C(=O)OC1=Cc1ccc(N)cc1C,False,C16H17NO3,271.1208,20
CC=CCc1cc(N)ccc1C=C1OC(=O)C(O)=C1C,False,C16H17NO3,271.1208,20
CC=C(C)Cc1cc(N)ccc1C=C1C=C(O)C(=O)O1,False,C16H17NO3,271.1208,20
CCC=CCc1cc(N)ccc1C=C1C=C(O)C(=O)O1,False,C16H17NO3,271.1208,20
CC(C)C=Cc1cc(N)ccc1C=C1C=C(O)C(=O)O1,False,C16H17NO3,271.1208,20
C=C(C)CCc1cc(N)ccc1C=C1C=C(O)C(=O)O1,False,C16H17NO3,271.1208,20
CC(C)CCc1cc(N)ccc1C=C1C=C(O)C(=O)O1,False,C16H19NO3,273.1365,20
CC(C)=CC(C)c1cc(N)ccc1C=C1C=C(O)C(=O)O1,False,C17H19NO3,285.1365,21
CC(C)=C(C)Cc1cc(N)ccc1C=C1C=C(O)C(=O)O1,False,C17H19NO3,285.1365,21
CCC(C)=CCc1cc(N)ccc1C=C1C=C(O)C(=O)O1,False,C17H19NO3,285.1365,21
CC(C)=C(Cc1cc(N)ccc1C=C1C=C(O)C(=O)O1)C(=O)O,False,C17H17NO5,315.1107,23
CC(C)=CC(C(=O)O)c1cc(N)ccc1C=C1C=C(O)C(=O)O1,False,C17H17NO5,315.1107,23
CC(C)=CCc1cc(N)ccc1C(C(=O)O)=C1C=C(O)C(=O)O1,False,C17H17NO5,315.1107,23
CC(C)=CCc1c(C=C2C=C(O)C(=O)O2)ccc(N)c1C(=O)O,False,C17H17NO5,315.1107,23
CC(C)=CCc1cc(N)cc(C(=O)O)c1C=C1C=C(O)C(=O)O1,False,C17H17NO5,315.1107,23
CC(C)=CCc1cc(N)c(C(=O)O)cc1C=C1C=C(O)C(=O)O1,False,C17H17NO5,315.1107,23
CC(=CCc1cc(N)ccc1C=C1C=C(O)C(=O)O1)CC(=O)O,False,C17H17NO5,315.1107,23
CC(C)=CC(O)c1cc(N)ccc1C=C1C=C(O)C(=O)O1,False,C16H17NO4,287.1158,21
CC(C)=CCc1cc(N)ccc1C(O)=C1C=C(O)C(=O)O1,False,C16H17NO4,287.1158,21
CC(C)=CCc1c(C=C2C=C(O)C(=O)O2)ccc(N)c1O,False,C16H17NO4,287.1158,21
CC(C)=CCc1cc(N)cc(O)c1C=C1C=C(O)C(=O)O1,False,C16H17NO4,287.1158,21
CC(C)=CCc1cc(N)c(O)cc1C=C1C=C(O)C(=O)O1,False,C16H17NO4,287.1158,21
CC(C)=C(O)Cc1cc(N)ccc1C=C1C=C(O)C(=O)O1,False,C16H17NO4,287.1158,21
CC(=CCc1cc(N)ccc1C=C1C=C(O)C(=O)O1)CO,False,C16H17NO4,287.1158,21
CC1(C)OC1Cc1cc(N)ccc1C=C1C=C(O)C(=O)O1,False,C16H17NO4,287.1158,21
CC(C)=CCC1(O)C=C(N)C=CC1(O)C=C1C=C(O)C(=O)O1,False,C16H19NO5,305.1263,22
CC(C)=CCC1(O)C(C=C2C=C(O)C(=O)O2)=CC=C(N)C1O,False,C16H19NO5,305.1263,22
CC(C)=CCC1=C(C=C2C=C(O)C(=O)O2)C=CC(N)(O)C1O,False,C16H19NO5,305.1263,22
CC(C)=CCC1=CC(N)=CC(O)C1(O)C=C1C=C(O)C(=O)O1,False,C16H19NO5,305.1263,22
CC(C)=CCC1=CC(N)(O)C(O)C=C1C=C1C=C(O)C(=O)O1,False,C16H19NO5,305.1263,22
CC(C)=CCC1=C(C=C2C=C(O)C(=O)O2)C(O)C(O)C(N)=C1,False,C16H19NO5,305.1263,22
CC(C)=CCC1=CC2(N)OC2C=C1C=C1C=C(O)C(=O)O1,False,C16H17NO4,287.1158,21
CC(C)=CCC1=C(C=C2C=C(O)C(=O)O2)C2OC2C(N)=C1,False,C16H17NO4,287.1158,21
CC(C)=CCC1=CC(N)=CC2OC12C=C1C=C(O)C(=O)O1,False,C16H17NO4,287.1158,21
CC(C)=CCC1=C(C=C2C=C(O)C(=O)O2)C=CC2(N)OC12,False,C16H17NO4,287.1158,21
CC(C)=CCC12C=C(N)C=CC1(C=C1C=C(O)C(=O)O1)O2,False,C16H17NO4,287.1158,21
CC(C)=CCC12OC1C(N)=CC=C2C=C1C=C(O)C(=O)O1,False,C16H17NO4,287.1158,21
CC(C)=CCc1cc(N)ccc1C(O)C1C=C(O)C(=O)O1,False,C16H19NO4,289.1314,21
CC(C)(O)CCc1cc(N)ccc1C=C1C=C(O)C(=O)O1,False,C16H19NO4,289.1314,21
CC(C)C(O)Cc1cc(N)ccc1C=C1C=C(O)C(=O)O1,False,C16H19NO4,289.1314,21
CC(C)=CC(O)c1cc(N)ccc1C=C1C=C(O)C(O)O1,False,C16H19NO4,289.1314,21
CC(C)=C(O)Cc1cc(N)ccc1C=C1C=C(O)C(O)O1,False,C16H19NO4,289.1314,21
CC(=CCc1cc(N)ccc1C=C1C=C(O)C(O)O1)CO,False,C16H19NO4,289.1314,21
CC(C)=CCc1cc(N)ccc1O,False,C11H15NO,177.1154,13
CC(C)=CCc1cc(N)ccc1CC(=O)C=C(O)C(=O)O,False,C16H19NO4,289.1314,21
CC=CCc1cc(N)ccc1C=C1C=C(O)C(=O)O1,False,C15H15NO3,257.1052,19
CC(C)=CCc1c(C=C2C=C(O)C(=O)O2)ccc(N)c1C,False,C17H19NO3,285.1365,21
CC(C)=CCc1cc(N)ccc1C(C)=C1C=C(O)C(=O)O1,False,C17H19NO3,285.1365,21
CC(C)=CCc1cc(N)cc(C)c1C=C1C=C(O)C(=O)O1,False,C17H19NO3,285.1365,21
CC(C)=CCc1cc(N)c(C)cc1C=C1C=C(O)C(=O)O1,False,C17H19NO3,285.1365,21
CC(C)=CCc1cc(N)ccc1C=C1OC(=O)C(O)=C1C,False,C17H19NO3,285.1365,21
Cc1cc(C=C2C=C(O)C(=O)O2)ccc1NC=O,False,C13H11NO4,245.0688,18
Cc1cc(NC=O)ccc1C=C1C=C(O)C(=O)O1,False,C13H11NO4,245.0688,18
CC(=C1C=C(O)C(=O)O1)c1ccc(NC=O)cc1,False,C13H11NO4,245.0688,18
CC1=C(O)C(=O)OC1=Cc1ccc(NC=O)cc1,False,C13H11NO4,245.0688,18
O=C1OC2=Cc3ccc(cc3)NC(O)COC1=C2,False,C13H11NO4,245.0688,18
CC(O)Nc1ccc2cc1OC1=CC(=C2)OC1=O,False,C13H11NO4,245.0688,18
CC(O)Nc1ccc2c(c1)OC1=CC(=C2)OC1=O,False,C13H11NO4,245.0688,18
CC(O)Nc1ccc(-c2oc3cc2OC3=O)cc1,False,C13H11NO4,245.0688,18
CC(O)Nc1ccc(C=C2OC(=O)C3=C2O3)cc1,False,C13H11NO4,245.0688,18
CC(O)Nc1ccc(C=C2C=C(O)C(=O)O2)cc1,False,C13H13NO4,247.0845,18
CCC(=O)Nc1ccc(C=C2C=C(O)C(=O)O2)cc1,False,C14H13NO4,259.0845,19
CC(=O)O,False,C2H4O2,60.0211,4
CC(=O)N(C(C)=O)c1ccc(C=C2C=C(O)C(=O)O2)cc1,False,C15H13NO5,287.0794,21
CC(=O)Nc1ccc(C=C2C=C(OC(C)=O)C(=O)O2)cc1,False,C15H13NO5,287.0794,21
