"ChEMBL ID";"Assay Type";"Description";"Organism";"Compounds";"Activities";"BAO Format ID";"BAO Format";"Confidence Score";"Confidence Label";"Strain";"Source";"Tax ID";"Tissue ChEMBL ID";"Tissue Name";"Cell Type";"Subcellular Fraction";"Document ChEMBL ID";"PubMed ID";"DOI";"Year";"Journal";"Volume";"First Page";"Last Page";"Assay Parameters";"Assay Classification L1";"Assay Classification L2";"Assay Classification L3";"Variant Sequence Accession";"Variant Sequence Mutation"
"CHEMBL1799727";"F";"Antiviral activity against SARS coronavirus";"Severe acute respiratory syndrome-related coronavirus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"694009";"";"";"";"";"CHEMBL1795274";"21621997";"10.1016/j.bmcl.2011.05.012";"2011";"Bioorg Med Chem Lett";"21";"3982";"3985";"";"";"";"";"";""
"CHEMBL1176085";"F";"Antiviral activity against SARS coronavirus infected in african green monkey Vero E6 cells assessed as inhibition of viral replication after 48 hrs by luminescence assay";"Severe acute respiratory syndrome-related coronavirus";"7";"7";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"694009";"";"";"Vero";"";"CHEMBL1177723";"20527968";"10.1021/jm1004489";"2010";"J Med Chem";"53";"4968";"4979";"";"";"";"";"";""
"CHEMBL887580";"F";"Antiviral activity against SARS-CoV Frankfurt1 in Vero E6 cells at 20 uM by yeild reduction assay";"Severe acute respiratory syndrome-related coronavirus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"Frankfurt1";"Scientific Literature";"694009";"";"";"Vero";"";"CHEMBL1144631";"17336519";"10.1016/j.bmcl.2007.02.026";"2007";"Bioorg Med Chem Lett";"17";"2470";"2473";"";"";"";"";"";""
"CHEMBL862109";"F";"Selective index against SARS coronavirus";"Severe acute respiratory syndrome-related coronavirus";"3";"3";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"694009";"";"";"";"";"CHEMBL1148631";"16451078";"10.1021/jm0509750";"2006";"J Med Chem";"49";"1140";"1148";"";"";"";"";"";""
"CHEMBL868024";"F";"Antiviral activity against SARS coronavirus in VeroE6 cells assessed as reduction in viral load";"Severe acute respiratory syndrome-related coronavirus";"2";"2";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"694009";"";"";"VeroE6";"";"CHEMBL1145328";"16884309";"10.1021/jm0603926";"2006";"J Med Chem";"49";"4971";"4980";"";"";"";"";"";""
"CHEMBL1051700";"F";"Antiviral activity against SARS coronavirus in african green monkey Vero E6 cells assessed as inhibition of replication after 48 hrs";"Severe acute respiratory syndrome-related coronavirus";"9";"9";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"694009";"";"";"Vero";"";"CHEMBL1152450";"19645480";"10.1021/jm900611t";"2009";"J Med Chem";"52";"5228";"5240";"";"";"";"";"";""
"CHEMBL894322";"F";"Inhibition of SARS coronavirus-induced cytopathogenicity in Vero E6 cells at 10 uM";"Severe acute respiratory syndrome-related coronavirus";"24";"24";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"694009";"";"";"Vero";"";"CHEMBL1148729";"17663539";"10.1021/jm070295s";"2007";"J Med Chem";"50";"4087";"4095";"";"";"";"";"";""
"CHEMBL887581";"F";"Antiviral activity against SARS-CoV Frankfurt1 in Vero E6 cells at 50 to 70 uM by yeild reduction assay";"Severe acute respiratory syndrome-related coronavirus";"2";"2";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"Frankfurt1";"Scientific Literature";"694009";"";"";"Vero";"";"CHEMBL1144631";"17336519";"10.1016/j.bmcl.2007.02.026";"2007";"Bioorg Med Chem Lett";"17";"2470";"2473";"";"";"";"";"";""
"CHEMBL894320";"F";"Inhibition of SARS virus-induced cytopathogenicity in Vero E6 cells at 1 uM";"Severe acute respiratory syndrome-related coronavirus";"24";"24";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"694009";"";"";"Vero";"";"CHEMBL1148729";"17663539";"10.1021/jm070295s";"2007";"J Med Chem";"50";"4087";"4095";"";"";"";"";"";""
"CHEMBL5215574";"F";"Antiviral activity against SARS 2019-nCoV infected in African green monkey Vero E6 cells assessed as inhibition of viral infection preincubated and measured after 48 hrs by qRT-PCR analysis";"Severe acute respiratory syndrome-related coronavirus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"2019-nCoV";"Scientific Literature";"694009";"";"";"Vero E6";"";"CHEMBL5214899";"33906050";"10.1016/j.ejmech.2021.113448";"2021";"Eur J Med Chem";"220";"113448";"113448";"";"";"";"";"";""
"CHEMBL862232";"F";"Inhibitory activity against SARS coronavirus 6109 replication in vero (CCL81) cells";"Severe acute respiratory syndrome-related coronavirus";"6";"6";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"6109";"Scientific Literature";"694009";"";"";"";"";"CHEMBL1149375";"16451084";"10.1021/jm0507678";"2006";"J Med Chem";"49";"1198";"1201";"";"";"";"";"";""
"CHEMBL4198709";"F";"Antiviral activity against SARS coronavirus infected in cat CRFK cells assessed as reduction in viral titer after 48 hrs";"Severe acute respiratory syndrome-related coronavirus";"2";"2";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"694009";"";"";"";"";"CHEMBL4196085";"29544147";"10.1016/j.ejmech.2018.03.004";"2018";"Eur J Med Chem";"150";"334";"346";"";"";"";"";"";""
"CHEMBL4621689";"F";"Antiviral activity against SARS coronavirus Urbani infected in monkey Vero E6 cells assessed as reduction in virus-induced cytopathogenicity incubated for 48 hrs by CellTiter-Glo luminescent cell viability assay";"Severe acute respiratory syndrome-related coronavirus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"Urbani";"Scientific Literature";"694009";"";"";"Vero C1008";"";"CHEMBL4619784";"32665808";"10.1021/acsmedchemlett.0c00254";"2020";"ACS Med Chem Lett";"11";"1357";"1360";"";"";"";"";"";""
"CHEMBL887577";"F";"Antiviral activity against SARS-CoV Frankfurt1 in Vero E6 cells by plaque reduction assay";"Severe acute respiratory syndrome-related coronavirus";"13";"13";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"Frankfurt1";"Scientific Literature";"694009";"";"";"Vero";"";"CHEMBL1144631";"17336519";"10.1016/j.bmcl.2007.02.026";"2007";"Bioorg Med Chem Lett";"17";"2470";"2473";"";"";"";"";"";""
"CHEMBL894319";"F";"Antiviral activity against SARS coronavirus in Vero E6 cells assessed as inhibition of viral replication by ELISA";"Severe acute respiratory syndrome-related coronavirus";"22";"22";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"694009";"";"";"Vero";"";"CHEMBL1148729";"17663539";"10.1021/jm070295s";"2007";"J Med Chem";"50";"4087";"4095";"";"";"";"";"";""
